VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_JA,VO_VI,Word_Count_EN,Pause_After
"33","PV_0007","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","Economic protests erupt. For the first time in forty years  -  they chant the name of the old dynasty. Not the republic. Not the reformists. You.","経済抗議が勃発。四十年ぶりに -  - 旧王朝の名を叫ぶ。共和国ではない。改革派でもない。あなた。","Biểu tình kinh tế bùng nổ. Lần đầu sau bốn mươi năm  -  họ hô tên triều đại cũ. Không phải cộng hoà. Không phải cải cách. Bạn.","22","0.5"
"34","PV_0007","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","Your name. In a country you haven't touched in half a lifetime.","あなたの名前。半生触れていない国で。","Tên bạn. Trong đất nước bạn chưa chạm nửa đời.","11","1.0"
"35","PV_0007","BEAT_04_02","PHASE_CRISIS","CRISIS","NARRATION","2022. Women cut their hair in the street. They hold the severed braids above their heads like flags. The largest uprising in a generation.","2022年。女性が路上で髪を切る。切った三つ編みを旗のように頭上に掲げる。一世代最大の蜂起。","2022. Phụ nữ cắt tóc giữa đường. Họ giơ bím tóc trên đầu như cờ. Cuộc nổi dậy lớn nhất một thế hệ.","20","0"
"36","PV_0007","BEAT_04_02","PHASE_CRISIS","CRISIS","NARRATION","A girl dies in custody. The official story is a heart attack. Nobody believes it. The country ignites. And your name  -  again  -  on every wall and every breath.","少女が拘留中に死ぬ。公式発表は心臓発作。誰も信じない。国が燃え上がる。そしてあなたの名前 -  - また -  - すべての壁とすべての息に。","Một cô gái chết khi bị giam. Tin chính thức nói đau tim. Không ai tin. Cả nước bùng cháy. Và tên bạn  -  lại  -  trên mọi bức tường và mọi hơi thở.","25","0.5"
"37","PV_0007","BEAT_04_03","PHASE_CRISIS","CONFLICT","NARRATION","Your name is chanted in streets you haven't walked since you were seven years old. By people who were born after you left. By children whose grandparents remember your father's secret police.","あなたの名前が七歳以来歩いていない通りで叫ばれる。あなたが去った後に生まれた人々に。祖父母があなたの父の秘密警察を覚えている子供たちに。","Tên bạn được hô vang trên phố bạn chưa đặt chân từ bảy tuổi. Bởi người sinh ra sau khi bạn rời đi. Bởi trẻ con mà ông bà chúng nhớ cảnh sát mật của cha bạn.","28","0"
"38","PV_0007","BEAT_04_03","PHASE_CRISIS","CONFLICT","NARRATION","You watch the videos on your phone. In bed. At two in the morning. In a country where nobody is chanting. Your wife breathes softly beside you. The blue light of the screen is the only thing moving in the entire house.","携帯で動画を見る。ベッドで。午前二時。誰も叫んでいない国で。妻が隣で静かに呼吸している。画面の青い光だけが家全体で唯一動いている。","Bạn xem video trên điện thoại. Trên giường. Lúc hai giờ sáng. Ở đất nước không ai hô hào. Vợ thở nhẹ bên cạnh. Ánh sáng xanh màn hình là thứ duy nhất chuyển động trong cả ngôi nhà.","30","0.5"
"39","PV_0007","BEAT_04_04","PHASE_CRISIS","REFLECT","WEIGHT_LINE","They call your name as if you could save them.","彼らはあなたの名前を呼ぶ -  - 救えるかのように。","Họ gọi tên bạn như thể bạn có thể cứu họ.","9","2.0"
"40","PV_0007","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The regime strikes back. Hundreds arrested. Public executions broadcast on state television. They show the trials like entertainment.","政権が反撃。数百人逮捕。国営テレビで公開処刑。裁判をエンタメのように放送する。","Chế độ đánh trả. Hàng trăm bị bắt. Xử tử công khai trên truyền hình nhà nước. Họ chiếu phiên toà như giải trí.","14","0"
"41","PV_0007","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The streets go quiet. The kind of quiet that is louder than any crowd.","通りが静まる。どんな群衆よりうるさい静けさ。","Đường phố im lặng. Loại im lặng ồn ào hơn bất kỳ đám đông nào.","12","0"
"42","PV_0007","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The videos stop coming. The accounts go dark. The DMs go unanswered. The silence is worse than the screaming.","動画が来なくなる。アカウントが消える。DMに返事がない。沈黙は叫びよりひどい。","Video ngừng đến. Tài khoản biến mất. Tin nhắn không ai trả lời. Im lặng tệ hơn tiếng hét.","15","1.0"
"43","PV_0007","BEAT_05_02","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","You record a video from your studio in America. 4K camera. Professional microphone. The old flag behind you.","アメリカのスタジオから動画を録画する。4Kカメラ。プロのマイク。背後に旧国旗。","Bạn quay video từ phòng thu ở Mỹ. Camera 4K. Micro chuyên nghiệp. Cờ cũ phía sau lưng.","14","0"
"44","PV_0007","BEAT_05_02","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","You speak directly to the camera. Your voice doesn't shake because you've practiced it in front of the mirror until it stopped shaking.","カメラに直接話す。声が震えないのは鏡の前で震えなくなるまで練習したから。","Bạn nói thẳng vào ống kính. Giọng không run vì bạn đã tập trước gương cho đến khi nó ngừng run.","18","0"
"45","PV_0007","BEAT_05_02","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","You finish recording. You watch the playback. You look presidential. You wonder when that started being the goal.","録画を終える。再生を見る。大統領らしく見える。いつからそれが目標になったんだろうと思う。","Bạn quay xong. Xem lại. Bạn trông rất tổng thống. Bạn tự hỏi từ khi nào đó thành mục tiêu.","15","0.5"
"46","PV_0007","BEAT_05_03","PHASE_CRISIS_PEAK","CONSTRAINT","NARRATION","The internet inside the country is cut. Nobody there can see what you just recorded.","国内のインターネットが遮断されている。あなたが録画したものを誰も見られない。","Internet trong nước bị cắt. Không ai ở đó xem được những gì bạn vừa quay.","13","0"
"47","PV_0007","BEAT_05_03","PHASE_CRISIS_PEAK","CONSTRAINT","NARRATION","You're shouting into a room that can't hear you.","聞こえない部屋に向かって叫んでいる。","Bạn đang hét vào căn phòng không thể nghe bạn.","8","1.0"
"48","PV_0007","BEAT_05_04","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","You meet Western politicians. Handshakes in marble hallways. Photo ops in front of flags you don't recognize. They promise support. They mean it at the time.","西側の政治家と会う。大理石の廊下で握手。見覚えのない旗の前で写真撮影。支援を約束する。その時は本気で。","Bạn gặp chính trị gia phương Tây. Bắt tay trong hành lang đá hoa. Chụp ảnh trước cờ bạn không nhận ra. Họ hứa hỗ trợ. Lúc đó họ thật lòng.","22","0"
"49","PV_0007","BEAT_05_04","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","Nothing changes. The meetings keep happening. The handshakes keep happening. Your country keeps burning. You start to wonder if the handshakes are the point.","何も変わらない。会議は続く。握手は続く。国は燃え続ける。握手が目的なのかと思い始める。","Không gì thay đổi. Họp tiếp tục. Bắt tay tiếp tục. Đất nước tiếp tục cháy. Bạn bắt đầu tự hỏi bắt tay có phải là mục đích.","20","0.5"
"50","PV_0007","BEAT_05_05","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","You speak at a conservative forum. Standing ovation. The audience loves the version of your country they imagine.","保守系フォーラムで演説。スタンディングオベーション。聴衆は彼らが想像する国が大好きだ。","Bạn phát biểu tại diễn đàn bảo thủ. Đứng dậy vỗ tay. Khán giả yêu phiên bản đất nước bạn mà họ tưởng tượng.","14","0"
"51","PV_0007","BEAT_05_05","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","Back home they're calling you a Western puppet. They've never heard the speech. They don't need to.","国内ではあなたを西側の操り人形と呼んでいる。演説を聞いたことはない。聞く必要もない。","Trong nước gọi bạn là con rối phương Tây. Họ chưa nghe bài phát biểu. Họ không cần.","14","1.0"
"52","PV_0007","BEAT_05_06","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","The exiled opposition splits. The republicans hate you for carrying the title. The monarchists hate you for refusing the throne.","亡命反対派が分裂。共和派は称号を持つことを嫌う。君主派は王座を拒否することを嫌う。","Đối lập lưu vong chia rẽ. Phe cộng hoà ghét bạn vì giữ danh hiệu. Phe quân chủ ghét bạn vì từ chối ngai.","15","0"
"53","PV_0007","BEAT_05_06","PHASE_CRISIS_PEAK","CONFLICT","NARRATION","You're too royal for the democrats. Too democratic for the royals.","民主派には王族すぎる。王族派には民主的すぎる。","Bạn quá hoàng tộc cho phe dân chủ. Quá dân chủ cho phe hoàng tộc.","10","0.5"
"54","PV_0007","BEAT_05_07","PHASE_CRISIS_PEAK","REFLECT","NARRATION","Late night. Your wife finds you in the dark living room. TV on mute. Protest footage looping.","深夜。妻が暗い居間であなたを見つける。テレビはミュート。抗議映像がループ。","Khuya. Vợ bạn thấy bạn trong phòng khách tối. TV tắt tiếng. Cảnh biểu tình lặp lại.","12","0"
"55","PV_0007","BEAT_05_07","PHASE_CRISIS_PEAK","REFLECT","NARRATION","She stands in the doorway. She doesn't say anything. She's seen this before.","彼女はドアの前に立つ。何も言わない。以前にも見たことがある。","Bà đứng ở cửa. Không nói gì. Bà đã thấy cảnh này trước đây.","11","1.0"
"56","PV_0007","BEAT_05_08","PHASE_CRISIS_PEAK","REFLECT","NARRATION","You know exactly what's needed. A unified coalition. A national strike. Coordinated international pressure.","何が必要か正確にわかっている。統一連合。ゼネスト。国際的な協調圧力。","Bạn biết chính xác cần gì. Liên minh thống nhất. Đình công toàn quốc. Áp lực quốc tế phối hợp.","11","0"
"57","PV_0007","BEAT_05_09","PHASE_CRISIS_PEAK","CONSTRAINT","NARRATION","You know exactly what you don't have. No army. No territory. No leverage that isn't borrowed.","自分が持っていないものも正確にわかっている。軍隊なし。領土なし。借り物でないテコもない。","Bạn biết chính xác bạn không có gì. Không quân đội. Không lãnh thổ. Không đòn bẩy nào không phải đi mượn.","14","0.5"
"58","PV_0007","BEAT_05_10","PHASE_CRISIS_PEAK","REFLECT","NARRATION","You are a symbol of freedom for a nation. And you can't open your own front door without checking the security camera first. Your hand reaches for the lock. For half a second your fingers don't grip  -  they tremble. Then they close. Hard.","あなたは国の自由の象徴。玄関のドアを開ける前にセキュリティカメラを確認しなければならない。手が錠に伸びる。半秒間指が握れない -  - 震える。そして閉じる。強く。","Bạn là biểu tượng tự do của một dân tộc. Và không thể mở cửa nhà mà không kiểm tra camera an ninh trước. Tay bạn vươn tới khoá. Nửa giây ngón tay không nắm được  -  run. Rồi siết lại. Mạnh.","30","2.0"
"59","PV_0007","BEAT_06_01","PHASE_RESOLUTION","TIME_MARKER","NARRATION","February 2026. Allied missiles hit the capital for the first time. The sky over the city you were born in lights up white.","2026年2月。連合軍のミサイルが初めて首都を攻撃。あなたが生まれた都市の空が白く光る。","Tháng Hai 2026. Tên lửa đồng minh đánh vào thủ đô lần đầu. Bầu trời thành phố bạn sinh ra sáng trắng.","18","0.5"
"60","PV_0007","BEAT_06_01","PHASE_RESOLUTION","TIME_MARKER","NARRATION","You watch it live. On cable news. In your living room. Your daughters' school photos on the wall behind the screen.","生中継で見る。ケーブルニュースで。居間で。スクリーンの後ろの壁に娘たちの学校の写真。","Bạn xem trực tiếp. Trên truyền hình cáp. Trong phòng khách. Ảnh trường học con gái treo trên tường sau màn hình.","15","0"
"61","PV_0007","BEAT_06_02","PHASE_RESOLUTION","CRISIS","NARRATION","The same city where you were born. The same streets you rode through in an armored car when you were five  -  your mother holding your hand on the back seat, the leather warm, the glass tinted so thick you couldn't tell if the people outside were waving or running.","あなたが生まれた同じ都市。五歳の時に装甲車で通った同じ通り -  - 母が後部座席であなたの手を握り、革が温かく、ガラスが厚く着色されていて外の人々が手を振っているのか走っているのか区別できなかった。","Cùng thành phố bạn sinh ra. Cùng đường phố bạn đi qua bằng xe bọc thép khi năm tuổi  -  mẹ nắm tay ở ghế sau, da ghế ấm, kính tối đến mức không phân biệt người ngoài vẫy tay hay đang chạy.","28","0"
"62","PV_0007","BEAT_06_02","PHASE_RESOLUTION","CRISIS","NARRATION","The camera shows the old district. You recognize the intersection. Or you think you do. Everything looks different when it's on fire.","カメラが旧市街を映す。交差点に見覚えがある。そう思う。火がついているとすべてが違って見える。","Camera chiếu khu phố cũ. Bạn nhận ra ngã tư. Hoặc bạn nghĩ vậy. Mọi thứ trông khác khi đang cháy.","18","1.0"
"63","PV_0007","BEAT_06_03","PHASE_RESOLUTION","CONFLICT","NARRATION","You go on American television. You call it humanitarian intervention. You say it in English.","アメリカのテレビに出る。人道的介入と呼ぶ。英語で言う。","Bạn lên truyền hình Mỹ. Bạn gọi đó là can thiệp nhân đạo. Bạn nói bằng tiếng Anh.","13","0"
"64","PV_0007","BEAT_06_03","PHASE_RESOLUTION","CONFLICT","NARRATION","The anchor asks you how it feels to watch your homeland being struck. You give the answer you prepared.","アンカーがあなたの祖国が攻撃されるのを見てどう感じるか尋ねる。準備した答えを返す。","Người dẫn hỏi bạn cảm thấy thế nào khi xem quê hương bị tấn công. Bạn đưa ra câu trả lời đã chuẩn bị.","14","0"
"65","PV_0007","BEAT_06_03","PHASE_RESOLUTION","CONFLICT","NARRATION","Not the one you feel. Not even close. But you've been doing this for forty-seven years. You know which face to wear on which camera.","感じているものではなく。近くもない。でも四十七年間こうしてきた。どのカメラにどの顔を見せるか知っている。","Không phải câu bạn cảm thấy. Không gần. Nhưng bạn làm điều này bốn mươi bảy năm. Bạn biết mặt nào cho camera nào.","24","1.0"
"66","PV_0007","BEAT_06_04","PHASE_RESOLUTION","CONSTRAINT","NARRATION","You ask them to spare the infrastructure. The water plants. The hospitals. The bridges. The power grid. The things that keep three million people alive while politicians decide who inherits the rubble.","インフラを守るよう求める。浄水場。病院。橋。送電網。政治家ががれきを誰が受け継がか決める間、三百万人を生かし続けるもの。","Bạn xin họ tha hạ tầng. Nhà máy nước. Bệnh viện. Cầu. Lưới điện. Những thứ giữ ba triệu người sống trong khi chính trị gia quyết định ai thừa kế đống đổ nát.","27","0"
"67","PV_0007","BEAT_06_04","PHASE_RESOLUTION","CONSTRAINT","NARRATION","That belongs to my people. Not the regime. You say it like someone who still owns the place.","それは国民のものだ。政権のものではない。まだそこを所有しているかのように言う。","Đó thuộc về dân tôi. Không phải chế độ. Bạn nói như người vẫn sở hữu nơi đó.","14","0.5"
"68","PV_0007","BEAT_06_05","PHASE_RESOLUTION","CRISIS","NARRATION","Week three. A hospital takes a direct hit. A school collapses into its own basement. The water supply in the southern district fails. Three hundred thousand people boil river water to drink.","第三週。病院が直撃を受ける。学校が地下室に崩落する。南部地区の水道が壊れる。三十万人が川の水を沸かして飲む。","Tuần ba. Bệnh viện trúng trực tiếp. Trường học sụp vào tầng hầm. Nước sạch ở quận phía nam hỏng. Ba trăm nghìn người đun nước sông để uống.","25","0"
"69","PV_0007","BEAT_06_05","PHASE_RESOLUTION","CRISIS","NARRATION","You post about it. On the platform. Six hundred retweets. Twelve quoted replies calling you a traitor. One says you called the bombs down yourself.","その件を投稿する。プラットフォームに。六百リツイート。十二件の引用リプライがあなたを裏切り者と呼ぶ。一件はあなた自身が爆弾を呼んだと言う。","Bạn đăng về chuyện đó. Trên mạng. Sáu trăm lượt chia sẻ. Mười hai bình luận gọi bạn là kẻ phản bội. Một cái nói bạn tự gọi bom xuống.","22","1.0"
"70","PV_0007","BEAT_06_06","PHASE_RESOLUTION","CONFLICT","NARRATION","Week five. You record a video. You tell your people to stay home. Wait for safety.","第五週。動画を録画する。国民に家にいるよう伝える。安全を待てと。","Tuần năm. Bạn quay video. Bạn bảo dân ở nhà. Chờ an toàn.","12","0"
"71","PV_0007","BEAT_06_06","PHASE_RESOLUTION","CONFLICT","NARRATION","Wait for your final call. The one that will tell them when to take back the streets.","あなたの最終呼びかけを待てと。いつ通りを取り戻すか伝える呼びかけ。","Chờ cuộc gọi cuối cùng của bạn. Cuộc gọi sẽ cho họ biết khi nào chiếm lại đường phố.","13","0.5"
