Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_03_05,PHASE_CONFLICT,CONSTRAINT,TENSION,"Sayanim network. Shadow infrastructure. You live in a world built on loyalty you cannot repay.","A man you have never met leaves a car in a parking garage with the keys under the mat. A dentist in the third district treats your tooth under a name that does not match your face. A woman rents an apartment for you and never asks a single question. They are called sayanim. Helpers. They do it because they believe in something larger than you. You use their loyalty like fuel. You never say thank you. You are not allowed to.",82
BEAT_04_01,PHASE_CRISIS,CONFLICT,DREAD,"Target invites you to dinner at his home. His daughter is the same age as yours.","Friedrich invites you to dinner. At his home. You have never been inside. His wife makes schnitzel. His daughter sets the table. She is four. Same age as yours. She asks if you want to see her room. You say yes. There are drawings on the wall. Stick figures. A family. You stand there for three seconds too long. Friedrich calls from the kitchen. Martin, come, the wine is open.",65
BEAT_04_02,PHASE_CRISIS,CRISIS,DREAD,"Phone buzzes. Code: Activate. You keep smiling. You pour more wine.","Your phone buzzes in your jacket pocket. You excuse yourself to the bathroom. One word on the screen. Activate. You look at yourself in the mirror. You flush the toilet for the sound. You walk back to the table. You sit down. You pour yourself more wine. You laugh at Friedrich's joke about his neighbor. You compliment the food. Nobody at the table notices anything. Your hand is steady. Your voice is steady. Everything is steady.",70
BEAT_04_03,PHASE_CRISIS,CRISIS,DREAD,"You could refuse. No gun to your head. You choose to continue.","You could refuse. You could stand up right now and say Friedrich, my name is not Martin. I work for a foreign intelligence service. Everything I told you is a lie. Run. Nobody is holding a gun to your head. There is no immediate threat. This is not a movie. This is a dining room with drawings on the wall and a child's laughter in the next room. And you choose to stay. You choose to smile. You choose to finish the wine.",78
BEAT_04_04,PHASE_CRISIS,REFLECT,DREAD,"You extract what you need. You say goodnight. Next morning the apartment is empty. Two weeks later you read the news.","You steer the conversation to the project. Friedrich talks freely. He trusts you. He has no reason not to. You remember every detail. You say goodnight at the door. His wife hugs you. His daughter waves from the window. You walk to your car and do not look back. The next morning your apartment is empty. Your phone number is disconnected. Martin Kessler no longer exists. Two weeks later you read a short article in a German newspaper. Friedrich has been arrested. No details. No trial date. His daughter's drawings are still on the wall of an empty house.",100
BEAT_05_01,PHASE_RESOLUTION,CONFLICT,BITTERSWEET,"Next mission then the next. Faces blur. Only the wristwatch stays the same.","Next city. Next name. Next target. You stop counting after the seventh. The faces change but the pattern does not. Meet. Build trust. Extract. Disappear. You get better at it. The lying becomes smoother. The exits become cleaner. The only thing that does not change is the watch on your wrist. Same one since the academy. No brand. No markings. Just time passing.",60
BEAT_05_02,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"Back in Israel. Daughter runs to mother. Wife says she does not know you.","Between assignments you go home to Israel. Your daughter is six now. She runs to her mother when you walk through the door. Your wife looks at you the way you look at a stranger on a train. Familiar. But not known. She says it one night. I do not know who you are anymore. You want to say that makes two of us. You do not say that. You say nothing. You stand in the kitchen for a while, looking at the tiles.",75
BEAT_05_03,PHASE_RESOLUTION,RESOLVE,BITTERSWEET,"Leave Mossad. No ceremony. No medal. Someone calls a name and you flinch.","You leave. Not dramatically. You just stop going. The paperwork takes a week. There is no ceremony. No medal. No retirement speech. Your handler shakes your hand and says be well. You sit in a cafe in Tel Aviv. A stranger behind you says the name Martin. You flinch. Then you realize he is talking to someone else. You look at your hands. They are shaking. You hold the coffee cup tighter. You do not know whose hands these are.",77
BEAT_05_04,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"Therapist cannot be told. Google shows target's family photos. Close the laptop.","The therapist asks about your work history. You say government consulting. She asks if anything traumatic happened. You sit there. You cannot tell her. Not because you do not want to. Because it is illegal. You Google Friedrich once. His profile is still there. Family photos. His daughter at a birthday party. She looks like yours. You stare at the screen. Then you close the laptop. You wash your hands. You do not know why you keep doing that.",76
BEAT_06_01,CALLBACK,CALLBACK,BITTERSWEET,"Another cafe. No mission. Your hands still scan exits by reflex.","Another cafe. Another table. Another person across from you. But this time no file. No handler. No extraction plan. Just coffee. You look at the exits out of habit. You count the people near the door. You notice the man two tables over checked his phone three times in two minutes. You catch yourself. There is no mission. There is no one watching. But your hands are still scanning. Your eyes are still reading.",68
BEAT_06_02,CALLBACK,CTA,BITTERSWEET,"You lived two lives. And now you do not know which one was real.","You look down at your wrist. The watch is still there. Same one. No brand. No markings. The only honest thing you ever carried. You lived two lives for a country that will never say your name. You built trust for a living. And now you sit alone in a cafe with hands that cannot stop reading the room. You do not know which life was real. You are not sure it matters. If you ever wondered what it costs to make someone believe in you. Now you know.",82
