Clip_ID,Source_Strip,Start_VO_ID,End_VO_ID,Duration_Sec,Camera_Movement,Animation_Note,Veo_Prompt
PV_0012_C011,PV_0012_011,26,28,10.2,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman, short military-cut hair (flat top line), olive-green IDF uniform. Dot eyes, neutral mouth. Straight-back posture, alert. Plain wristwatch on left wrist. Subject standing at attention in IDF military barracks. Sandy Israeli desert visible through window. Olive-drab interior, metal bunks, military order. Bright harsh Middle Eastern sunlight.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C012,PV_0012_012,29,33,12.0,SLOW_PAN_RIGHT,"Stickman holding phone to ear, slight head tilt - minimal movement","Medium stickman, short military-cut hair, olive-green IDF uniform. Dot eyes, neutral mouth. Straight-back posture. Plain wristwatch on left wrist. Subject holding field telephone receiver in barracks room. Other faceless stickmen (blank white circle heads) in olive uniforms visible in background. Military interior with sandy light through small windows.. Camera: Slow horizontal pan right, steady pace. Stickman holding phone to ear, slight head tilt - minimal movement. Minimalist stickman animation, flat illustration style, desaturated military background. Duration: 12.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C013,PV_0012_013,34,37,10.2,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian training clothes. Dot eyes, neutral mouth. Straight-back posture. Plain wristwatch on left wrist. Subject approaching nondescript concrete building in Tel Aviv. No sign on door, plain facade, harsh white Israeli sunlight. Minimal street, white walls, flat rooftop skyline. Urban Israeli architecture.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C014,PV_0012_014,38,38,3.7,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject standing before unmarked steel door. Nondescript government building hallway, fluorescent overhead lighting, bare concrete walls. No signs, no markings. Sterile institutional interior.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 3.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C015,PV_0012_015,39,40,8.8,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Straight-back posture. Plain wristwatch on left wrist. Subject seated at bare table in stark white screening room. Two faceless stickmen (blank white circle heads, dark clothing, authoritative posture) seated across. One-way mirror on wall. Clinical fluorescent lighting. Sparse, intimidating interior.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C016,PV_0012_016,41,41,5.5,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject standing in center of empty room receiving folder from faceless instructor stickman (blank white circle head, dark clothing). Multiple identity cards and passport documents visible on table. Bare institutional room, single overhead lamp.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C017,PV_0012_017,42,43,7.8,SLOW_PAN_RIGHT,Stickman walking forward at steady pace - simple leg/arm animation,"Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject seated at small cafe table ordering coffee in Haifa waterfront cafe. Mediterranean blue sea visible through window. Warm tile interior, pendant lighting, espresso machine on counter. Faceless evaluator stickman (blank white circle head) observing from nearby table.. Camera: Slow horizontal pan right, steady pace. Stickman walking forward at steady pace - simple leg/arm animation. Minimalist stickman animation, flat illustration style, warm European cafe background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C018,PV_0012_018,44,44,6.0,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth, unflinching expression. Plain wristwatch on left wrist. Subject standing still in crowded market street. Faceless stickmen (blank white circle heads) all around shouting. Israeli market interior with colorful produce stalls and hanging cloths. Subject remaining composed despite chaos.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 6.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C019,PV_0012_019,45,45,6.9,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, controlled smile. Plain wristwatch on left wrist. Subject facing faceless stickman (blank white circle head) across interrogation-style table. Subject maintaining steady eye contact while speaking. Bare room, single desk lamp angled down. Shadow play on walls.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C020,PV_0012_020,46,46,7.4,SLOW_PAN_RIGHT,"Stickman lifts coffee cup, sips, sets down - simple repeated gesture","Medium stickman in dark civilian clothes. Dot eyes, warm controlled smile. Plain wristwatch on left wrist. Subject seated at cafe table with faceless female stickman (blank white circle head, shoulder-length hair curve) offering coffee cup. Warm cafe interior, soft pendant lighting, wooden table surface. Intimate questioning scene.. Camera: Slow horizontal pan right, steady pace. Stickman lifts coffee cup, sips, sets down - simple repeated gesture. Minimalist stickman animation, flat illustration style, warm European cafe background. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C021,PV_0012_021,47,47,5.1,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, warm expression. Plain wristwatch on left wrist. Subject speaking animatedly to faceless female stickman (blank white circle head) at cafe table. Subject gesturing with hands, fabricating story. Same warm cafe interior. Female evaluator leaning in, engaged.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C022,PV_0012_022,48,51,6.1,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Straight-back posture, alert. Plain wristwatch on left wrist. Subject standing alone in hallway after screening. Clinical corridor with fluorescent strip lighting, concrete walls. Other faceless candidate stickmen (blank white circle heads) walking away in background. Subject remaining, isolated.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 6.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C023,PV_0012_023,52,54,8.8,SLOW_ZOOM_OUT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian training clothes. Dot eyes, neutral mouth. Straight-back posture. Plain wristwatch on left wrist. Subject standing outside Midrasha academy compound. Low modern Israeli building complex near Herzliya coastline. Mediterranean blue sky, palm trees, security fence subtly visible. Arid landscape, white concrete architecture. Group of faceless trainee stickmen (blank white circle heads, dark civvies) in formation nearby.. Camera: Slow, gentle zoom out from subject, revealing wider environment. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C024,PV_0012_024,55,56,9.7,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian training clothes. Dot eyes, focused expression. Plain wristwatch on left wrist. Subject practicing surveillance detection on busy Herzliya city street. Turning slightly to check reflection in shop window. Mediterranean Israeli urban street with white buildings, awnings, parked cars. Midday harsh sunlight.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C025,PV_0012_025,57,59,10.6,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject crouching beside concrete pillar in dim parking garage, placing small package behind wheel. Dark underground garage with concrete pillars, fluorescent tubes, parked cars. Photographs scattered on ground beside subject being memorized. Shadowy, covert atmosphere.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 10.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C026,PV_0012_026,60,61,11.6,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject in academy classroom seated at desk with language books and headphones. Faceless instructor stickman (blank white circle head, dark clothing, authoritative posture) standing at front. Whiteboard behind. Institutional classroom interior, fluorescent lighting, plain walls.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 11.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C027,PV_0012_027,62,64,6.0,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, blank expression. Plain wristwatch on left wrist. Academy hallway scene. Faceless instructor stickman (blank white circle head, dark clothing) calling from end of long corridor. Subject not turning, walking forward. Institutional hallway with fluorescent strips, polished floor reflecting figures. Instructor writing on clipboard.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 6.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C028,PV_0012_028,65,66,6.0,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject at training desk repeating exercises. Stacks of files, identity cards scattered. Same institutional training room. Single desk lamp. Repetitive, unglamorous drill atmosphere. No movie excitement, just work.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 6.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C029,PV_0012_029,67,67,0.9,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Same training room, wider angle showing monotony. Subject seated alone at desk. Identical file stacks repeated. Grey institutional walls. Clock on wall. Dull, repetitive atmosphere deliberately emphasized.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 0.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C030,PV_0012_030,68,68,5.2,STATIC,Text fades in line by line - otherwise static,"Dark charcoal background. Large bold white sans-serif text centered: 'It's designed to make lying feel like breathing.' Flat design, premium typography, minimal. Tiny stickman silhouette bottom-right.. Camera: Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark solid background. Duration: 5.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C031,PV_0012_031,69,71,9.7,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject walking alone at night on narrow Prague cobblestone street. Gothic European architecture, ornate building facades, warm gas-lamp-style street lighting. Carrying small travel bag. Cold blue night sky contrasting warm orange street lamps. Solitary figure in historic European city.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C032,PV_0012_032,72,72,5.1,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Medium stickman in dark civilian clothes. Dot eyes, controlled warm smile. Plain wristwatch on left wrist. Subject seated at dinner table with three faceless stickmen (blank white circle heads) in Prague restaurant. Warm European restaurant interior with exposed brick walls, candlelight, wine glasses. Subject appearing comfortable, sociable. Everyone believes subject.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, institutional background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C033,PV_0012_033,73,73,8.3,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, distant expression. Plain wristwatch on left wrist. Subject seated alone in Prague apartment, staring at wall. Foreign city apartment interior - European vintage furniture, tall windows with curtains, hardwood floor. Evening light. Expression of subtle identity shift beginning.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C034,PV_0012_034,74,79,7.9,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Subject standing in empty graduation-like room. No diploma on wall, no photograph, no certificate. Bare institutional room with single chair. Emptiness emphasized. No traces of achievement.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C035,PV_0012_035,80,81,7.9,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium stickman in dark civilian clothes. Dot eyes, neutral mouth. Plain wristwatch on left wrist. Faceless instructor stickman (blank white circle head, dark clothing) shaking subject's hand at doorway. Plain corridor behind. Bare exit door. No fanfare, no crowd, just two figures and a handshake. Institutional hallway, fluorescent overhead.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, institutional background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C036,PV_0012_036,82,82,3.8,STATIC,Text fades in line by line - otherwise static,"Dark navy background. Large bold white sans-serif text centered: 'Don't forget who you are.' Flat design, premium typography, minimal. Tiny stickman silhouette bottom-right.. Camera: Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark solid background. Duration: 3.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C037,PV_0012_037,83,86,11.5,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman, neat short styled hair, dark casual blazer over light shirt, collar slightly open. Dot eyes, controlled smile. Plain wristwatch on left wrist. Subject walking along classic Viennese boulevard. Grand Habsburg-era architecture, ornate building facades, tree-lined avenue. Business cards visible in blazer pocket. Warm European golden hour lighting. Cover identity established.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 11.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C038,PV_0012_038,87,88,9.7,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer over light shirt. Dot eyes, neutral expression. Plain wristwatch on left wrist. Subject standing in Viennese cover apartment. European apartment interior with wooden floors, tall windows, white walls. Pine-scented bathroom visible through open door. Modest furnished flat - leased under fake company. Evening interior light.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C039,PV_0012_039,89,90,7.8,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Medium-tall stickman in dark blazer over light shirt. Dot eyes, controlled smile. Plain wristwatch on left wrist. Subject seated at outdoor Viennese cafe table with espresso cup. Morning European street scene - cobblestones, ornate iron lampposts, flower boxes on windows. Faceless barista stickman (blank white circle head) at counter inside. Warm morning light. Routine cover behavior.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm European cafe background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C040,PV_0012_040,91,92,4.2,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, controlled smile. Plain wristwatch on left wrist. Subject walking through Viennese market quarter. Building a routine - same route, same corners. European cobblestone street with shops, awnings. Subject appearing relaxed but observing everything.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 4.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C041,PV_0012_041,93,94,10.6,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer over light shirt. Dot eyes, engaged expression. Plain wristwatch on left wrist. Conference hall interior. Subject approaching faceless target stickman (blank white circle head, suit and tie, glasses, slightly taller) at reception table. Modern conference venue with high ceilings, glass walls, chandelier. Name badges, refreshment table visible. Professional European setting.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 10.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C042,PV_0012_042,95,97,7.4,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, warm smile. Plain wristwatch on left wrist. Subject at conference bar buying drink for faceless target stickman (blank white circle head, suit, glasses). Two drinks on polished bar counter. Conference bar interior with ambient lighting, wine bottles on shelf. Relaxed professional atmosphere.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C043,PV_0012_043,98,100,11.6,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, controlled warm smile. Plain wristwatch on left wrist. Subject and faceless target stickman (blank white circle head, suit, glasses) seated at intimate Viennese restaurant booth. Target leaning forward, opening up. Warm candlelight, rich wood paneling, wine glasses. Subject listening intently, performing friendship. Over four months building trust.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 11.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
