"Strip_ID","Start_VO_ID","End_VO_ID","Life_Phase","Duration_Sec","Scene_Type"
"PV_0001_074","74","74","PHASE_CONFLICT","7.8","EMOTIONAL_CLOSEUP"
"PV_0001_075","75","75","PHASE_CONFLICT","3.2","EMOTIONAL_CLOSEUP"
"PV_0001_076","76","76","PHASE_CONFLICT","3.2","EMOTIONAL_CLOSEUP"
"PV_0001_077","77","77","PHASE_CONFLICT","6.5","EMOTIONAL_CLOSEUP"
"PV_0001_078","78","78","PHASE_CONFLICT","5.2","TEXT_OVERLAY"
"PV_0001_079","79","79","PHASE_CONFLICT","1.9","EMOTIONAL_CLOSEUP"
"PV_0001_080","80","80","PHASE_CONFLICT","1.8","EMOTIONAL_CLOSEUP"
"PV_0001_081","81","81","PHASE_CONFLICT","4.7","TEXT_OVERLAY"
"PV_0001_082","82","82","PHASE_CONFLICT","6.1","TEXT_OVERLAY"
"PV_0001_083","83","83","PHASE_CONFLICT","4.2","NARRATIVE_SCENE"
"PV_0001_084","84","84","PHASE_CONFLICT","3.7","NARRATIVE_SCENE"
"PV_0001_085","85","85","PHASE_CONFLICT","2.3","NARRATIVE_SCENE"
"PV_0001_086","86","86","PHASE_CONFLICT","4.7","NARRATIVE_SCENE"
"PV_0001_087","87","87","PHASE_CONFLICT","3.7","NARRATIVE_SCENE"
"PV_0001_088","88","88","PHASE_CONFLICT","4.6","NARRATIVE_SCENE"
"PV_0001_089","89","89","PHASE_CONFLICT","6.1","NARRATIVE_SCENE"
"PV_0001_090","90","90","PHASE_CONFLICT","3.2","NARRATIVE_SCENE"
"PV_0001_091","91","91","PHASE_CONFLICT","7","NARRATIVE_SCENE"
"PV_0001_092","92","92","PHASE_CONFLICT","3.2","NARRATIVE_SCENE"
"PV_0001_093","93","93","PHASE_CONFLICT","5.1","NARRATIVE_SCENE"
"PV_0001_094","94","94","PHASE_CONFLICT","6.9","NARRATIVE_SCENE"
"PV_0001_095","95","95","PHASE_CONFLICT","2.8","NARRATIVE_SCENE"
"PV_0001_096","96","96","PHASE_CONFLICT","4.2","NARRATIVE_SCENE"
"PV_0001_097","97","97","PHASE_CONFLICT","6","NARRATIVE_SCENE"
"PV_0001_098","98","98","PHASE_CONFLICT","6.9","NARRATIVE_SCENE"
"PV_0001_099","99","99","PHASE_CONFLICT","5.1","NARRATIVE_SCENE"
"PV_0001_100","100","100","PHASE_CONFLICT","3.2","NARRATIVE_SCENE"
"PV_0001_101","101","101","PHASE_CONFLICT","2.8","NARRATIVE_SCENE"
"PV_0001_102","102","102","PHASE_CONFLICT","5.2","TEXT_OVERLAY"
"PV_0001_103","103","103","PHASE_CONFLICT","6.6","TEXT_OVERLAY"
"PV_0001_104","104","104","PHASE_CONFLICT","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_105","105","105","PHASE_CONFLICT","5.2","TEXT_OVERLAY"
"PV_0001_106","106","106","PHASE_CRISIS","1.8","NARRATIVE_SCENE"
"PV_0001_107","107","107","PHASE_CRISIS","3.5","NARRATIVE_SCENE"
"PV_0001_108","108","108","PHASE_CRISIS","0.9","NARRATIVE_SCENE"
"PV_0001_109","109","109","PHASE_CRISIS","2.3","NARRATIVE_SCENE"
"PV_0001_110","110","110","PHASE_CRISIS","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_111","111","111","PHASE_CRISIS","0.8","EMOTIONAL_CLOSEUP"
"PV_0001_112","112","112","PHASE_CRISIS","1.9","EMOTIONAL_CLOSEUP"
"PV_0001_113","113","113","PHASE_CRISIS","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_114","114","114","PHASE_CRISIS","7.9","EMOTIONAL_CLOSEUP"
"PV_0001_115","115","115","PHASE_CRISIS","4.2","EMOTIONAL_CLOSEUP"
"PV_0001_116","116","116","PHASE_CRISIS","1","EMOTIONAL_CLOSEUP"
"PV_0001_117","117","117","PHASE_CRISIS","8.3","EMOTIONAL_CLOSEUP"
"PV_0001_118","118","118","PHASE_CRISIS","4.6","EMOTIONAL_CLOSEUP"
"PV_0001_119","119","119","PHASE_CRISIS","6","EMOTIONAL_CLOSEUP"
"PV_0001_120","120","120","PHASE_CRISIS","3.2","EMOTIONAL_CLOSEUP"
"PV_0001_121","121","121","PHASE_CRISIS","0.8","EMOTIONAL_CLOSEUP"
"PV_0001_122","122","122","PHASE_CRISIS","1.2","EMOTIONAL_CLOSEUP"
"PV_0001_123","123","123","PHASE_CRISIS","0.8","EMOTIONAL_CLOSEUP"
"PV_0001_124","124","124","PHASE_CRISIS","1.8","EMOTIONAL_CLOSEUP"
"PV_0001_125","125","125","PHASE_CRISIS","1.7","EMOTIONAL_CLOSEUP"
"PV_0001_126","126","126","PHASE_CRISIS","1.8","EMOTIONAL_CLOSEUP"
"PV_0001_127","127","127","PHASE_CRISIS","2.6","EMOTIONAL_CLOSEUP"
"PV_0001_128","128","128","PHASE_CRISIS","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_129","129","129","PHASE_CRISIS","2.6","EMOTIONAL_CLOSEUP"
"PV_0001_130","130","130","PHASE_CRISIS","1.8","EMOTIONAL_CLOSEUP"
"PV_0001_131","131","131","PHASE_CRISIS","1.8","EMOTIONAL_CLOSEUP"
"PV_0001_132","132","132","PHASE_CRISIS","2.3","EMOTIONAL_CLOSEUP"
"PV_0001_133","133","133","PHASE_CRISIS","4.3","TEXT_OVERLAY"
"PV_0001_134","134","134","PHASE_CRISIS","1.8","EMOTIONAL_CLOSEUP"
"PV_0001_135","135","135","PHASE_CRISIS","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_136","136","136","PHASE_CRISIS","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_137","137","137","PHASE_CRISIS","6","EMOTIONAL_CLOSEUP"
"PV_0001_138","138","138","PHASE_CRISIS","5.1","EMOTIONAL_CLOSEUP"
"PV_0001_139","139","139","PHASE_CRISIS","2.9","TEXT_OVERLAY"
"PV_0001_140","140","140","PHASE_CRISIS","2.3","EMOTIONAL_CLOSEUP"
"PV_0001_141","141","141","PHASE_CRISIS","5.7","TEXT_OVERLAY"
"PV_0001_142","142","142","PHASE_CRISIS","2.3","EMOTIONAL_CLOSEUP"
"PV_0001_143","143","143","PHASE_CRISIS","3.8","TEXT_OVERLAY"
"PV_0001_144","144","144","PHASE_RESOLUTION","7.4","NARRATIVE_SCENE"
"PV_0001_145","145","145","PHASE_RESOLUTION","6","NARRATIVE_SCENE"
"PV_0001_146","146","146","PHASE_RESOLUTION","2.8","NARRATIVE_SCENE"
"PV_0001_147","147","147","PHASE_RESOLUTION","2.3","NARRATIVE_SCENE"
"PV_0001_148","148","148","PHASE_RESOLUTION","2.9","TEXT_OVERLAY"
"PV_0001_149","149","149","PHASE_RESOLUTION","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_150","150","150","PHASE_RESOLUTION","5.8","NARRATIVE_SCENE"
"PV_0001_151","150","150","PHASE_RESOLUTION","5.7","EMOTIONAL_CLOSEUP"
"PV_0001_152","151","151","PHASE_RESOLUTION","6","EMOTIONAL_CLOSEUP"
"PV_0001_153","152","152","PHASE_RESOLUTION","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_154","153","153","PHASE_RESOLUTION","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_155","154","154","PHASE_RESOLUTION","6.5","EMOTIONAL_CLOSEUP"
"PV_0001_156","155","155","PHASE_RESOLUTION","1.4","EMOTIONAL_CLOSEUP"
"PV_0001_157","156","156","PHASE_RESOLUTION","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_158","157","157","PHASE_RESOLUTION","3.3","TEXT_OVERLAY"
"PV_0001_159","158","158","PHASE_RESOLUTION","6.5","NARRATIVE_SCENE"
"PV_0001_160","159","159","PHASE_RESOLUTION","5.5","NARRATIVE_SCENE"
"PV_0001_161","160","160","PHASE_RESOLUTION","3.7","NARRATIVE_SCENE"
"PV_0001_162","161","161","PHASE_RESOLUTION","5.5","NARRATIVE_SCENE"
"PV_0001_163","162","162","PHASE_RESOLUTION","6.5","NARRATIVE_SCENE"
"PV_0001_164","163","163","PHASE_RESOLUTION","4.2","NARRATIVE_SCENE"
"PV_0001_165","164","164","PHASE_RESOLUTION","4.2","NARRATIVE_SCENE"
"PV_0001_166","165","165","PHASE_RESOLUTION","2.9","TEXT_OVERLAY"
"PV_0001_167","166","166","PHASE_RESOLUTION","5.1","NARRATIVE_SCENE"
"PV_0001_168","167","167","PHASE_RESOLUTION","3.3","TEXT_OVERLAY"
"PV_0001_169","168","168","PHASE_RESOLUTION","6.9","EMOTIONAL_CLOSEUP"
"PV_0001_170","169","169","PHASE_RESOLUTION","1","EMOTIONAL_CLOSEUP"
"PV_0001_171","170","170","PHASE_RESOLUTION","4.6","EMOTIONAL_CLOSEUP"
"PV_0001_172","171","171","PHASE_RESOLUTION","0.9","EMOTIONAL_CLOSEUP"
"PV_0001_173","172","172","PHASE_RESOLUTION","0.8","EMOTIONAL_CLOSEUP"
"PV_0001_174","173","173","PHASE_RESOLUTION","3.2","EMOTIONAL_CLOSEUP"
"PV_0001_175","174","174","PHASE_RESOLUTION","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_176","175","175","PHASE_RESOLUTION","0.8","EMOTIONAL_CLOSEUP"
"PV_0001_177","176","176","PHASE_RESOLUTION","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_178","177","177","PHASE_RESOLUTION","8","TEXT_OVERLAY"
"PV_0001_179","178","178","PHASE_PRESENT","3.7","NARRATIVE_SCENE"
"PV_0001_180","179","179","PHASE_PRESENT","7","NARRATIVE_SCENE"
"PV_0001_181","180","180","PHASE_PRESENT","7","NARRATIVE_SCENE"
"PV_0001_182","181","181","PHASE_PRESENT","4.7","NARRATIVE_SCENE"
"PV_0001_183","182","182","PHASE_PRESENT","3.7","NARRATIVE_SCENE"
"PV_0001_184","183","183","PHASE_PRESENT","2.1","NARRATIVE_SCENE"
"PV_0001_185","184","184","PHASE_PRESENT","6.9","NARRATIVE_SCENE"
"PV_0001_186","185","185","PHASE_PRESENT","7.4","NARRATIVE_SCENE"
"PV_0001_187","186","186","PHASE_PRESENT","4.6","NARRATIVE_SCENE"
"PV_0001_188","187","187","PHASE_PRESENT","1.4","NARRATIVE_SCENE"
"PV_0001_189","188","188","PHASE_PRESENT","3.2","NARRATIVE_SCENE"
"PV_0001_190","189","189","PHASE_PRESENT","4.2","NARRATIVE_SCENE"
"PV_0001_191","190","190","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0001_192","191","191","PHASE_PRESENT","5.5","NARRATIVE_SCENE"
"PV_0001_193","192","192","PHASE_PRESENT","1","NARRATIVE_SCENE"
"PV_0001_194","193","193","PHASE_PRESENT","4.2","NARRATIVE_SCENE"
"PV_0001_195","194","194","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0001_196","195","195","PHASE_PRESENT","4.6","NARRATIVE_SCENE"
"PV_0001_197","196","196","PHASE_PRESENT","7","NARRATIVE_SCENE"
"PV_0001_198","197","197","PHASE_PRESENT","1.8","TEXT_OVERLAY"
"PV_0001_199","198","198","PHASE_PRESENT","3.2","NARRATIVE_SCENE"
"PV_0001_200","199","199","PHASE_PRESENT","3.3","TEXT_OVERLAY"
"PV_0001_201","200","200","PHASE_PRESENT","6.9","NARRATIVE_SCENE"
"PV_0001_202","201","201","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0001_203","202","202","PHASE_PRESENT","3.7","NARRATIVE_SCENE"
"PV_0001_204","203","203","PHASE_PRESENT","1.8","NARRATIVE_SCENE"
"PV_0001_205","204","204","PHASE_PRESENT","2.1","NARRATIVE_SCENE"
"PV_0001_206","205","205","PHASE_PRESENT","1","NARRATIVE_SCENE"
"PV_0001_207","206","206","PHASE_PRESENT","1.4","TEXT_OVERLAY"
"PV_0001_208","207","207","PHASE_PRESENT","0.9","NARRATIVE_SCENE"
"PV_0001_209","208","208","PHASE_PRESENT","5.6","NARRATIVE_SCENE"
"PV_0001_210","209","209","PHASE_PRESENT","2.4","NARRATIVE_SCENE"
"PV_0001_211","210","210","PHASE_PRESENT","5.5","NARRATIVE_SCENE"
"PV_0001_212","211","211","PHASE_PRESENT","4.6","NARRATIVE_SCENE"
"PV_0001_213","212","212","PHASE_PRESENT","4.6","NARRATIVE_SCENE"
"PV_0001_214","213","213","PHASE_PRESENT","1.4","NARRATIVE_SCENE"
"PV_0001_215","214","214","PHASE_PRESENT","1","NARRATIVE_SCENE"
"PV_0001_216","215","215","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0001_217","216","216","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_218","217","217","PHASE_PRESENT","4.6","EMOTIONAL_CLOSEUP"
"PV_0001_219","218","218","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_220","219","219","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_221","220","220","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_222","221","221","PHASE_PRESENT","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_223","222","222","PHASE_PRESENT","2.3","EMOTIONAL_CLOSEUP"
"PV_0001_224","223","223","PHASE_PRESENT","7.8","EMOTIONAL_CLOSEUP"
"PV_0001_225","224","224","PHASE_PRESENT","5.5","EMOTIONAL_CLOSEUP"
"PV_0001_226","225","225","PHASE_PRESENT","1.8","EMOTIONAL_CLOSEUP"
"PV_0001_227","226","226","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_228","227","227","PHASE_PRESENT","4.6","EMOTIONAL_CLOSEUP"
"PV_0001_229","228","228","PHASE_PRESENT","3.3","EMOTIONAL_CLOSEUP"
"PV_0001_230","229","229","PHASE_PRESENT","3.2","EMOTIONAL_CLOSEUP"
"PV_0001_231","230","230","PHASE_PRESENT","0.9","EMOTIONAL_CLOSEUP"
"PV_0001_232","231","231","PHASE_PRESENT","0.8","EMOTIONAL_CLOSEUP"
"PV_0001_233","232","232","PHASE_PRESENT","2.8","EMOTIONAL_CLOSEUP"
"PV_0001_234","233","233","PHASE_PRESENT","3.3","EMOTIONAL_CLOSEUP"
"PV_0001_235","234","234","PHASE_PRESENT","5.7","TEXT_OVERLAY"
"PV_0001_236","235","235","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_237","236","236","CALLBACK_CLOSE","3.2","NARRATIVE_SCENE"
"PV_0001_238","237","237","CALLBACK_CLOSE","3.3","NARRATIVE_SCENE"
"PV_0001_239","238","238","CALLBACK_CLOSE","6.5","EMOTIONAL_CLOSEUP"
"PV_0001_240","239","239","CALLBACK_CLOSE","2.3","EMOTIONAL_CLOSEUP"
"PV_0001_241","240","240","CALLBACK_CLOSE","3.7","EMOTIONAL_CLOSEUP"
"PV_0001_242","241","241","CALLBACK_CLOSE","1.9","EMOTIONAL_CLOSEUP"
"PV_0001_243","242","242","CALLBACK_CLOSE","5.6","EMOTIONAL_CLOSEUP"
"PV_0001_244","243","243","CALLBACK_CLOSE","1.4","EMOTIONAL_CLOSEUP"
"PV_0001_245","244","244","CALLBACK_CLOSE","3.3","EMOTIONAL_CLOSEUP"
"PV_0001_246","245","245","CALLBACK_CLOSE","5.7","TEXT_OVERLAY"
"PV_0001_247","246","246","CALLBACK_CLOSE","8","TEXT_OVERLAY"
