Clip_ID,Source_Strip,Start_VO_ID,End_VO_ID,Duration_Sec,Camera_Movement,Animation_Note,Veo_Prompt
PV_0001_C019,PV_0001_019,27,28,7.4,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C020,PV_0001_020,29,29,9.3,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C021,PV_0001_021,30,30,10.7,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C022,PV_0001_022,31,32,9.8,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 9.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C023,PV_0001_023,33,35,10.6,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C024,PV_0001_024,36,37,7,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C025,PV_0001_025,38,39,8.8,STATIC,"Left panel fades, right panel fades in - crossfade transition","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C026,PV_0001_026,40,40,9.2,STATIC,"Left panel fades, right panel fades in - crossfade transition","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C027,PV_0001_027,41,42,8.4,STATIC,"Left panel fades, right panel fades in - crossfade transition","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style. Duration: 8.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C028,PV_0001_028,43,43,8.8,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C029,PV_0001_029,44,44,4.3,STATIC,"Text fades in line by line - otherwise static","Dark navy background. Large bold white sans-serif text centered: 'SHE CHOSE YOU OVER THE SPOTLIGHT.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 4.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C030,PV_0001_030,45,47,10,STATIC,"Left panel fades, right panel fades in - crossfade transition","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style. Duration: 10 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C031,PV_0001_031,48,49,7.4,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C032,PV_0001_032,50,50,6,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C033,PV_0001_033,51,51,10.2,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C034,PV_0001_034,52,53,5.1,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C035,PV_0001_035,54,55,11.1,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C036,PV_0001_036,56,57,8.8,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C037,PV_0001_037,58,58,4.2,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 4.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C038,PV_0001_038,59,59,10.2,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C039,PV_0001_039,60,60,3.8,STATIC,"Text fades in line by line - otherwise static","Dark navy background. Large bold white sans-serif text centered: 'YOU NEVER FIGURE IT OUT.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 3.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C040,PV_0001_040,61,63,9.8,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 9.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C041,PV_0001_041,64,66,8.4,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C042,PV_0001_042,67,67,3.8,STATIC,"Text fades in line by line - otherwise static","Dark navy background. Large bold white sans-serif text centered: 'YOU STOP TRYING AFTER THAT.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 3.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C043,PV_0001_043,68,68,5.5,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C044,PV_0001_044,69,69,7.4,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C045,PV_0001_045,70,71,10.6,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C046,PV_0001_046,72,72,5.1,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C047,PV_0001_047,73,73,7.9,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C048,PV_0001_048,74,75,12,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 12 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C049,PV_0001_049,76,77,10.6,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C050,PV_0001_050,78,80,8.9,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C051,PV_0001_051,81,81,4.7,STATIC,"Text fades in line by line - otherwise static","Dark navy background. Large bold white sans-serif text centered: 'NOBODY WARNS YOU ABOUT THE QUIET PARTS.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 4.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C052,PV_0001_052,82,82,5.7,STATIC,"Text fades in line by line - otherwise static","Dark navy background. Large bold white sans-serif text centered: 'YOU GET... Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 5.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C053,PV_0001_053,83,85,11.1,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C054,PV_0001_054,86,87,9.7,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C055,PV_0001_055,88,89,10.2,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C056,PV_0001_056,90,91,10.2,STATIC,"Left panel fades, right panel fades in - crossfade transition","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C057,PV_0001_057,92,93,6,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C058,PV_0001_058,94,95,11.5,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C059,PV_0001_059,96,97,9.2,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C060,PV_0001_060,98,98,7.4,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C061,PV_0001_061,99,101,12,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 12 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C062,PV_0001_062,102,102,5.2,STATIC,"Text fades in line by line - otherwise static","Dark navy background. Large bold white sans-serif text centered: 'YOU DON'T SAY ANYTHING THE WHOLE DRIVE HOME.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 5.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C063,PV_0001_063,103,103,5.7,STATIC,"Text fades in line by line - otherwise static","Dark navy background. Large bold white sans-serif text centered: 'YOUR BODY MADE THE DECISION YOUR MIND KEPT AVOIDING.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 5.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C064,PV_0001_064,104,105,7.5,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C065,PV_0001_065,106,109,7.7,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C066,PV_0001_066,110,113,8.7,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 8.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
