VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
40,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"The bag sticks to your fingers.","Tui dinh vao ngon tay.",6,0
41,PV_0019,BEAT_02_22,PHASE_EARLY,ESTABLISH,NARRATION,"You don't wipe them.","Ban khong lau.",4,0.5
42,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Your daughter draws a cat.","Con gai ban ve mot con meo.",5,0
43,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Orange body.","Than mau cam.",2,0
44,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Blue eyes.","Mat xanh.",2,0
45,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"The cat doesn't look like a cat.","Con meo trong khong giong meo.",7,0
46,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"She tells you it's a cat.","No bao do la meo.",6,0
47,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"So it's a cat.","Thi la meo.",4,0.5
48,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"She tapes it to the fridge door with masking tape that's already peeling.","No dan len cua tu lanh bang bang keo da sap bong.",12,0
49,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Every morning you see it on your way to the kettle.","Moi sang ban thay no khi di pha nuoc.",9,0
50,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Every morning you touch the tape to press it back.","Moi sang ban an bang keo lai.",8,0
51,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"It never holds.","No khong bao gio dinh.",3,0.5
52,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"The regime is background noise.","Che do la tieng on nen.",5,0
53,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Oppressive but familiar.","Nghet tho nhung quen thuoc.",3,0
54,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Like weather you plan around but can't change.","Nhu thoi tiet ban tranh duoc nhung khong doi duoc.",8,0
55,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"You've learned where the lines are.","Ban da hoc duoc cac ranh gioi o dau.",6,0
56,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"You live inside them.","Ban song ben trong cac ranh gioi do.",4,0
57,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Most people do.","Da so nguoi deu vay.",3,0.5
58,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Sanctions are already here.","Cam van da o day roi.",4,0
59,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Not new ones.","Khong phai cam van moi.",2,0
60,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The old ones never left.","Cam van cu chua bao gio het.",5,0.5
61,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Insulin costs three months of salary.","Insulin gia ba thang luong.",6,0
62,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The pharmacy has gaps on the shelves where the imported brands used to be.","Hieu thuoc co nhung khoang trong tren ke noi cac thuong hieu nhap khau tung nam.",13,0
63,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You run your hand along the empty space.","Ban luot tay doc khoang trong.",8,0
64,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Dust on your fingertips.","Bui bam dau ngon tay.",4,0
65,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The generic version comes from a factory that lost its supply chain two sanctions rounds ago.","Phien ban generic den tu mot nha may mat chuoi cung ung tu hai dot cam van truoc.",15,0
66,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The pill exists somewhere in the world.","Vien thuoc ton tai dau do tren the gioi.",7,0
67,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,WEIGHT_LINE,"The logistics don't exist in yours.","Nhung duong van chuyen khong ton tai o nuoc ban.",6,1.0
68,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You check the dollar exchange rate every morning before breakfast.","Ban kiem ty gia dollar moi sang truoc bua an.",9,0
69,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"There's nothing you can do about the number.","Ban khong lam duoc gi voi con so do.",8,0
70,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"But you check.","Nhung ban van kiem.",3,0.5
71,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You drop your daughter at school on the way to work.","Ban dua con gai di hoc tren duong den cong ty.",10,0
72,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Her backpack is bigger than she is.","Ba lo to hon nguoi no.",7,0
73,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"She waves from the gate.","No vay tay tu cong truong.",5,0
74,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You wave back.","Ban vay lai.",3,0
75,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You watch until she turns the corner.","Ban nhin theo cho den khi no re goc.",7,0
76,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Every morning.","Moi sang.",2,0.5
77,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You thought these things would always be there.","Ban tuong nhung thu nay se luon o do.",8,0
78,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The metro.","Metro.",2,0
79,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The cafe.","Quan ca phe.",2,0
80,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The ice cream dripping down the bag on Fridays.","Kem ri xuong tui moi thu Sau.",8,0
81,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The wave from the gate.","Cai vay tay tu cong truong.",5,0
82,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,WEIGHT_LINE,"You thought wrong.","Ban nghi sai.",3,1.5
83,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"It starts with the internet.","No bat dau bang internet.",5,0
84,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"Not with bombs.","Khong phai bom.",3,1.0
85,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"Instagram dies Monday.","Instagram chet thu Hai.",3,0
86,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"WhatsApp goes dark Tuesday.","WhatsApp tat thu Ba.",4,0
87,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"By Wednesday your VPN icon spins and spins and never connects.","Den thu Tu icon VPN quay va quay va khong bao gio ket noi.",10,0.5
88,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"The screen on your phone becomes a mirror.","Man hinh dien thoai tro thanh guong.",7,0
89,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"It shows your face and nothing else.","No chi hien mat ban va khong gi khac.",7,1.0
90,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"When a government kills the internet it's not hiding information from the outside.","Khi chinh phu giet internet ho khong giau thong tin khoi ben ngoai.",13,0
91,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"It's building a wall around the inside.","Ho dang xay tuong bao quanh ben trong.",7,1.5
92,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"Your mother calls from the neighbor's landline.","Me ban goi tu dien thoai ban cua hang xom.",7,0
93,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"She doesn't have one.","Ba khong co dien thoai.",4,0
94,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"She walked three blocks in slippers.","Ba di dep le ba khu pho.",6,0
95,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"She asks if you saw the news.","Ba hoi ban co thay tin gi khong.",6,0
96,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"There is no news.","Khong co tin.",4,0
97,PV_0019,BEAT_03_01,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"That is the news.","Do chinh la tin.",4,1.5
98,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"The first airstrike hits a military facility twelve kilometers from your apartment.","Cuoc khong kich dau tien trung co so quan su cach can ho ban muoi hai cay so.",12,0
99,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"You feel the vibration in your feet before you hear anything.","Ban cam thay rung chan truoc khi nghe bat cu gi.",10,0
100,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"The glass of water on the kitchen counter shakes.","Ly nuoc tren ke bep rung.",8,0.5
101,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Then the sound.","Roi tieng no.",3,0
102,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Your daughter wakes up screaming.","Con gai ban tinh day la het.",5,0
103,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Your wife grabs her.","Vo ban om chay con.",4,0
104,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"You grab the phone.","Ban chup dien thoai.",4,0
105,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"No signal.","Khong tin hieu.",2,0
106,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"The power cuts mid-grab.","Dien mat giua chung.",4,0.5
107,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"In the dark you hear your neighbor praying through the wall.","Trong bong toi ban nghe hang xom cau nguyen qua buc tuong.",10,0
108,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"The floor is cold under your feet.","San nha lanh duoi chan.",7,0
109,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"You didn't put on shoes.","Ban khong kip di giay.",5,0
110,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"You don't remember standing up.","Ban khong nho minh da dung day luc nao.",5,0
110b,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Something falls from the ceiling.","Co gi do roi tu tran.",5,0
110c,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Dust.","Bui.",1,0
110d,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Just dust.","Chi la bui.",2,0
110e,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Your wife whispers something you can't hear.","Vo ban thi tham gi do ban khong nghe ro.",7,0
110f,PV_0019,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Your daughter's eyes are wide open in the dark.","Mat con gai ban mo to trong bong toi.",8,0.5
111,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"You count.","Ban dem.",2,0
112,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"One.","Mot.",1,0
113,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"Two.","Hai.",1,0
114,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"Three.","Ba.",1,0.5
115,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"If the next one is closer you move.","Neu qua tiep theo gan hon ban chay.",7,0
116,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"If not you stay.","Neu khong ban o yen.",4,0
117,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,WEIGHT_LINE,"This is the math now.","Day la phep tinh bay gio.",5,1.0
118,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"You don't pray.","Ban khong cau nguyen.",3,0
119,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,WEIGHT_LINE,"You count.","Ban dem.",2,1.0
120,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"You don't remember the last time you prayed.","Ban khong nho lan cuoi minh cau nguyen la khi nao.",8,0
121,PV_0019,BEAT_03_33,PHASE_CONFLICT,REFLECT,NARRATION,"Or maybe you do.","Hay la ban nho.",4,0
122,PV_0019,BEAT_03_03,PHASE_CONFLICT,REFLECT,NARRATION,"You just don't want to think about it.","Ban chi khong muon nghi ve no.",7,1.0
123,PV_0019,BEAT_03_04,PHASE_CONFLICT,CONFLICT,NARRATION,"You carry blankets and water and your daughter's insulin and your wife's documents and one phone charger down the stairs.","Ban om chan va nuoc va insulin cua con gai va giay to cua vo va mot cuc sac xuong cau thang.",19,0
124,PV_0019,BEAT_03_04,PHASE_CONFLICT,CONFLICT,NARRATION,"The plastic bag tears on the third landing.","Tui nilon rach o tang ba.",7,0
125,PV_0019,BEAT_03_04,PHASE_CONFLICT,CONFLICT,NARRATION,"A bottle of water rolls under a parked car.","Chai nuoc lan duoi gam xe.",8,0
126,PV_0019,BEAT_03_04,PHASE_CONFLICT,CONFLICT,NARRATION,"You leave it.","Ban bo do.",3,0
127,PV_0019,BEAT_03_04,PHASE_CONFLICT,CONFLICT,NARRATION,"Your daughter won't let go of the cat drawing.","Con gai ban khong chiu buong buc ve con meo.",8,0
128,PV_0019,BEAT_03_04,PHASE_CONFLICT,CONFLICT,NARRATION,"She carries it folded in her fist the entire night.","No nam gap buc ve trong nam tay suot dem.",9,0
129,PV_0019,BEAT_03_04,PHASE_CONFLICT,CONFLICT,NARRATION,"The paper is soft by morning.","Giay mem nhun khi sang.",5,0.5
130,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Twelve families in the parking garage.","Muoi hai gia dinh trong ham gui xe.",6,0
131,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Concrete floor.","San be tong.",2,0
132,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"The smell hits first.","Mui danh vao truoc.",4,0
133,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Engine oil and damp concrete and too many people.","Dau may va be tong am va qua nhieu nguoi.",9,0
134,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"One battery radio between all of them.","Mot cai radio pin cho tat ca.",6,0
135,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"A man you've never spoken to gives your daughter his jacket.","Mot nguoi dan ong ban chua bao gio noi chuyen dua ao khoac cho con gai ban.",10,0
136,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"You try to say thank you.","Ban dinh noi cam on.",5,0
137,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"He waves it off before you finish.","Anh ta gat di truoc khi ban noi xong.",6,0.5
138,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Someone brings bread they baked that morning not knowing if there'd be a morning to bake it in.","Ai do mang banh mi nuong tu sang ma khong biet co con buoi sang nao de nuong khong.",16,0
139,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Nobody is in charge.","Khong ai chi huy.",4,0
140,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"Nobody needs to be.","Khong ai can phai.",4,1.0
141,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Not military.","Khong phai quan doi.",2,0
142,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Not government.","Khong phai chinh phu.",2,0
143,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"Just people.","Chi la nguoi.",2,1.5
144,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"By the third night you stop asking if it's safe to go back up.","Den dem thu ba ban ngung hoi co an toan de len lai khong.",12,0
145,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Someone runs an extension cord from a generator two buildings over.","Ai do keo day dien tu may phat o toa nha ke ben.",10,0
146,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"The hum keeps the children asleep.","Tieng u u ru bon tre ngu.",6,0
147,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Keeps the adults awake.","Nhung giu nguoi lon thuc.",4,0.5
148,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"You try to explain it to someone once.","Ban thu giai thich cho ai do mot lan.",7,0
149,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Over the phone when it works for ten minutes.","Qua dien thoai khi no chay duoc muoi phut.",8,0
150,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"The words don't come out right.","Loi khong ra dung.",6,0
151,PV_0019,BEAT_03_05,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"You stop trying after that.","Ban ngung co sau do.",5,1.5
152,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"After the strikes the checkpoints go up on Hemmat.","Sau cac dot khong kich chot kiem soat moc len tren Hemmat.",8,0
153,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Men in uniforms patrol the neighborhoods.","Nhung nguoi mac quan phuc tuan tra khu pho.",6,0
154,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Not to help.","Khong phai de giup.",3,0
155,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Not to evacuate.","Khong phai de so tan.",3,0
156,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,WEIGHT_LINE,"To watch.","De giam sat.",2,1.0
157,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"A man in your building is taken because he has a satellite dish on his balcony.","Mot nguoi trong chung cu ban bi bat vi co chao ve tinh tren ban cong.",14,0
158,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"He comes back two days later.","Anh ta ve sau hai ngay.",6,0
159,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Says nothing about where he was.","Khong noi gi ve noi anh ta bi giu.",6,0
160,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"His wife doesn't ask.","Vo anh ta khong hoi.",4,0
161,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You don't either.","Ban cung khong.",3,0.5
162,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Your office shares a block with something you didn't know was there.","Van phong ban chung khu voi mot noi ban khong biet la ton tai.",11,0
163,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"An IRGC logistics center behind a concrete wall with no sign.","Mot trung tam hau can IRGC sau buc tuong be tong khong bien hieu.",10,0
164,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You walked past it every morning for three years.","Ban di qua do moi sang suot ba nam.",9,0
165,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Precision is a word that belongs to people who've never lived near the targets.","Chinh xac la tu cua nhung nguoi chua bao gio song gan muc tieu.",13,0
166,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,WEIGHT_LINE,"From twelve kilometers away it's a strategy. From your kitchen it's the glass of water shaking.","Tu muoi hai cay so no la chien luoc. Tu bep nha ban no la ly nuoc rung.",16,1.5
167,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You're being bombed from above and controlled from within.","Ban bi nem bom tu tren va kiem soat tu ben trong.",9,0
168,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"The war is above you.","Chien tranh o phia tren.",5,0
169,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"The regime is around you.","Che do o xung quanh.",4,0
170,PV_0019,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,WEIGHT_LINE,"You are in between.","Ban o giua.",4,1.5
