"Strip_ID","Start_VO_ID","End_VO_ID","Life_Phase","Duration_Sec","Scene_Type"
"PV_0008_057","35","35","PHASE_CRISIS_PEAK","5.1","EMOTIONAL_CLOSEUP"
"PV_0008_058","36","36","PHASE_CRISIS_PEAK","7.2","NARRATIVE_SCENE"
"PV_0008_059","36","36","PHASE_CRISIS_PEAK","7.1","EMOTIONAL_CLOSEUP"
"PV_0008_060","37","37","PHASE_CRISIS_PEAK","6.5","EMOTIONAL_CLOSEUP"
"PV_0008_061","38","38","PHASE_CRISIS_PEAK","7.4","EMOTIONAL_CLOSEUP"
"PV_0008_062","39","39","PHASE_CRISIS_PEAK","5.4","NARRATIVE_SCENE"
"PV_0008_063","39","39","PHASE_CRISIS_PEAK","5.3","EMOTIONAL_CLOSEUP"
"PV_0008_064","40","40","PHASE_CRISIS_PEAK","6","EMOTIONAL_CLOSEUP"
"PV_0008_065","41","41","PHASE_CRISIS_PEAK","5.7","TEXT_OVERLAY"
"PV_0008_066","42","42","PHASE_RESOLUTION","8.8","NARRATIVE_SCENE"
"PV_0008_067","43","43","PHASE_RESOLUTION","7.4","NARRATIVE_SCENE"
"PV_0008_068","44","44","PHASE_RESOLUTION","5.1","NARRATIVE_SCENE"
"PV_0008_069","44","44","PHASE_RESOLUTION","5.1","EMOTIONAL_CLOSEUP"
"PV_0008_070","45","45","PHASE_RESOLUTION","6.2","NARRATIVE_SCENE"
"PV_0008_071","45","45","PHASE_RESOLUTION","6.3","EMOTIONAL_CLOSEUP"
"PV_0008_072","46","46","PHASE_RESOLUTION","5.6","NARRATIVE_SCENE"
"PV_0008_073","46","46","PHASE_RESOLUTION","5.5","EMOTIONAL_CLOSEUP"
"PV_0008_074","47","47","PHASE_RESOLUTION","5.1","NARRATIVE_SCENE"
"PV_0008_075","47","47","PHASE_RESOLUTION","5.1","EMOTIONAL_CLOSEUP"
"PV_0008_076","48","48","PHASE_RESOLUTION","4.8","NARRATIVE_SCENE"
"PV_0008_077","48","48","PHASE_RESOLUTION","4.9","EMOTIONAL_CLOSEUP"
"PV_0008_078","49","49","PHASE_RESOLUTION","6.4","NARRATIVE_SCENE"
"PV_0008_079","49","49","PHASE_RESOLUTION","6.5","EMOTIONAL_CLOSEUP"
"PV_0008_080","50","50","PHASE_RESOLUTION","5.4","NARRATIVE_SCENE"
"PV_0008_081","50","50","PHASE_RESOLUTION","5.3","EMOTIONAL_CLOSEUP"
"PV_0008_082","51","51","PHASE_RESOLUTION","6.4","NARRATIVE_SCENE"
"PV_0008_083","51","51","PHASE_RESOLUTION","6.5","EMOTIONAL_CLOSEUP"
"PV_0008_084","52","52","PHASE_RESOLUTION","4.8","NARRATIVE_SCENE"
"PV_0008_085","52","52","PHASE_RESOLUTION","4.9","EMOTIONAL_CLOSEUP"
"PV_0008_086","53","53","PHASE_RESOLUTION","7.5","TEXT_OVERLAY"
"PV_0008_087","54","54","PHASE_PRESENT","5.4","NARRATIVE_SCENE"
"PV_0008_088","54","54","PHASE_PRESENT","5.3","EMOTIONAL_CLOSEUP"
"PV_0008_089","55","55","PHASE_PRESENT","5.6","NARRATIVE_SCENE"
"PV_0008_090","55","55","PHASE_PRESENT","5.5","EMOTIONAL_CLOSEUP"
"PV_0008_091","56","56","PHASE_PRESENT","5.8","NARRATIVE_SCENE"
"PV_0008_092","56","56","PHASE_PRESENT","5.8","EMOTIONAL_CLOSEUP"
"PV_0008_093","57","57","PHASE_PRESENT","5.5","NARRATIVE_SCENE"
"PV_0008_094","58","58","PHASE_PRESENT","4.8","NARRATIVE_SCENE"
"PV_0008_095","58","58","PHASE_PRESENT","4.9","EMOTIONAL_CLOSEUP"
"PV_0008_096","59","59","PHASE_PRESENT","5.4","NARRATIVE_SCENE"
"PV_0008_097","59","59","PHASE_PRESENT","5.3","EMOTIONAL_CLOSEUP"
"PV_0008_098","60","60","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0008_099","60","60","PHASE_PRESENT","5.1","EMOTIONAL_CLOSEUP"
"PV_0008_100","61","61","PHASE_PRESENT","6","NARRATIVE_SCENE"
"PV_0008_101","61","61","PHASE_PRESENT","6","EMOTIONAL_CLOSEUP"
"PV_0008_102","62","62","PHASE_PRESENT","5.4","NARRATIVE_SCENE"
"PV_0008_103","62","62","PHASE_PRESENT","5.3","EMOTIONAL_CLOSEUP"
"PV_0008_104","63","63","PHASE_PRESENT","7.8","EMOTIONAL_CLOSEUP"
"PV_0008_105","64","64","PHASE_PRESENT","8.3","EMOTIONAL_CLOSEUP"
"PV_0008_106","65","65","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0008_107","66","66","PHASE_PRESENT","7.5","TEXT_OVERLAY"
"PV_0008_108","67","67","CALLBACK_CLOSE","6","NARRATIVE_SCENE"
"PV_0008_109","67","67","CALLBACK_CLOSE","6.1","EMOTIONAL_CLOSEUP"
"PV_0008_110","68","68","CALLBACK_CLOSE","6","EMOTIONAL_CLOSEUP"
"PV_0008_111","69","69","CALLBACK_CLOSE","8.5","TEXT_OVERLAY"
