"VO_ID","Episode_ID","Beat_ID","Life_Phase","Beat_Type","VO_Type","VO_EN","VO_JA","VO_VI","Word_Count_EN","Pause_After"
"32","PV_0004","BEAT_03_01","PHASE_CONFLICT","TIME_MARKER","NARRATION","Hostages held inside. Over a hundred civilians. Your country's name on the line.","人質が中にいる。百人以上の民間人。国の名誉がかかっている。","Con tin bên trong. Hơn một trăm dân thường. Tên tuổi quốc gia trên bàn cân.","13","0"
"33","PV_0004","BEAT_03_01","PHASE_CONFLICT","TIME_MARKER","NARRATION","You hear about the mission on the radio first. Then the phone rings. You already know what the second call means.","ラジオで任務のことを最初に聞く。それから電話が鳴る。二回目の電話の意味はもう分かっている。","Bạn nghe về chiến dịch trên radio trước. Rồi điện thoại reo. Bạn đã biết cuộc gọi thứ hai nghĩa là gì.","19","0.5"
"34","PV_0004","BEAT_03_02","PHASE_CONFLICT","CRISIS","NARRATION","He goes in first. That's the kind of officer he is.","彼が最初に入る。そういう士官だ。","Anh ấy vào đầu tiên. Anh ấy là kiểu sĩ quan như vậy.","11","0"
"35","PV_0004","BEAT_03_02","PHASE_CONFLICT","CRISIS","NARRATION","The mission succeeds. Every hostage comes out alive.","任務成功。全ての人質が生還する。","Chiến dịch thành công. Mọi con tin đều sống.","7","0"
"36","PV_0004","BEAT_03_02","PHASE_CONFLICT","CRISIS","WEIGHT_LINE","Your brother doesn't. He's thirty years old.","兄は出てこない。三十歳だった。","Anh trai bạn thì không. Anh ấy ba mươi tuổi.","7","1.5"
"37","PV_0004","BEAT_03_03","PHASE_CONFLICT","REFLECT","NARRATION","You get the call in America. You're sitting in a kitchen that smells like coffee and someone else's morning.","アメリカで電話を受ける。コーヒーと誰かの朝の匂いがするキッチンに座っている。","Bạn nhận cuộc gọi ở Mỹ. Đang ngồi trong bếp có mùi cà phê và buổi sáng của ai đó.","18","0"
"38","PV_0004","BEAT_03_03","PHASE_CONFLICT","REFLECT","NARRATION","The world changes between the second ring and the third.","世界が二回目と三回目のコールの間で変わる。","Thế giới thay đổi giữa hồi chuông thứ hai và thứ ba.","10","0.5"
"39","PV_0004","BEAT_03_03","PHASE_CONFLICT","REFLECT","NARRATION","You fly home for the funeral. The country treats your brother like a legend. They name streets after him. Schools.","葬儀のために帰国する。国は兄を伝説のように扱う。通りに彼の名前をつける。学校にも。","Bạn bay về dự tang. Đất nước đối xử với anh như huyền thoại. Họ đặt tên anh cho đường phố. Trường học.","16","0"
"40","PV_0004","BEAT_03_03","PHASE_CONFLICT","REFLECT","WEIGHT_LINE","You carry the weight they turned into a statue.","彼らが銅像にした重さを背負う。","Bạn gánh sức nặng mà họ biến thành tượng đài.","9","1.5"
"41","PV_0004","BEAT_03_04","PHASE_CONFLICT","REFLECT","NARRATION","You take his photograph. You put it on your desk.","彼の写真を手に取る。デスクに置く。","Bạn lấy tấm ảnh anh. Đặt lên bàn.","8","0"
"42","PV_0004","BEAT_03_04","PHASE_CONFLICT","REFLECT","WEIGHT_LINE","It will stay there for fifty years. You just don't know it yet.","五十年そこにあり続ける。まだ知らないだけだ。","Nó sẽ ở đó năm mươi năm. Bạn chỉ chưa biết thôi.","13","1.5"
"43","PV_0004","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","NARRATION","You enter diplomacy. Deputy ambassador to your host country. Then ambassador to the United Nations.","外交の道へ。ホスト国の副大使。そして国連大使。","Bạn vào ngoại giao. Phó đại sứ tại nước chủ nhà. Rồi đại sứ Liên Hợp Quốc.","12","0"
"44","PV_0004","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","NARRATION","The commando becomes a diplomat. The rifle becomes a podium.","コマンドーが外交官になる。ライフルが演壇になる。","Biệt kích trở thành nhà ngoại giao. Khẩu súng thành bục phát biểu.","10","0.5"
"45","PV_0004","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","NARRATION","You learn the rhythm of international politics. The handshake before the threat. The smile before the veto.","国際政治のリズムを学ぶ。脅しの前の握手。拒否権の前の笑顔。","Bạn học nhịp điệu của chính trị quốc tế. Cái bắt tay trước đe doạ. Nụ cười trước phủ quyết.","15","0"
"46","PV_0004","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","You speak at the United Nations in flawless English  -  the language you learned as a teenager in the suburbs.","国連で完璧な英語で演説する -  - 十代に郊外で学んだ言語だ。","Bạn phát biểu tại Liên Hợp Quốc bằng tiếng Anh hoàn hảo  -  ngôn ngữ học thời thiếu niên ở ngoại ô.","16","0"
"47","PV_0004","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","The delegates listen. Not because of what you say. Because of how you say it.","代表たちは聞く。あなたが何を言うかではなく、どう言うかのために。","Các đại biểu lắng nghe. Không phải vì nội dung. Mà vì cách bạn nói.","14","0.5"
"48","PV_0004","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","Your English is your passport. No accent. No hesitation. When you speak at the podium the translators stop working  -  everyone already understands.","英語があなたのパスポートだ。アクセントなし。ためらいなし。演壇で話すと通訳が止まる -  - 全員がもう理解している。","Tiếng Anh là hộ chiếu của bạn. Không giọng ngoại quốc. Không do dự. Khi bạn nói trên bục thì phiên dịch ngừng việc  -  ai cũng đã hiểu.","23","0.5"
"49","PV_0004","BEAT_03_07","PHASE_CONFLICT","TIME_MARKER","NARRATION","You go home. You run for the top office. You win.","帰国する。最高職を目指す。勝つ。","Bạn về nước. Tranh cử chức cao nhất. Bạn thắng.","9","0"
"50","PV_0004","BEAT_03_07","PHASE_CONFLICT","TIME_MARKER","NARRATION","Forty-six years old. The youngest person to ever hold the seat.","四十六歳。その椅子に座った最年少の人物。","Bốn mươi sáu tuổi. Người trẻ nhất từng ngồi vào ghế đó.","10","0.5"
"51","PV_0004","BEAT_03_07","PHASE_CONFLICT","TIME_MARKER","NARRATION","The campaign is brutal. You win by less than one percent. The margin of a few thousand votes.","選挙運動は過酷。1パーセント未満の差で勝つ。数千票の差。","Chiến dịch tranh cử tàn khốc. Bạn thắng chưa đầy một phần trăm. Cách biệt vài nghìn phiếu.","15","0"
"52","PV_0004","BEAT_03_08","PHASE_CONFLICT","CONFLICT","NARRATION","One term. Short. Chaotic. You lose the next election.","一期。短い。混乱。次の選挙で負ける。","Một nhiệm kỳ. Ngắn. Hỗn loạn. Bạn thua cuộc bầu cử kế tiếp.","9","0"
"53","PV_0004","BEAT_03_08","PHASE_CONFLICT","CONFLICT","NARRATION","The newspapers print your political obituary. Several of them.","新聞があなたの政治的死亡記事を載せる。いくつもの新聞が。","Báo chí đăng cáo phó chính trị của bạn. Nhiều tờ.","9","0.5"
"54","PV_0004","BEAT_03_08","PHASE_CONFLICT","CONFLICT","NARRATION","You move into the official residence. Your wife rearranges the furniture. The staff adjusts. The country holds its breath.","公邸に入る。妻が家具を並べ替える。スタッフが適応する。国が息を詰める。","Bạn dọn vào dinh thự chính thức. Vợ bạn sắp xếp lại đồ đạc. Nhân viên thích nghi. Cả nước nín thở.","15","0"
"55","PV_0004","BEAT_03_09","PHASE_CONFLICT","CONSTRAINT","NARRATION","Ten years in the wilderness. A smaller office. Fewer calls. The brother's photo still on the desk.","十年間の荒野。小さなオフィス。少ない電話。兄の写真はまだデスクにある。","Mười năm trong sa mạc. Văn phòng nhỏ hơn. Ít cuộc gọi hơn. Ảnh anh trai vẫn trên bàn.","17","0.5"
"56","PV_0004","BEAT_03_10","PHASE_CONFLICT","REFLECT","NARRATION","Everyone says you're done.","誰もが終わったと言う。","Ai cũng nói bạn xong rồi.","5","0"
"57","PV_0004","BEAT_03_09","PHASE_CONFLICT","CONSTRAINT","NARRATION","You write op-eds nobody prints. You give speeches to half-empty rooms. You watch the person who replaced you make every mistake you predicted.","誰も載せない論説を書く。半分空の部屋で演説する。後任があなたが予測した全ての間違いを犯すのを見る。","Bạn viết bài bình luận không ai đăng. Phát biểu trong phòng lưa thưa. Nhìn người thay bạn mắc mọi sai lầm bạn đã tiên đoán.","20","0.5"
"58","PV_0004","BEAT_03_10","PHASE_CONFLICT","REFLECT","WEIGHT_LINE","You don't think so. You've never thought so.","そう思わない。一度もそう思ったことはない。","Bạn không nghĩ vậy. Bạn chưa bao giờ nghĩ vậy.","9","2.0"
"59","PV_0004","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","2009. You walk back into the office. The same chair. The same desk.","2009年。再びオフィスに入る。同じ椅子。同じデスク。","2009. Bạn bước lại vào văn phòng. Cùng chiếc ghế. Cùng chiếc bàn.","12","0"
"60","PV_0004","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","You place your brother's photo on the corner. Same spot as before.","兄の写真を端に置く。前と同じ場所。","Bạn đặt ảnh anh trai ở góc bàn. Cùng chỗ cũ.","10","0.5"
"61","PV_0004","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","This time nobody underestimates you. This time you've built the coalition yourself  -  brick by brick and favor by favor.","今回は誰もあなたを過小評価しない。今回は自分で連合を築いた -  - 一つ一つの煉瓦、一つ一つの恩義で。","Lần này không ai coi thường bạn. Lần này bạn tự xây liên minh  -  từng viên gạch và từng ân huệ.","18","0.5"
"62","PV_0004","BEAT_04_02","PHASE_CRISIS","CONFLICT","NARRATION","You fly to the American capital. You address their Congress. You weren't invited.","アメリカの首都へ飛ぶ。彼らの議会で演説する。招かれていない。","Bạn bay đến thủ đô nước Mỹ. Phát biểu trước quốc hội họ. Bạn không được mời.","12","0"
"63","PV_0004","BEAT_04_02","PHASE_CRISIS","CONFLICT","NARRATION","The American president watches from a different room. He doesn't come down.","アメリカ大統領は別の部屋から見ている。降りてこない。","Tổng thống Mỹ xem từ phòng khác. Ông ấy không xuống.","10","0"
"64","PV_0004","BEAT_04_02","PHASE_CRISIS","CONFLICT","NARRATION","You don't care. You came to kill a deal  -  the deal that would let the regional adversary keep its nuclear program alive.","気にしない。取引を潰しに来た -  - 地域の敵の核計画を存続させる取引。","Bạn không quan tâm. Bạn đến để phá một thoả thuận  -  thoả thuận cho phép đối thủ khu vực duy trì chương trình hạt nhân.","22","0.5"
"65","PV_0004","BEAT_04_03","PHASE_CRISIS","CONFLICT","NARRATION","At the United Nations podium you hold up a diagram. A cartoon bomb with a red line drawn across it.","国連の演壇で図を掲げる。赤い線が引かれた漫画の爆弾。","Trên bục Liên Hợp Quốc bạn giơ một sơ đồ. Quả bom hoạt hình với đường đỏ kẻ ngang.","18","0"
"66","PV_0004","BEAT_04_03","PHASE_CRISIS","CONFLICT","NARRATION","Half the room laughs. The other half is afraid.","半分の部屋が笑う。残り半分は恐れている。","Nửa phòng cười. Nửa còn lại sợ.","9","0"
"67","PV_0004","BEAT_04_03","PHASE_CRISIS","CONFLICT","NARRATION","You don't mind either reaction. Both mean they're listening.","どちらの反応も構わない。両方とも聞いているということだ。","Bạn không ngại cả hai phản ứng. Cả hai đều có nghĩa họ đang lắng nghe.","11","0.5"
"68","PV_0004","BEAT_04_04","PHASE_CRISIS","REFLECT","NARRATION","The regional adversary is everything. It's always been everything. Since the morning your brother didn't walk out of that airport.","地域の敵がすべてだ。いつもすべてだった。兄があの空港から出てこなかった朝から。","Đối thủ khu vực là tất cả. Luôn là tất cả. Kể từ buổi sáng anh trai bạn không bước ra khỏi sân bay đó.","19","0.5"
"69","PV_0004","BEAT_04_04","PHASE_CRISIS","REFLECT","NARRATION","You've given more speeches about this enemy than about your own economy. More hours studying their centrifuges than your country's schools.","この敵について自国の経済よりも多く演説してきた。自国の学校よりも彼らの遠心分離機を研究する時間の方が多い。","Bạn phát biểu về đối thủ này nhiều hơn về kinh tế nước nhà. Dành nhiều giờ nghiên cứu máy ly tâm của họ hơn trường học nước mình.","22","0.5"
"70","PV_0004","BEAT_04_05","PHASE_CRISIS","CONSTRAINT","NARRATION","Three marriages by now. The third one sticks.","この時点で三度目の結婚。三度目が続く。","Ba cuộc hôn nhân đến giờ. Lần thứ ba bền.","7","0"
"71","PV_0004","BEAT_04_05","PHASE_CRISIS","CONSTRAINT","NARRATION","Your wife is loved by your supporters and despised by everyone else. Sound familiar.","あなたの妻は支持者に愛され、他の全員に嫌われている。聞き覚えがあるだろう。","Vợ bạn được người ủng hộ yêu thương và bị phần còn lại ghét. Nghe quen không.","14","0.5"
"72","PV_0004","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","The court summons arrives. Three cases. Bribery. Fraud. Breach of trust.","法廷への召喚状が届く。三つの事件。収賄。詐欺。背任。","Trát toà đến. Ba vụ án. Hối lộ. Gian lận. Lạm quyền.","10","0"
"73","PV_0004","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","Gifts you say were gifts. Deals you say were misread. Coverage you say you didn't trade for.","贈り物だと言う贈り物。誤解されたと言う取引。交換していないと言う報道。","Quà bạn nói là quà. Thoả thuận bạn nói bị hiểu lầm. Tin tức bạn nói không đổi chác.","17","0.5"
"74","PV_0004","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","You sit in the defendant's chair. The same posture as the leader's chair. You notice that. You don't think anyone else does.","被告席に座る。指導者の椅子と同じ姿勢。それに気づく。他の誰も気づいていないと思う。","Bạn ngồi ở ghế bị cáo. Cùng tư thế như ghế lãnh đạo. Bạn để ý. Bạn nghĩ không ai khác để ý.","19","0.5"
"75","PV_0004","BEAT_04_07","PHASE_CRISIS","CONFLICT","NARRATION","You call it political persecution. Half the country believes you.","政治的迫害だと呼ぶ。半分の国民が信じる。","Bạn gọi đó là truy bức chính trị. Nửa nước tin bạn.","9","0"
"76","PV_0004","BEAT_04_07","PHASE_CRISIS","CONFLICT","WEIGHT_LINE","The other half has been waiting for this.","残り半分はこの時を待っていた。","Nửa còn lại đã chờ chuyện này.","8","1.5"
"77","PV_0004","BEAT_04_08","PHASE_CRISIS","CRISIS","NARRATION","October. Before dawn. Your phone buzzes on the nightstand.","十月。夜明け前。ナイトスタンドで電話が鳴る。","Tháng Mười. Trước bình minh. Điện thoại rung trên đầu giường.","7","0"
"78","PV_0004","BEAT_04_08","PHASE_CRISIS","CRISIS","NARRATION","The voice on the other end is steady. The words are not.","相手の声は落ち着いている。言葉はそうではない。","Giọng đầu dây bên kia bình tĩnh. Nội dung thì không.","11","0"
"79","PV_0004","BEAT_04_08","PHASE_CRISIS","CRISIS","NARRATION","You get to the bunker in twelve minutes. Your driver breaks every traffic law in the capital. Nobody stops him.","十二分で地下壕に着く。運転手が首都のすべての交通法規を破る。誰も止めない。","Bạn đến hầm ngầm trong mười hai phút. Tài xế phá mọi luật giao thông thủ đô. Không ai ngăn.","15","0"
"80","PV_0004","BEAT_04_08","PHASE_CRISIS","CRISIS","NARRATION","The southern border has been breached. Everywhere. All at once  -  in a way nobody planned for and nobody modeled and nobody believed was possible.","南部国境が破られた。至る所で。一斉に -  - 誰も計画せず、誰もモデル化せず、誰も可能だと信じなかった方法で。","Biên giới phía nam bị chọc thủng. Khắp nơi. Cùng lúc  -  theo cách không ai lên kế hoạch và không ai mô phỏng và không ai tin là có thể.","25","0.5"
"81","PV_0004","BEAT_04_09","PHASE_CRISIS","CRISIS","NARRATION","Twelve hundred dead. In your own territory. On your watch.","千二百人死亡。自国の領土で。あなたの監視下で。","Một nghìn hai trăm người chết. Trên lãnh thổ của bạn. Dưới quyền bạn.","10","0"
"82","PV_0004","BEAT_04_09","PHASE_CRISIS","CRISIS","NARRATION","The security system you built  -  the one you pointed to in every speech and every interview and every campaign  -  collapsed in a single morning.","あなたが築いた安全保障システム -  - すべての演説、すべてのインタビュー、すべての選挙運動で指し示したもの -  - が一朝にして崩壊した。","Hệ thống an ninh bạn xây  -  thứ bạn chỉ vào trong mọi bài phát biểu và mọi phỏng vấn và mọi chiến dịch tranh cử  -  sụp đổ trong một buổi sáng.","24","0.5"
"83","PV_0004","BEAT_04_09","PHASE_CRISIS","CRISIS","NARRATION","Your hand grips the edge of the desk. Your knuckles go white  -  just for a second  -  then you let go. You flatten your palms. Nobody in the room noticed.","デスクの端を握る。拳が白くなる -  - 一瞬だけ -  - それから手を離す。手のひらを平らにする。部屋の誰も気づかない。","Tay bạn nắm mép bàn. Các đốt ngón trắng bệch  -  chỉ một giây  -  rồi bạn buông. Bạn xoè bàn tay. Không ai trong phòng nhận ra.","25","0.5"
"84","PV_0004","BEAT_04_10","PHASE_CRISIS","CONSTRAINT","NARRATION","They ask you at the press conference: who is responsible?","記者会見であなたに聞く：誰の責任か？","Họ hỏi bạn ở họp báo: ai chịu trách nhiệm?","9","0"
"85","PV_0004","BEAT_04_10","PHASE_CRISIS","CONSTRAINT","NARRATION","You don't say your name. You say: the intelligence services. The military establishment. The previous agreements.","あなたの名前は言わない。言うのは：諜報機関。軍組織。以前の合意。","Bạn không nói tên mình. Bạn nói: cơ quan tình báo. Bộ máy quân sự. Các thoả thuận trước.","14","0.5"
"86","PV_0004","BEAT_04_11","PHASE_CRISIS","CONFLICT","NARRATION","War begins. Multiple fronts. You command from the bunker.","戦争が始まる。複数の前線。地下壕から指揮する。","Chiến tranh bắt đầu. Nhiều mặt trận. Bạn chỉ huy từ hầm ngầm.","8","0"
"87","PV_0004","BEAT_04_11","PHASE_CRISIS","CONFLICT","NARRATION","The same bunker from the opening. But six months earlier. The screens showed something different then.","冒頭と同じ地下壕。しかし六ヶ月前。画面には違うものが映っていた。","Cùng hầm ngầm ở đầu chuyện. Nhưng sáu tháng trước. Lúc đó màn hình chiếu thứ khác.","14","0.5"
"88","PV_0004","BEAT_04_11","PHASE_CRISIS","CONFLICT","NARRATION","You sleep in the bunker now. The cot is military-grade. The pillow still has someone else's indent. You don't change it.","今は地下壕で寝る。ベッドは軍用。枕にはまだ誰かの跡がある。変えない。","Giờ bạn ngủ trong hầm ngầm. Giường quân sự. Gối vẫn còn vết lõm của ai đó. Bạn không đổi.","18","0"
"89","PV_0004","BEAT_04_12","PHASE_CRISIS","REFLECT","NARRATION","The world condemns. Allies pull back. Resolutions pass at the United Nations  -  the same podium where you held up the bomb diagram.","世界が非難する。同盟国が引く。国連で決議が通る -  - あなたが爆弾の図を掲げたのと同じ演壇で。","Thế giới lên án. Đồng minh rút lui. Nghị quyết thông qua tại Liên Hợp Quốc  -  cùng bục nơi bạn giơ sơ đồ quả bom.","21","0"
"90","PV_0004","BEAT_04_12","PHASE_CRISIS","REFLECT","WEIGHT_LINE","You don't stop. You've never known how.","止まらない。止まり方を知らなかったことはない。","Bạn không dừng. Bạn chưa bao giờ biết cách dừng.","8","2.0"
"91","PV_0004","BEAT_05_01","PHASE_RESOLUTION","TIME_MARKER","NARRATION","June 2025. The order goes out at 2 AM.","2025年6月。午前2時に命令が出る。","Tháng Sáu 2025. Lệnh phát ra lúc 2 giờ sáng.","8","0"
