Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_03_03,PHASE_CONFLICT,CONFLICT,TENSION,"Traffic stop. You smile. Cousin visiting a doctor. The officer waves you through.","A checkpoint. Blue lights. Your hands tighten on the wheel. The officer leans in. You smile. You say: my cousin is visiting a doctor in the city. He looks at the backseat. The person says nothing. He waves you through.",38
BEAT_03_04,PHASE_CONFLICT,CONSTRAINT,DREAD,"The phone buzzes mid-drive: faster. The donor is prepped. The clock is real.","The phone buzzes mid-drive. One word: faster. You press the accelerator. Five over the limit. Then ten. The number six. You understand it now. Six hours. That is the window. Cold ischemia. You don't know the science. You just know the clock is real.",42
BEAT_03_05,PHASE_CONFLICT,CONFLICT,TENSION,"Double run. Same night. You say yes before he finishes the sentence.","The broker calls. Same night. Can you do another? You say yes before he finishes the sentence. The math is simple. Two runs. One night. Three thousand dollars.",27
BEAT_03_06,PHASE_CONFLICT,ESTABLISH,DREAD,"First cooler. Heavy in a way you did not expect. You put the towel on the seat. You do not look at it. You drive.","The first time you carry the cooler, it is heavier than you expected. You put a towel on the seat. You place the cooler on the towel. You do not look at it. You do not open it. You drive.",35
BEAT_03_07,PHASE_CONFLICT,REFLECT,TENSION,"You recognize the road. You know the exact pothole where the cooler slides.","You recognize the road. You have driven this exact route before. You know the curve where the asphalt dips. You know the pothole where the cooler slides. You steer around it without thinking.",32
BEAT_03_08,PHASE_CONFLICT,CRISIS,DREAD,"Their face on a missing persons post. Same angle as the mirror. You stop your thumb. Then scroll past.","You are scrolling your phone at a gas station. A face. You stop. You have seen this face before. Same angle as the rearview mirror. A missing persons post. You stare at it for three seconds. Then you scroll past.",37
BEAT_04_01,CHECKPOINT,CRISIS,DREAD,"The cooler shifts. A wet sound - dull and heavy - inside sealed plastic.","The cooler shifts. You hear it. Something inside. A sound. Dull. Wet. Heavy. The kind of weight that used to make you flinch.",22
BEAT_04_02,CHECKPOINT,REFLECT,DREAD,"You reach back without looking. Adjust the towel. Other hand on the wheel. No flinch. No stop. No thought.","You reach back with one hand. You don't look. You adjust the towel. Your other hand stays on the wheel. No flinch. No pause. No thought. You keep driving.",27
BEAT_05_01,PHASE_CRISIS,REFLECT,CLARITY,"You check the rearview. You are checking if the cooler shifted. Not the person.","You check the rearview. You are not looking for a face. You are checking if the cooler shifted.",17
BEAT_05_02,PHASE_CRISIS,REFLECT,DREAD,"Silence.","The AC hums. Eighteen degrees. That is the only sound.",9
BEAT_05_03,PHASE_CRISIS,CRISIS,CLARITY,"Home. Daughter asleep. You stand outside her door. You do not go in. You check the phone.","You get home. Your daughter is asleep. You stand outside her door. The light comes through the crack. You can hear her breathing. You don't go in. You stand there for ten seconds. Then you check the phone.",36
BEAT_06_01,PHASE_RESOLUTION,RESOLVE,CLARITY,"You train a new driver. You show him the route. You tell him: don't look in the mirror too long.","You train a new driver. You show him the route. You teach him the gas stations with no cameras. You teach him the speed. You tell him: don't look in the mirror too long. You hear yourself say it. You sound like him. The man who gave you the phone.",44
BEAT_06_02,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"You check the rearview. You hope it is a cooler. People are harder.","You check the rearview. You hope it's a cooler. Coolers don't talk. Coolers don't cry. Coolers don't say thank you when they get out. People are harder.",26
BEAT_06_03,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"You do not call anyone back. You eat alone.","You don't call anyone back. You eat alone. You used to talk to passengers. You used to ask where they were going. You liked the conversation. Now you don't remember the last time you spoke to someone who wasn't cargo.",39
BEAT_06_04,PHASE_RESOLUTION,RESOLVE,CLARITY,"The phone buzzes. New coordinates. You start the engine. Tuesday.","The phone buzzes. New coordinates. You start the engine. You don't check the time. You don't check the day. It doesn't matter. It's Tuesday. It's always Tuesday.",27
BEAT_07_01,CALLBACK_CLOSE,CALLBACK,DEEP_CONNECTION,"You used to look in the mirror. You used to see a face.","You used to look in the mirror. You used to see a face.",12
BEAT_07_02,CALLBACK_CLOSE,CTA,DEEP_CONNECTION,"You don't adjust the mirror anymore. There is nothing back there you need to see.","You don't adjust the mirror anymore. There is nothing back there you need to see.",14
