"VO_ID","Episode_ID","Beat_ID","Life_Phase","Beat_Type","VO_Type","VO_EN","VO_JA","VO_VI","Word_Count_EN","Pause_After"
"11","PV_0006","BEAT_02_02","PHASE_EARLY","TIME_MARKER","NARRATION","Twenty-one. The revolution comes. You join the guard on the first day  -  before the paperwork is even ready.","二十一歳。革命が来る。書類の準備も整う前に初日に衛兵に入る。","Hai mươi mốt. Cách mạng đến. Bạn gia nhập vệ binh ngay ngày đầu  -  trước khi giấy tờ kịp hoàn thành.","15","0"
"12","PV_0006","BEAT_02_02","PHASE_EARLY","TIME_MARKER","NARRATION","The guard is not a regular army. It answers to the revolution. The regular military takes orders from the government. The guard takes orders from God  -  or from the man who claims to speak for Him.","衛兵は正規軍ではない。革命に従う。正規軍は政府の命令に従う。衛兵は神に従う -  - あるいは神を代弁すると主張する男に。","Vệ binh không phải quân đội thường. Nó đáp lệnh cách mạng. Quân đội nhận lệnh từ chính phủ. Vệ binh nhận lệnh từ Chúa  -  hoặc từ người tuyên bố nói thay Ngài.","30","0.5"
"13","PV_0006","BEAT_02_03","PHASE_EARLY","CRISIS","NARRATION","Eight years in the trenches against the western neighbor. You start as a foot soldier. By the end you command a battalion.","八年間西の隣国との塹壕で。歩兵から始まる。終わりには大隊を指揮する。","Tám năm trong chiến hào chống nước láng giềng phía tây. Bạn bắt đầu là lính bộ binh. Đến cuối bạn chỉ huy tiểu đoàn.","18","0"
"14","PV_0006","BEAT_02_03","PHASE_EARLY","CRISIS","NARRATION","The war teaches you one doctrine: never fight where they expect you. Strike from the angle they forgot to model.","戦争が一つの教義を教える：敵が予期する場所で戦うな。モデル化し忘れた角度から攻撃せよ。","Chiến tranh dạy bạn một nguyên tắc: không bao giờ đánh nơi họ chờ. Đánh từ góc họ quên mô phỏng.","15","0.5"
"15","PV_0006","BEAT_02_03","PHASE_EARLY","CRISIS","NARRATION","You carry three photographs from the war. Not of victories. Three men you couldn't save  -  their faces blurred by time but their names engraved in the margin in your handwriting. The photographs stay in your left chest pocket. Always the left  -  over the heart  -  though you would never say that out loud.","戦争から三枚の写真を持ち歩く。勝利の写真ではない。救えなかった三人 -  - 時間でぼやけた顔だが欄外にあなたの手書きで名前が刻まれている。写真は常に左胸ポケット。常に左 -  - 心臓の上 -  - 声に出しては決して言わないが。","Bạn mang theo ba tấm ảnh từ cuộc chiến. Không phải chiến thắng. Ba người bạn không cứu được  -  mặt mờ theo thời gian nhưng tên khắc bên lề bằng chữ tay bạn. Ảnh luôn ở túi ngực trái. Luôn bên trái  -  trên tim  -  dù bạn không bao giờ nói điều đó thành lời.","43","1.0"
"16","PV_0006","BEAT_02_03","PHASE_EARLY","CRISIS","NARRATION","The western neighbor uses chemical weapons. You watch men choke and convulse and die with foam on their lips.","西の隣国が化学兵器を使う。泡を吹いて窒息し痙攣して死ぬ男たちを見る。","Nước láng giềng phía tây dùng vũ khí hoá học. Bạn nhìn người sặc và co giật và chết với bọt trên môi.","14","0"
"17","PV_0006","BEAT_02_03","PHASE_EARLY","CRISIS","NARRATION","One of them grabs your wrist as he's dying. His grip is stronger than you expected. You remember that grip for the rest of your life  -  not the gas or the sound  -  just the grip.","死にゆく一人があなたの手首を掴む。予想より力が強い。その握力を一生覚えている -  - ガスや音ではなく -  - ただ握力だけ。","Một người nắm cổ tay bạn lúc hấp hối. Lực nắm mạnh hơn bạn nghĩ. Bạn nhớ lực nắm đó suốt đời  -  không phải hơi cay hay tiếng động  -  chỉ lực nắm.","26","1.0"
"18","PV_0006","BEAT_02_05","PHASE_EARLY","CONSTRAINT","NARRATION","You write your doctoral thesis on asymmetric warfare  -  how small forces defeat large ones through patience and an absolute willingness to absorb casualties. Your professors give you honors. They don't know you're writing from memory.","非対称戦争に関する博士論文を書く -  - 小さな部隊が忍耐と犠牲を受け入れる絶対的意志でいかに大きな部隊を打ち負かすか。教授は栄誉を与える。記憶から書いていることを知らない。","Bạn viết luận án tiến sĩ về chiến tranh bất đối xứng  -  cách lực lượng nhỏ đánh bại lực lượng lớn bằng kiên nhẫn và sự sẵn sàng tuyệt đối chịu thương vong. Giáo sư cho điểm xuất sắc. Họ không biết bạn viết từ ký ức.","30","0.5"
"19","PV_0006","BEAT_02_04","PHASE_EARLY","REFLECT","NARRATION","You finish an electronics degree between deployments. Then a master's. Then a doctorate in strategic studies. The other officers drink tea. You read case files.","配属の間に電子工学の学位を取る。次に修士。次に戦略学の博士号。他の将校はお茶を飲む。あなたはケースファイルを読む。","Bạn hoàn thành bằng kỹ sư điện tử giữa các đợt triển khai. Rồi thạc sĩ. Rồi tiến sĩ nghiên cứu chiến lược. Sĩ quan khác uống trà. Bạn đọc hồ sơ.","22","0.5"
"20","PV_0006","BEAT_02_06","PHASE_EARLY","REFLECT","NARRATION","The proposal is twelve pages. Single-spaced. Typed on a borrowed typewriter. It outlines a force that will operate in countries where your flag cannot fly  -  through proxies and deniability and patience.","提案は12ページ。シングルスペース。借りたタイプライターで打った。旗を掲げられない国で -  - 代理人と否認可能性と忍耐を通じて -  - 活動する部隊の概要。","Đề xuất dày mười hai trang. Cách dòng đơn. Đánh trên máy đánh chữ mượn. Nó phác thảo lực lượng hoạt động ở những nước nơi lá cờ bạn không thể bay  -  qua ủy nhiệm và chối bỏ và kiên nhẫn.","26","0.5"
"21","PV_0006","BEAT_02_06","PHASE_EARLY","REFLECT","NARRATION","The war ends. Everyone else goes home. You submit a proposal: a unit for the wars the country cannot officially fight.","戦争が終わる。他の全員が帰る。提案書を提出する：国が公式に戦えない戦争のための部隊。","Chiến tranh kết thúc. Ai cũng về nhà. Bạn nộp đề xuất: một đơn vị cho những cuộc chiến đất nước không thể công khai tham gia.","16","0.5"
"22","PV_0006","BEAT_03_01","PHASE_CONFLICT","TIME_MARKER","NARRATION","1988. They approve it. You are the founding commander of the foreign operations unit.","1988年。承認される。あなたは対外作戦部隊の創設司令官。","1988. Họ duyệt. Bạn là chỉ huy sáng lập đơn vị hoạt động nước ngoài.","10","0"
"23","PV_0006","BEAT_03_01","PHASE_CONFLICT","TIME_MARKER","NARRATION","Your job: project force without fingerprints. Train fighters who swear loyalty to the cause  -  not the flag.","あなたの仕事：指紋なしで力を投射する。大義に忠誠を誓う戦士を訓練 -  - 旗にではなく。","Công việc của bạn: triển khai sức mạnh không để dấu vân tay. Huấn luyện chiến binh thề trung thành với lý tưởng  -  không phải lá cờ.","18","0.5"
"24","PV_0006","BEAT_03_02","PHASE_CONFLICT","CONFLICT","NARRATION","You send men to places their passports can't reach. They carry cash in suitcases and weapons in diplomatic pouches and loyalty in their bones.","パスポートでは行けない場所に人を送る。スーツケースに現金、外交行嚢に武器、骨に忠誠を持って。","Bạn gửi người đến nơi hộ chiếu không tới được. Họ mang tiền mặt trong vali và vũ khí trong túi ngoại giao và lòng trung thành trong xương.","22","0.5"
"25","PV_0006","BEAT_03_04","PHASE_CONFLICT","REFLECT","NARRATION","The unit has no public name. No address. No website. If you do this right  -  the world will feel the effects but never trace the source.","部隊には公式名がない。住所がない。ウェブサイトがない。うまくやれば -  - 世界はその影響を感じるが源を辿ることはない。","Đơn vị không có tên công khai. Không địa chỉ. Không trang web. Nếu bạn làm đúng  -  thế giới sẽ cảm nhận hậu quả nhưng không bao giờ truy được nguồn.","21","0.5"
"26","PV_0006","BEAT_03_02","PHASE_CONFLICT","CONFLICT","NARRATION","You merge scattered cells into one organism. Fighters in the mountain country. Operatives in the northern neighbor. Each cell has its own supply line and its own handler and no knowledge of the others.","散らばったセルを一つの有機体に統合する。山岳国の戦士。北の隣国の工作員。各セルは独自の補給線とハンドラーを持ち他のセルの情報は持たない。","Bạn gộp các nhóm phân tán thành một cơ thể. Chiến binh ở xứ núi. Điệp viên ở nước láng giềng phía bắc. Mỗi tế bào có tuyến cung riêng và người liên lạc riêng và không biết gì về nhau.","28","0.5"
"27","PV_0006","BEAT_03_03","PHASE_CONFLICT","CONFLICT","NARRATION","You build training camps that look like farms. You fund militias that look like charities. The empire runs on faith and fear and a phone number only twelve people have.","農場に見えるトレーニングキャンプを作る。慈善団体に見える民兵に資金を出す。帝国は信仰と恐怖と12人だけが持つ電話番号で動く。","Bạn xây trại huấn luyện trông như trang trại. Tài trợ dân quân trông như tổ chức từ thiện. Đế chế chạy bằng đức tin và sợ hãi và số điện thoại chỉ mười hai người có.","25","0.5"
"28","PV_0006","BEAT_03_05","PHASE_CONFLICT","CRISIS","NARRATION","1992. An embassy in South America explodes. Twenty-nine dead.","1992年。南米の大使館が爆発する。二十九人死亡。","1992. Đại sứ quán ở Nam Mỹ nổ tung. Hai mươi chín người chết.","8","1.0"
"29","PV_0006","BEAT_03_06","PHASE_CONFLICT","CRISIS","NARRATION","1994. A community center in the same city. Eighty-five dead.","1994年。同じ街のコミュニティセンター。八十五人死亡。","1994. Trung tâm cộng đồng ở cùng thành phố. Tám mươi lăm người chết.","8","0"
"30","PV_0006","BEAT_03_06","PHASE_CONFLICT","CRISIS","NARRATION","Families. Children. A building turned into a crater in the middle of a neighborhood that had nothing to do with your country.","家族。子供。あなたの国と何の関係もない地区のど真ん中でビルがクレーターになった。","Gia đình. Trẻ em. Một toà nhà biến thành hố bom giữa khu phố không liên quan gì đến đất nước bạn.","18","0"
"31","PV_0006","BEAT_03_06","PHASE_CONFLICT","CRISIS","NARRATION","The morning after the explosion you receive a briefing. Rescue workers pulled bodies from rubble for three days. The youngest victim was a child who had come for a language lesson.","爆発の翌朝ブリーフィングを受ける。救助隊が三日間瓦礫から遺体を引き出した。最年少の犠牲者は語学レッスンに来ていた子供。","Sáng hôm sau vụ nổ bạn nhận báo cáo. Cứu hộ kéo xác ra khỏi đống đổ nát ba ngày. Nạn nhân nhỏ tuổi nhất là đứa trẻ đến học ngoại ngữ.","23","0"
"32","PV_0006","BEAT_03_06","PHASE_CONFLICT","CRISIS","NARRATION","They attribute it to your unit.","彼らはあなたの部隊の仕業とする。","Họ gán cho đơn vị bạn.","5","1.5"
"33","PV_0006","BEAT_03_06","PHASE_CONFLICT","CRISIS","NARRATION","You read the briefing standing up. You fold it. You place it on the left side of the desk  -  the side where you put things you will never read again but will also never discard.","ブリーフィングを立ったまま読む。折りたたむ。デスクの左側に置く -  - 二度と読まないが決して捨てもしないものを置く側。","Bạn đọc báo cáo đứng. Gấp lại. Đặt phía bên trái bàn  -  phía bạn để những thứ không bao giờ đọc lại nhưng cũng không bao giờ vứt.","27","1.0"
"34","PV_0006","BEAT_04_02","PHASE_CRISIS","REFLECT","NARRATION","The irony is that the same warrant that traps you inside the country is the proof of your competence. They would not have issued it if you hadn't been effective. In a way  -  the arrest warrant is your best performance review.","皮肉なのは、あなたを国内に閉じ込める令状が能力の証拠でもあること。効果がなければ発行されなかった。ある意味 -  - 逮捕状が最高の業績評価。","Sự mỉa mai là lệnh bắt giam bạn trong nước cũng chính là bằng chứng về năng lực bạn. Họ không phát lệnh nếu bạn không hiệu quả. Theo một cách  -  lệnh bắt là bản đánh giá hiệu suất tốt nhất.","27","0.5"
"35","PV_0006","BEAT_03_07","PHASE_CONFLICT","CONSTRAINT","NARRATION","You never confirm. You never deny. You return to headquarters and continue building the network as if the crater is weather that happened somewhere far away.","決して認めない。決して否定しない。本部に戻り、クレーターがどこか遠くの天気に過ぎないかのようにネットワーク構築を続ける。","Bạn không bao giờ thừa nhận. Không bao giờ phủ nhận. Về sở chỉ huy và tiếp tục xây mạng lưới như thể hố bom chỉ là thời tiết xảy ra ở nơi rất xa.","26","0.5"
"36","PV_0006","BEAT_03_08","PHASE_CONFLICT","TIME_MARKER","NARRATION","1997. You hand the unit to your successor. He will become the most famous military figure in the region  -  a strategist who walks through airports openly.","1997年。部隊を後任に引き渡す。彼は地域で最も有名な軍事人物になる -  - 空港を堂々と歩く戦略家。","1997. Bạn bàn giao đơn vị cho người kế nhiệm. Anh ta sẽ trở thành nhân vật quân sự nổi tiếng nhất khu vực  -  một chiến lược gia đi qua sân bay công khai.","20","0"
"37","PV_0006","BEAT_03_08","PHASE_CONFLICT","TIME_MARKER","NARRATION","You warned him about that.","あなたはそのことを警告した。","Bạn cảnh báo anh ta về điều đó.","5","2.0"
"38","PV_0006","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","2007. The international police agency publishes your photograph next to a Red Notice. One hundred and ninety countries.","2007年。国際警察機関があなたの写真をレッドノーティスと共に公開。190カ国。","2007. Cơ quan cảnh sát quốc tế đăng ảnh bạn kèm lệnh bắt đỏ. Một trăm chín mươi nước.","14","0"
"39","PV_0006","BEAT_04_03","PHASE_CRISIS","TIME_MARKER","NARRATION","The missiles you procure during these years will be the ones your officers fire without your permission a decade later. You just don't know that yet.","この年に調達するミサイルは十年後にあなたの許可なしに将校が発射するものになる。まだそれを知らない。","Tên lửa bạn mua trong những năm này sẽ là thứ sĩ quan bạn phóng mà không có phép bạn mười năm sau. Bạn chỉ chưa biết điều đó.","20","0.5"
"40","PV_0006","BEAT_04_02","PHASE_CRISIS","REFLECT","NARRATION","You cannot leave the country. But you don't need to. Everything you built operates without your passport.","国を出られない。しかし出る必要がない。あなたが築いたすべてがパスポートなしで機能する。","Bạn không thể rời đất nước. Nhưng không cần. Mọi thứ bạn xây hoạt động mà không cần hộ chiếu bạn.","14","0.5"
"41","PV_0006","BEAT_04_02","PHASE_CRISIS","REFLECT","NARRATION","You stop traveling internationally. But the work continues. The machine does not require your physical presence. That was the design  -  and now it becomes your prison.","海外渡航をやめる。しかし仕事は続く。機械はあなたの物理的存在を必要としない。それが設計だった -  - 今やそれがあなたの牢獄になる。","Bạn ngừng đi quốc tế. Nhưng công việc tiếp tục. Cỗ máy không cần sự hiện diện vật lý của bạn. Đó là thiết kế  -  và giờ nó thành nhà tù của bạn.","20","0.5"
"42","PV_0006","BEAT_04_03","PHASE_CRISIS","TIME_MARKER","NARRATION","2009. Defense minister. You sign procurement contracts worth billions. Engineers show you warhead trajectories. You nod. You sign. The missiles are manufactured. Stored. Pointed.","2009年。国防大臣。数十億の調達契約に署名。エンジニアが弾頭軌道を見せる。うなずく。署名する。ミサイルが製造される。保管される。照準される。","2009. Bộ trưởng quốc phòng. Bạn ký hợp đồng mua sắm trị giá hàng tỷ. Kỹ sư trình bày quỹ đạo đầu đạn. Bạn gật đầu. Ký. Tên lửa được sản xuất. Lưu kho. Nhắm.","20","0.5"
"43","PV_0006","BEAT_04_04","PHASE_CRISIS","TIME_MARKER","NARRATION","2021. Interior minister. Police. Checkpoints. Internal security.","2021年。内務大臣。警察。検問所。国内治安。","2021. Bộ trưởng nội vụ. Công an. Trạm kiểm soát. An ninh nội địa.","5","0.5"
"44","PV_0006","BEAT_04_05","PHASE_CRISIS","CRISIS","NARRATION","2022. Women pull scarves from their hair. They dance in the street. They shout the name of a girl who died in a police station.","2022年。女性が髪からスカーフを引き抜く。街で踊る。警察署で死んだ少女の名前を叫ぶ。","2022. Phụ nữ kéo khăn khỏi tóc. Họ nhảy múa trên phố. Họ hô tên cô gái chết trong đồn công an.","15","0"
"45","PV_0006","BEAT_04_05","PHASE_CRISIS","CRISIS","NARRATION","You direct the response. Rubber bullets first. Then real ones. The country burns for months.","あなたが対応を指揮する。最初はゴム弾。次に実弾。国が数ヶ月燃える。","Bạn chỉ đạo đáp trả. Đạn cao su trước. Rồi đạn thật. Đất nước cháy hàng tháng.","12","0.5"
"46","PV_0006","BEAT_04_05","PHASE_CRISIS","CRISIS","NARRATION","You sign the operational guidelines. Not the executions. Just the system that makes them possible.","作戦ガイドラインに署名する。処刑にではない。それを可能にするシステムに。","Bạn ký duyệt hướng dẫn tác chiến. Không phải việc giết. Chỉ hệ thống khiến việc đó có thể xảy ra.","13","0"
"47","PV_0006","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","The girl's name becomes a chant.","少女の名前がスローガンになる。","Tên cô gái thành khẩu hiệu.","5","0"
"48","PV_0006","BEAT_04_08","PHASE_CRISIS","CRISIS","NARRATION","You sit alone in a room with the lights off for thirty minutes after you hear the news. Not grief. Processing. You catalog the operational implications of the vacancy the way you were trained to catalog enemy casualties.","ニュースを聞いた後30分間暗い部屋に一人座る。悲しみではない。処理。空席の作戦上の影響を、敵の死傷者をカタログ化するよう訓練されたのと同じ方法で整理する。","Bạn ngồi một mình trong phòng tắt đèn ba mươi phút sau khi nghe tin. Không phải đau buồn. Xử lý. Bạn phân loại hàm ý tác chiến của vị trí trống theo cách bạn được huấn luyện phân loại thương vong đối phương.","28","0"
"49","PV_0006","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","Your name stays off every banner.","あなたの名前はどの横断幕にも載らない。","Tên bạn không xuất hiện trên bất kỳ biểu ngữ nào.","5","1.5"
"50","PV_0006","BEAT_04_08","PHASE_CRISIS","CRISIS","NARRATION","Then the lights come on and you are a tactician again.","そしてライトがつき、再び戦術家に戻る。","Rồi đèn bật và bạn lại là nhà chiến thuật.","9","1.5"
"51","PV_0006","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","At night you review casualty reports from the protests. Names you don't recognize. Ages that shouldn't be on a list. You close the folder. You open the next one.","夜に抗議の死傷者報告を確認する。見覚えのない名前。リストにあるべきでない年齢。フォルダを閉じる。次を開く。","Ban đêm bạn xem báo cáo thương vong từ biểu tình. Tên bạn không nhận ra. Tuổi không nên có trên danh sách. Bạn gấp hồ sơ. Mở hồ sơ tiếp.","20","0.5"
"52","PV_0006","BEAT_04_07","PHASE_CRISIS","REFLECT","NARRATION","Your successor at the foreign unit  -  the one the world called a legend  -  killed by a drone strike in 2020.","対外部隊の後任 -  - 世界が伝説と呼んだ男 -  - 2020年にドローン攻撃で殺害。","Người kế nhiệm ở đơn vị nước ngoài  -  người thế giới gọi là huyền thoại  -  bị drone giết năm 2020.","15","0"
"53","PV_0006","BEAT_04_07","PHASE_CRISIS","REFLECT","NARRATION","You watched the footage on a phone screen in a bathroom. Standing. Alone. You replayed it once. Then you put the phone in your pocket and washed your hands and went back to the meeting.","バスルームで電話の画面で映像を見た。立って。一人で。一度巻き戻した。そして電話をポケットに入れ手を洗い会議に戻った。","Bạn xem đoạn phim trên màn hình điện thoại trong nhà vệ sinh. Đứng. Một mình. Bạn phát lại một lần. Rồi bỏ điện thoại vào túi và rửa tay và quay lại cuộc họp.","25","1.0"
"54","PV_0006","BEAT_04_08","PHASE_CRISIS","CRISIS","NARRATION","June 2025. The first guard commander is killed. His chair is empty before the fires go out.","2025年6月。最初の衛兵司令官が殺害。火が消える前に彼の椅子は空。","Tháng sáu 2025. Chỉ huy vệ binh đầu tiên bị giết. Ghế ông trống trước khi lửa tắt.","13","0.5"
"55","PV_0006","BEAT_04_09","PHASE_CRISIS","TIME_MARKER","NARRATION","December 2025. You are appointed deputy commander. The ceremony is small  -  seven officers in a room the size of a freight container. No photograph is taken. You shake one hand. You sign one document. You leave through a different door than the one you entered.","2025年12月。副司令官に任命。式典は小さい -  - 貨物コンテナ大の部屋に七人の将校。写真は撮らない。一つの手を握る。一つの書類に署名する。入った扉とは違う扉から出る。","Tháng mười hai 2025. Bạn được bổ nhiệm phó chỉ huy. Lễ nhỏ  -  bảy sĩ quan trong phòng cỡ thùng container. Không chụp ảnh. Bạn bắt một tay. Ký một giấy. Rời qua cửa khác cửa bạn vào.","38","0"
"56","PV_0006","BEAT_04_10","PHASE_CRISIS","REFLECT","NARRATION","Everyone in the room understands what that means. If the next strike comes  -  you are what remains.","部屋の全員がそれが何を意味するか理解している。次の攻撃が来たら -  - あなたが残るもの。","Mọi người trong phòng hiểu điều đó nghĩa là gì. Nếu đợt tấn công tiếp đến  -  bạn là thứ còn lại.","14","2.0"
"57","PV_0006","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","February 28. The largest coordinated strike in the region's history lands before sunrise. Three waves. Each one calibrated to hit the rescue teams responding to the previous.","2月28日。地域史上最大の協調攻撃が日の出前に着弾。三波。各波は前の波の救助チームを狙って調整。","28 tháng 2. Đợt tấn công phối hợp lớn nhất lịch sử khu vực đánh xuống trước bình minh. Ba đợt. Mỗi đợt được tính để đánh đội cứu hộ đang ứng cứu đợt trước.","25","0.5"
"58","PV_0006","BEAT_05_03","PHASE_CRISIS_PEAK","REFLECT","NARRATION","Forty years of building shadow networks. You changed your name at twenty-one. You never sat in the same chair twice. You filed no paperwork for the basement. The shadow saved your life  -  because the shadow was always you.","40年間影のネットワークを構築してきた。二十一歳で名前を変えた。同じ椅子に二度座らなかった。地下室の書類を作らなかった。影があなたの命を救った -  - 影は常にあなた自身だったから。","Bốn mươi năm xây mạng lưới bóng tối. Bạn đổi tên lúc hai mươi mốt. Không bao giờ ngồi cùng ghế hai lần. Không làm giấy tờ cho tầng hầm. Bóng tối cứu mạng bạn  -  vì bóng tối luôn là bạn.","30","1.5"
"59","PV_0006","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","You are in the basement when you feel the first concussion wave. Not close enough to shake the table  -  but close enough that the water in the glass ripples.","地下室にいる時最初の衝撃波を感じる。テーブルを揺らすほど近くない -  - しかしコップの水に波紋が立つほど近い。","Bạn đang ở tầng hầm khi cảm nhận sóng xung kích đầu tiên. Không đủ gần để rung bàn  -  nhưng đủ gần để nước trong cốc gợn sóng.","21","0.5"
"60","PV_0006","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The second commander  -  dead. Chief of staff  -  dead. Defense minister  -  dead.","二人目の司令官 -  - 死亡。参謀長 -  - 死亡。国防大臣 -  - 死亡。","Chỉ huy thứ hai  -  chết. Tham mưu trưởng  -  chết. Bộ trưởng quốc phòng  -  chết.","9","0"
"61","PV_0006","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The supreme authority  -  dead.","最高権威 -  - 死亡。","Quyền lực tối cao  -  chết.","3","0"
"62","PV_0006","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","NARRATION","All in the same hour.","すべて同じ時間内。","Tất cả trong cùng một giờ.","5","1.5"
"63","PV_0006","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","NARRATION","Your hands stop. Just for a second. Your knuckles press white against the edge of the table.","手が止まる。ほんの一瞬。拳がテーブルの端に白く押し付けられる。","Tay bạn dừng lại. Chỉ một giây. Các đốt ngón ấn trắng bệch vào mép bàn.","14","0"
"64","PV_0006","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","NARRATION","Then you breathe.","それから息をする。","Rồi bạn thở.","3","0"
"65","PV_0006","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","NARRATION","And your hands move again.","そして手が再び動く。","Và tay bạn lại cử động.","5","1.5"
"66","PV_0006","BEAT_05_03","PHASE_CRISIS_PEAK","REFLECT","NARRATION","You survive because you were not at the compound. Not at the ministry. You were in a basement nobody filed paperwork for.","生き残った。邸宅にいなかったから。省庁にもいなかった。誰も書類を作っていない地下室にいた。","Bạn sống vì không ở khu dinh thự. Không ở bộ. Bạn ở tầng hầm không ai làm giấy tờ.","18","1.0"
"67","PV_0006","BEAT_05_04","PHASE_CRISIS_PEAK","TIME_MARKER","NARRATION","March 1. A phone call in a bunker that smells like diesel. Commander-in-chief. Effective immediately.","3月1日。ディーゼルの匂いがする地下壕での電話。最高司令官。即時発効。","Ngày 1 tháng 3. Cuộc gọi trong hầm mùi dầu diesel. Tổng chỉ huy. Có hiệu lực ngay.","12","0"
"68","PV_0006","BEAT_05_04","PHASE_CRISIS_PEAK","TIME_MARKER","NARRATION","The phone rang three times before anyone dared answer.","電話が三回鳴ってからやっと誰かが出た。","Điện thoại reo ba lần trước khi ai dám trả lời.","8","2.0"
