Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0018_011,31,33,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Three faceless instructor stickmen (blank white circle heads) in business casual standing calmly in foreground. Behind them through large window, a building smolders with orange flames and black smoke. The instructors show no reaction - postures relaxed, hands clasped behind backs. CIA training compound exterior visible - concrete barriers, gravel lot, government vehicle parked to side. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_012,34,35,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit, white shirt, no tie. Dark neat hair. Dot eyes, focused determined expression. Engaged in conversation with faceless stickman (blank white circle head) at a cocktail reception. Two glasses on high table between them. The faceless person tilted slightly toward him showing engagement. CIA graduation event - wood-paneled function room, chandelier overhead, dark curtains, polished parquet floor. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_013,36,36a,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit walking through busy corridor. Dark neat hair. Dot eyes, focused determined expression. Other faceless stickmen (blank white circle heads) walk past without noticing him. CIA headquarters corridor - institutional grey carpet, recessed lighting, heavy fire doors, water fountain mounted on wall. The subject blends into the flow of pedestrian traffic. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_014,36b,36b,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit walking alone down long empty hallway. Dark neat hair. Dot eyes, focused determined expression. Fading footprints behind him on polished floor - visual metaphor for leaving no trace. Government building hallway - polished linoleum, strip fluorescent lights, closed office doors lining both sides, emergency exit at far end. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_015,37,39,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit, white shirt, no tie. Dark neat hair. Dot eyes, focused determined expression. Stepping out of sedan into blinding Gulf city heat. Diplomatic passport visible in breast pocket. Glass-and-steel commercial tower rising above him - modern Persian Gulf architecture with reflective blue panels, white marble lobby entrance, palm trees lining circular driveway, heat waves rising off asphalt. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_016,40,42,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit, white shirt. Dark neat hair. Dot eyes, focused determined expression. Walking past reception desk in office lobby toward unmarked steel door with no visible handle. Reception desk has glossy brochures and corporate logo. Behind the steel door, dark corridor visible through slightly ajar gap. Corporate office lobby - marble floor, potted orchids, recessed spotlights, glass partition walls, leather waiting chairs. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_017,43,46,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit seated at desk in windowless room. Dark neat hair. Dot eyes, focused determined expression. Multiple screens on wall showing maps of Iran - city layouts, road networks, facility locations. Fluorescent ceiling panels casting harsh white light. SCIF interior - sound-dampening grey walls, cable conduits running along ceiling, secure communications equipment on desk, combination-lock filing cabinet, ventilation grille. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_018,47,50,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit studying documents at desk. Dark neat hair. Dot eyes, focused determined expression. Target profile folders spread open on desk surface. Pen in hand marking notes. SCIF interior - four monitors showing different intelligence feeds, desk lamp angled down, classified document binder, institutional grey walls, small personal coffee mug. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_019,51,54,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit seated across from second stickman (faceless, blank white circle head) in grey jacket, slight build. Dark neat hair. Dot eyes, focused determined expression. Tea cup in front of the faceless asset. The asset checking wristwatch. Dubai cafe interior - different from HOOK cafe, smaller venue, plastic chairs, narrow space, ceiling fan spinning, afternoon light through dusty window, cluttered counter with glass pastry case. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_020,55,57,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Close view of the faceless asset stickman (blank white circle head) in grey jacket - same jacket visible in detail, sleeve edges frayed slightly. Wristwatch on left wrist, hand reaching to check time. Tea cup steaming nearby. Subject stickman in navy suit partially visible at table edge, observing. Dubai cafe detail - marble table surface, brass sugar bowl, small glass of water beside tea cup. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_021,58,61,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit sharing elevator with faceless stickman (blank white circle head) in grey jacket. Dark neat hair. Dot eyes, focused determined expression. Both standing facing elevator doors, appropriate distance apart. Modern office building elevator interior - brushed steel walls, digital floor indicator, mirrored back wall, fluorescent ceiling strip. Months of proximity compressed into one image. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_022,61a,63,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit seated in hotel lobby with faceless stickman (blank white circle head) in grey jacket. Dark neat hair. Dot eyes, focused determined expression. Both holding tea cups casually. SUBJECT leaning slightly forward, listening with manufactured interest. Grand hotel lobby - marble columns, chandelier overhead, leather club chairs around low coffee table, tropical plants in brass planters, concierge desk visible in background. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_023,64,66,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit seated across from faceless stickman (blank white circle head) in grey jacket. Dark neat hair. Dot eyes, focused determined expression. The faceless asset glancing toward cafe exit door anxiously. SUBJECT maintaining composed posture, observing the reaction. Small cafe interior - tiled walls, single overhead bulb, wooden stools, narrow passage to back exit, spice jars on shelf, copper coffee equipment. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_024,67,69,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit walking through crowded Dubai souk market. Dark neat hair. Dot eyes, focused determined expression. Surrounded by hanging fabrics, brass lanterns, spice baskets, narrow alley with canvas shade overhead. Small faceless stickmen (blank white circle heads) as market vendors and shoppers in background. SUBJECT reading folded newspaper while walking - alert scanning over paper edge. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_025,70,73,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit on Dubai street pausing near shop window. Dark neat hair. Dot eyes, focused determined expression. Using window reflection to observe street behind him. In the reflection, a faceless stickman (blank white circle head) in light shirt but distinctive dark shoes passes behind him. Dubai commercial street - glass storefronts, parked white sedan, palm tree shadow on sidewalk, distant minaret, afternoon golden light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_026,74,78,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit checking side-view mirror of parked car. Dark neat hair. Dot eyes, focused determined expression. Scanning street behind for surveillance. Dubai side street - narrow, cars parked bumper to bumper, laundry hanging from apartment balconies above, air conditioning units dripping water, late afternoon shadow cutting diagonally across pavement. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_027,79,84,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit seated across from faceless stickman (blank white circle head) in grey jacket at cafe table. Dark neat hair. Dot eyes, focused determined expression. Both leaning forward slightly in conversation. SUBJECT with manufactured laugh visible in posture - head tilted back. Faceless asset with tea cup raised halfway. Gulf cafe interior - plastic outdoor chairs under awning, potted bougainvillea, tiled floor, view of parking lot through glass. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_028,85,91,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit exiting through back door of cafe into alley. Dark neat hair. Dot eyes, focused determined expression. Looking both directions down narrow alley before stepping out. Behind him through closing door, empty cafe table with two cups visible. Dubai back alley - dumpsters, fire escape ladder, concrete block wall, single yellow bulb over service entrance, gravel underfoot. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_029,92,93,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in navy suit standing alone in empty alley behind cafe. Dark neat hair. Dot eyes, focused determined expression. Standing perfectly still, listening. No other figures visible. Empty street stretching in both directions. Dubai residential alley at dusk - air conditioning units humming on walls, stray cat on ledge, satellite dishes on rooftops, purple twilight sky, single working streetlight. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_030,94,95,PHASE_EARLY,TEXT_OVERLAY,"Dark navy blue background. Large bold white sans-serif text centered: 'You don't kill anyone.' Smaller text below: 'You just convince them to go back.' Minimal - no textures, no decoration. Tiny stickman silhouette bottom-right holding newspaper. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0018_031,96,96b,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Standing in CIA Gulf station main office amid newly arriving faceless stickmen (blank white circle heads) in business casual carrying boxes and folders. Gulf CIA station interior - open-plan office behind steel security door, modular desks with dual monitors, fluorescent overhead panels, combination-lock filing cabinets, industrial grey carpet, air conditioning unit humming. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_032,96c,99,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. At desk reviewing stacked cable folders while multiple faceless stickmen (blank white circle heads) in business casual move urgently between workstations. Gulf CIA station interior - papers piling on every surface, three monitors showing operation feeds, desk lamp casting pool of light, wall clock showing late hour, coffee cups abandoned on side table. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_033,100,101,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Seated at desk reading memo document held in both hands. SCIF interior - grey sound-dampened walls, overhead fluorescent panel, single desk with classified binder, ventilation grille, institutional office environment. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_034,102,104,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. At desk with wall calendar showing dates crossed off rapidly. Thin personnel files spread open on desk surface contrasting thick reference binders on shelf. SCIF interior - wall-mounted calendar with compressed timeline marks, filing cabinet drawer open, desk lamp, secure phone handset, grey institutional walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
