"VO_ID","Episode_ID","Beat_ID","Life_Phase","Beat_Type","VO_Type","VO_EN","VO_JA","VO_VI","Word_Count_EN","Pause_After"
"52","PV_0005","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","The order goes out on a Friday. By Sunday the streets are empty. The hospitals are not.","命令は金曜日に出る。日曜までに街は空。病院はそうではない。","Lệnh phát ra ngày thứ Sáu. Đến Chủ nhật đường phố trống. Bệnh viện thì không.","14","0.5"
"53","PV_0005","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","2019. Fuel prices spike. The streets fill again. This time you don't wait.","2019年。燃料価格が急騰。再び街が埋まる。今回は待たない。","2019. Giá nhiên liệu tăng vọt. Đường phố lại đầy. Lần này bạn không đợi.","11","0"
"54","PV_0005","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","Fifteen hundred dead in three days. The internet goes dark. The world finds out later.","三日間で千五百人死亡。インターネットが遮断される。世界は後で知る。","Một nghìn năm trăm người chết trong ba ngày. Internet tắt. Thế giới biết sau.","13","0.5"
"55","PV_0005","BEAT_04_07","PHASE_CRISIS","CRISIS","NARRATION","2022. Women pull the headscarves from their hair in the middle of the street. They burn them.","2022年。女性たちが道の真ん中で髪からヘッドスカーフを引き抜く。燃やす。","2022. Phụ nữ kéo khăn trùm khỏi tóc giữa phố. Họ đốt.","12","0"
"56","PV_0005","BEAT_04_07","PHASE_CRISIS","CRISIS","WEIGHT_LINE","You give the same order. The militia gives the same answer.","同じ命令を出す。民兵は同じ答えを返す。","Bạn ra cùng mệnh lệnh. Dân quân cho cùng câu trả lời.","10","1.5"
"57","PV_0005","BEAT_04_08","PHASE_CRISIS","REFLECT","NARRATION","Each crackdown makes you more powerful. And each one makes you harder to find.","弾圧のたびに力が増す。そしてたびに見つけにくくなる。","Mỗi cuộc đàn áp khiến bạn mạnh hơn. Và mỗi lần khiến bạn khó tìm hơn.","12","0"
"58","PV_0005","BEAT_04_08","PHASE_CRISIS","REFLECT","WEIGHT_LINE","You are becoming your own shadow.","自分自身の影になりつつある。","Bạn đang trở thành cái bóng của chính mình.","6","1.5"
"59","PV_0005","BEAT_04_09","PHASE_CRISIS","CONSTRAINT","NARRATION","Your father is aging. His eyes are failing. His hands shake during public prayers. The succession question starts circulating in rooms you used to control.","父が老いている。目が衰えている。公の祈りで手が震える。かつてあなたが支配していた部屋で後継者問題が回り始める。","Cha bạn đang già. Mắt yếu dần. Tay run trong lúc cầu nguyện công khai. Câu hỏi kế vị bắt đầu lan trong những phòng bạn từng kiểm soát.","24","0.5"
"60","PV_0005","BEAT_04_10","PHASE_CRISIS","REFLECT","NARRATION","You are not the only candidate. There are senior clerics with decades more study and titles you will never hold.","あなたが唯一の候補ではない。何十年も多く学び、あなたが決して持てない称号を持つ上級聖職者がいる。","Bạn không phải ứng viên duy nhất. Có những đại giáo sĩ học nhiều hơn hàng thập kỷ và mang danh hiệu bạn không bao giờ đạt.","20","0"
"61","PV_0005","BEAT_04_10","PHASE_CRISIS","REFLECT","WEIGHT_LINE","But you are the one who holds the guard. And the guard holds the guns.","しかしあなたが防衛隊を握っている。そして防衛隊が銃を握っている。","Nhưng bạn là người nắm lực lượng vệ binh. Và vệ binh nắm súng.","14","2.0"
"62","PV_0005","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","February 28. Before dawn. The missiles come before the sirens.","2月28日。夜明け前。サイレンの前にミサイルが来る。","28 tháng 2. Trước bình minh. Tên lửa đến trước còi báo động.","9","0"
"63","PV_0005","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","There is no warning. The air defense network — the one your guard commander promised would stop anything — doesn't activate in time.","警告はない。防空ネットワーク——防衛隊司令官が何でも止められると約束したもの——が間に合わない。","Không có cảnh báo. Hệ thống phòng không — thứ tư lệnh vệ binh cam đoan sẽ chặn mọi thứ — không kích hoạt kịp.","18","0.5"
"64","PV_0005","BEAT_05_01","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The compound shakes. Then it breaks apart. Concrete falls in slabs the size of cars.","邸宅が揺れる。そして崩れる。車サイズのコンクリートの塊が落ちる。","Khu dinh thự rung. Rồi vỡ ra. Bê tông rơi thành tảng lớn bằng xe hơi.","14","0.5"
"65","PV_0005","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The man who sat in the supreme chair for thirty-seven years. Dead. Under rubble he once called home.","三十七年間最高の椅子に座った男。死亡。かつて家と呼んだ瓦礫の下。","Người ngồi trên ghế tối cao ba mươi bảy năm. Chết. Dưới đống đổ nát từng gọi là nhà.","16","0"
"66","PV_0005","BEAT_05_02","PHASE_CRISIS_PEAK","CRISIS","WEIGHT_LINE","Your father.","あなたの父。","Cha bạn.","2","2.0"
"67","PV_0005","BEAT_05_03","PHASE_CRISIS_PEAK","CRISIS","NARRATION","Your wife. Same building. Same wave of pressure. Same silence after.","妻。同じ建物。同じ衝撃波。同じ後の沈黙。","Vợ bạn. Cùng toà nhà. Cùng sóng xung kích. Cùng sự im lặng sau đó.","10","0"
"68","PV_0005","BEAT_05_03","PHASE_CRISIS_PEAK","CRISIS","NARRATION","The last time you saw her face — you were arguing about where the children would sleep that week. That's the last image. That one.","最後に彼女の顔を見た時——その週子供たちがどこで寝るかで言い争っていた。それが最後の映像。それ。","Lần cuối bạn nhìn mặt vợ — hai người đang cãi nhau về chỗ ngủ của bọn trẻ tuần đó. Đó là hình ảnh cuối. Cái đó.","24","0.5"
"69","PV_0005","BEAT_05_04","PHASE_CRISIS_PEAK","CRISIS","NARRATION","You are pulled from the debris. Something is wrong with your body — which part depends on who is telling the story.","瓦礫から引き出される。体のどこかがおかしい——どの部分かは語り手による。","Bạn được kéo ra khỏi đống đổ nát. Cơ thể bạn có gì đó sai — phần nào thì tuỳ ai kể.","19","0"
"70","PV_0005","BEAT_05_04","PHASE_CRISIS_PEAK","CRISIS","NARRATION","Your jaw tightens. One single tremor runs from your shoulder to your wrist — then stops. You fold your hands. The medic doesn't notice.","あごが締まる。一つの震えが肩から手首を走って止まる。手を組む。衛生兵は気づかない。","Hàm bạn siết lại. Một cơn run duy nhất chạy từ vai xuống cổ tay — rồi dừng. Bạn khoanh tay. Quân y không nhận ra.","22","0.5"
"71","PV_0005","BEAT_05_05","PHASE_CRISIS_PEAK","CONSTRAINT","NARRATION","Three children. Their status is classified. Even from you — sometimes — it feels classified.","三人の子供。彼らの状態は機密。あなたからさえ——時々——機密に感じる。","Ba đứa con. Tình trạng: mật. Ngay cả với bạn — đôi khi — cũng cảm giác là mật.","12","0.5"
"72","PV_0005","BEAT_05_06","PHASE_CRISIS_PEAK","REFLECT","NARRATION","The boy who was ten during the revolution — now the casualty of a war someone else started from a bunker on the other side of the region.","革命時に十歳だった少年——今や地域の反対側の地下壕から誰かが始めた戦争の犠牲者。","Cậu bé mười tuổi trong cuộc cách mạng — giờ là nạn nhân cuộc chiến ai đó khởi xướng từ hầm ngầm phía bên kia khu vực.","25","2.0"
"73","PV_0005","BEAT_06_01","PHASE_RESOLUTION","TIME_MARKER","NARRATION","An interim council takes control. The president and the chief justice and a senior cleric. They issue statements. They manage the surface.","暫定評議会が統制を取る。大統領と最高裁長官と上級聖職者。声明を出す。表面を管理する。","Hội đồng tạm quyền nắm kiểm soát. Tổng thống và chánh án và đại giáo sĩ. Họ ra tuyên bố. Họ quản lý bề mặt.","18","0.5"
"74","PV_0005","BEAT_06_02","PHASE_RESOLUTION","CONFLICT","NARRATION","The president — the moderate one — wants to negotiate. Open a channel. Talk.","大統領——穏健派——は交渉したがっている。チャンネルを開く。話す。","Tổng thống — người ôn hoà — muốn đàm phán. Mở kênh liên lạc. Nói chuyện.","9","0"
"75","PV_0005","BEAT_06_02","PHASE_RESOLUTION","CONFLICT","WEIGHT_LINE","The guard says no. The guard doesn't ask.","防衛隊がノーと言う。防衛隊は聞かない。","Vệ binh nói không. Vệ binh không hỏi ý kiến.","8","1.5"
"76","PV_0005","BEAT_06_03","PHASE_RESOLUTION","TIME_MARKER","NARRATION","The council of eighty-eight clerics convenes. Emergency session. Virtual — because their meeting halls were bombed.","八十八人の聖職者評議会が召集される。緊急会議。仮想——会議場が爆撃されたから。","Hội đồng tám mươi tám giáo sĩ triệu tập. Phiên khẩn cấp. Trực tuyến — vì phòng họp đã bị ném bom.","15","0.5"
"77","PV_0005","BEAT_06_04","PHASE_RESOLUTION","CONFLICT","NARRATION","There are other candidates. Older clerics. Higher rank. Decades more study. They have the theology you never earned.","他の候補者がいる。年上の聖職者。高い位。何十年も多くの学問。あなたが得なかった神学を持っている。","Có ứng viên khác. Giáo sĩ cao tuổi hơn. Cấp bậc cao hơn. Học nhiều hơn hàng thập kỷ. Họ có thần học bạn chưa bao giờ đạt.","17","0.5"
"78","PV_0005","BEAT_06_05","PHASE_RESOLUTION","CRISIS","NARRATION","The guard commander makes phone calls. One by one. Each member of the council. The message is short.","防衛隊司令官が電話をかける。一人ずつ。評議会の各メンバーに。メッセージは短い。","Tư lệnh vệ binh gọi điện. Từng người một. Từng thành viên hội đồng. Tin nhắn ngắn gọn.","13","0"
"79","PV_0005","BEAT_06_05","PHASE_RESOLUTION","CRISIS","NARRATION","Some members of the council resist. They cite religious law and precedent and the founder's explicit rejection of hereditary rule. The commander listens. Then he repeats the name.","評議会の一部メンバーが抵抗する。宗教法と前例と創設者の世襲統治の明確な拒否を引用する。司令官は聞く。そして名前を繰り返す。","Vài thành viên hội đồng phản đối. Họ viện dẫn giáo luật và tiền lệ và lời người sáng lập dứt khoát bác bỏ cha truyền con nối. Tư lệnh lắng nghe. Rồi ông nhắc lại cái tên.","26","0.5"
"80","PV_0005","BEAT_06_05","PHASE_RESOLUTION","CRISIS","WEIGHT_LINE","One name. The son.","一つの名前。息子。","Một cái tên. Con trai.","4","1.5"
"81","PV_0005","BEAT_06_06","PHASE_RESOLUTION","REFLECT","NARRATION","Do you have the religious authority for this seat? The honest answer is no. You are mid-level. The seat requires the highest.","この座の宗教的権威があるか？正直な答えはノー。中級だ。座は最高を求める。","Bạn có đủ thẩm quyền tôn giáo cho ghế này? Câu trả lời thật là không. Bạn ở cấp trung. Ghế đòi cấp cao nhất.","18","0.5"
"82","PV_0005","BEAT_06_07","PHASE_RESOLUTION","REFLECT","NARRATION","But the men with the guns stand behind you. And in a room where the doors are locked — guns outweigh scripture.","しかし銃を持つ男たちがあなたの後ろに立つ。そしてドアが閉じられた部屋では——銃は経典より重い。","Nhưng những người có súng đứng sau bạn. Và trong phòng kín cửa — súng nặng hơn kinh sách.","17","0.5"
