Clip_ID,Source_Strip,Start_VO_ID,End_VO_ID,Duration_Sec,Camera_Movement,Animation_Note,Veo_Prompt
PV_0016_C011,PV_0016_011,38,42,7.8,SLOW_PAN_RIGHT,"Faceless family stickmen reach to hold surgeon's hands - surgeon stands humbly receiving gratitude.","Stickman surgeon in green scrubs surrounded by three faceless family stickmen holding his hands gratefully in bright hospital corridor with warm sunlight. Slow horizontal pan right, steady pace. Faceless family stickmen reach to hold surgeon's hands - surgeon stands humbly receiving gratitude. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C012,PV_0016_012,43,46,6.9,SLOW_ZOOM_IN,"Stickman lying in bed slowly raises hand to look at own fingers - moonlight catches the outline.","Stickman lying awake in bed looking at own outstretched fingers in apartment bedroom with moonlight through thin curtains, simple nightstand. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman lying in bed slowly raises hand to look at own fingers - moonlight catches the outline. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C013,PV_0016_013,47,49,5.4,SLOW_PAN_RIGHT,"Stickman sorts through bills on table - faceless spouse turns away in background.","Stickman sitting at kitchen table with bills spread out, faceless spouse stickman standing in background near counter in small apartment kitchen. Slow horizontal pan right, steady pace. Stickman sorts through bills on table - faceless spouse turns away in background. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C014,PV_0016_014,50,54,7.2,SLOW_PAN_RIGHT,"Stickman drives slowly - windshield view shows run-down clinic approaching, dawn light shifts.","Stickman driving car in early morning light toward run-down strip mall clinic with faded awning, dawn sky with orange-pink gradient. Slow horizontal pan right, steady pace. Stickman drives slowly - windshield view shows run-down clinic approaching, dawn light shifts. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C015,PV_0016_015,55,59,6.2,SLOW_ZOOM_IN,"Stickman's hands open envelopes - faceless spouse turns and exits frame slowly.","Stickman at kitchen table opening bill envelopes, faceless spouse stickman turning away toward doorway in dim apartment kitchen. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman's hands open envelopes - faceless spouse turns and exits frame slowly. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C016,PV_0016_016,60,62,5.1,SLOW_ZOOM_IN,"Stickman wipes table with one hand then slides bills into drawer with the other - closes drawer.","Stickman wiping kitchen table surface then placing bills into open drawer in small apartment kitchen, dim overhead light. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman wipes table with one hand then slides bills into drawer with the other - closes drawer. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C017,PV_0016_017,63,64,4.5,SLOW_PAN_RIGHT,"Stickman stands tall and proud - subtle chest-out posture shift.","Stickman surgeon standing proudly in hospital corridor wearing clean white coat with hospital badge and stethoscope, polished floor reflecting lights. Slow horizontal pan right, steady pace. Stickman stands tall and proud - subtle chest-out posture shift. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C018,PV_0016_018,65,67,7.2,SLOW_ZOOM_IN,"Stickman reaches hand toward certificate glass - touches it lightly with fingertips.","Stickman standing in dim apartment looking at framed certificate on wall with fingerprint smudges on glass, single lamp and worn couch. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman reaches hand toward certificate glass - touches it lightly with fingertips. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C019,PV_0016_019,68,68,5.5,STATIC,"Text fades in line by line: 'First do no harm.' then smaller 'The oldest oath in medicine.' - otherwise static.","Bold white text on dark navy background: 'First do no harm.' with smaller secondary line below. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C020,PV_0016_020,69,70,4.6,SLOW_ZOOM_IN,"Stickman stands facing wall with determined posture - slight shoulder straightening.","Stickman standing in apartment facing certificate on wall with determined posture, warm dim interior with single lamp glow. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman stands facing wall with determined posture - slight shoulder straightening. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C021,PV_0016_021,71,71,5.0,STATIC,"Text fades in: 'You are thirty-two.' - otherwise static.","Bold white text on dark charcoal background: 'You are thirty-two.' Fixed camera, no movement. Text fades in word by word - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 5.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C022,PV_0016_022,72,77,7.8,SLOW_ZOOM_IN,"Stickman sits motionless at table - camera slowly reveals suitcase by door and empty chair.","Stickman sitting alone at kitchen table with folded note, empty chair opposite, suitcase by front door in dim apartment kitchen. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman sits motionless at table - camera slowly reveals suitcase by door and empty chair. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C023,PV_0016_023,78,80,6.6,SLOW_PAN_RIGHT,"Stickman eats slowly - fork moves mechanically to mouth. Empty chair remains still.","Stickman eating dinner alone at table with empty chair across in dim apartment kitchen, single plate. Slow horizontal pan right, steady pace. Stickman eats slowly - fork moves mechanically to mouth. Empty chair remains still. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C024,PV_0016_024,81,82,5.5,SLOW_ZOOM_IN,"Stickman holds phone to ear - slight head tilt as if listening carefully.","Stickman holding phone to ear in apartment interior with old photo on shelf and dim lamp. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman holds phone to ear - slight head tilt as if listening carefully. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C025,PV_0016_025,83,87,7.8,SLOW_PAN_RIGHT,"Stickman surgeon surveys underground space - head turns slowly taking in the converted basement.","Stickman surgeon standing in converted basement clinic surveying space with medical equipment, steel operating table, and overhead surgical lamp. Slow horizontal pan right, steady pace. Stickman surgeon surveys underground space - head turns slowly taking in the converted basement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C026,PV_0016_026,88,91,6.9,SLOW_ZOOM_IN,"Stickman surgeon's hands arrange instruments on tray - methodical precise placement.","Stickman surgeon in scrubs without badge standing beside underground operating table with surgical instruments laid out on steel tray. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman surgeon's hands arrange instruments on tray - methodical precise placement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C027,PV_0016_027,92,93,4.6,STATIC,"Text fades in: 'You don't.' - otherwise static.","Bold white text on dark charcoal background: 'You don't.' Fixed camera, no movement. Text fades in - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 4.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C028,PV_0016_028,94,97,7.8,SLOW_PAN_RIGHT,"Faceless colleague stickman gestures while explaining - surgeon stickman stands listening.","Two stickmen in basement clinic - surgeon listening, faceless colleague gesturing confidently with expensive watch visible. Slow horizontal pan right, steady pace. Faceless colleague stickman gestures while explaining - surgeon stickman stands listening. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C029,PV_0016_029,98,101,5.4,SLOW_ZOOM_IN,"Faceless donor stickman's calloused hand signs paper - pen moves across clipboard.","Faceless thin-armed donor stickman with calloused hands signing paper on clipboard in basement prep room under harsh fluorescent light. Slow, gentle zoom in toward subject, 10% zoom over full duration. Faceless donor stickman's calloused hand signs paper - pen moves across clipboard. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C030,PV_0016_030,102,105,5.8,SLOW_PAN_RIGHT,"Surgeon stickman averts gaze while faceless donor marks paper - subtle head turn away.","Surgeon stickman watching faceless donor sign paper in basement clinic prep area with disinfectant bottles on metal shelf. Slow horizontal pan right, steady pace. Surgeon stickman averts gaze while faceless donor marks paper - subtle head turn away. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C031,PV_0016_031,106,109,5.8,SLOW_ZOOM_IN,"Surgeon stickman adjusts lamp angle - light cone shifts across table and faceless donor.","Surgeon stickman adjusting overhead surgical lamp over faceless donor on steel operating table in dimly lit basement clinic. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman adjusts lamp angle - light cone shifts across table and faceless donor. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C032,PV_0016_032,110,115,6.3,SLOW_ZOOM_IN,"Surgeon stickman's gloved hands move instruments precisely - cut, extract, close sequence implied.","Close-up of surgeon stickman's gloved hands performing precise surgical procedure under overhead lamp in basement operating room. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's gloved hands move instruments precisely - cut, extract, close sequence implied. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C033,PV_0016_033,116,119,5.5,SLOW_PAN_RIGHT,"Stickman sits in car holding coffee - steam rises slightly from cup. No other movement.","Stickman sitting in car holding warm coffee cup at night-time gas station parking lot, fluorescent canopy light. Slow horizontal pan right, steady pace. Stickman sits in car holding coffee - steam rises slightly from cup. No other movement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C034,PV_0016_034,120,122,5.3,SLOW_ZOOM_IN,"Stickman stares ahead through windshield - no movement except subtle breathing.","Stickman sitting in dark car staring ahead at empty parking lot through windshield with distant gas station lights. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman stares ahead through windshield - no movement except subtle breathing. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C035,PV_0016_035,123,126,5.8,SLOW_ZOOM_IN,"Surgeon stickman's hands wash methodically under running water - rubbing motion between fingers.","Surgeon stickman at small basement sink with hands under running water in basement clinic washroom with concrete walls and single bare bulb. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's hands wash methodically under running water - rubbing motion between fingers. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C036,PV_0016_036,127,128,8.5,SLOW_PAN_RIGHT,"Camera pans from thin donor on left to surgeon center to patient on right - surgeon remains still.","Surgeon stickman centered between two faceless stickman figures on gurneys in basement clinic with dual operating area and single overhead lamp. Slow horizontal pan right, steady pace. Camera pans from thin donor on left to surgeon center to patient on right - surgeon remains still. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C037,PV_0016_037,129,131,4.0,SLOW_ZOOM_IN,"Surgeon stickman stands still looking down at wet hands - slow drip from fingertips.","Surgeon stickman standing still in basement corridor looking down at own wet hands under dim fluorescent tube light. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman stands still looking down at wet hands - slow drip from fingertips. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C038,PV_0016_038,132,134,5.5,SLOW_ZOOM_IN,"Surgeon stickman washes hands with deliberate rubbing motion - steady hands under water stream.","Surgeon stickman washing hands at small sink with rubbing motion in basement washroom with soap dispenser and fluorescent light. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman washes hands with deliberate rubbing motion - steady hands under water stream. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C039,PV_0016_039,135,139,6.9,SLOW_PAN_RIGHT,"Faceless female donor walks barefoot across concrete - surgeon stickman watches from side.","Young faceless female donor stickman walking barefoot on concrete floor into basement prep room, surgeon stickman observing from side. Slow horizontal pan right, steady pace. Faceless female donor walks barefoot across concrete - surgeon stickman watches from side. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C040,PV_0016_040,140,141,4.6,SLOW_ZOOM_IN,"Surgeon stickman's arm extends with IV needle - faceless donor flinches back. Micro-movement.","Surgeon stickman's arm extending with IV needle toward flinching faceless young donor stickman, background fading to cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's arm extends with IV needle - faceless donor flinches back. Micro-movement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C041,PV_0016_041,142,144,5.5,SLOW_ZOOM_IN,"Surgeon stickman pushes syringe - faceless donor goes limp. Surgeon looks away.","Surgeon stickman pushing syringe into IV line while looking away as faceless donor goes limp on table under harsh lamp. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman pushes syringe - faceless donor goes limp. Surgeon looks away. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C042,PV_0016_042,145,147,4.6,SLOW_ZOOM_IN,"Surgeon stickman sits with head slightly bowed - subtle breathing micro-movement only.","Surgeon stickman sitting alone on folding chair with head slightly bowed in dark basement corridor with single bare bulb. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman sits with head slightly bowed - subtle breathing micro-movement only. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C043,PV_0016_043,148,150,3.5,SLOW_ZOOM_IN,"Surgeon stickman performs surgery - multiple transparent overlapping scenes suggest repetition.","Surgeon stickman performing surgery with multiple layered surgical scenes suggesting repeated operations in basement operating room. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman performs surgery - multiple transparent overlapping scenes suggest repetition. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 3.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C044,PV_0016_044,151,153,5.4,SLOW_PAN_RIGHT,"Surgeon stickman walks away from hospital - removes badge mid-step. Sunset shadows lengthen.","Surgeon stickman walking away from hospital building removing badge, sunset casting long shadows on sidewalk. Slow horizontal pan right, steady pace. Surgeon stickman walks away from hospital - removes badge mid-step. Sunset shadows lengthen. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C045,PV_0016_045,154,157,5.4,SLOW_ZOOM_IN,"Surgeon stickman's hands operate with fast precision - instruments move rapidly.","Surgeon stickman operating with fast precise hands in busier basement clinic with multiple instrument trays and calendar showing months. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's hands operate with fast precision - instruments move rapidly. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C046,PV_0016_046,158,162,6.6,SLOW_ZOOM_IN,"Faceless heavy suit stickman stands imposingly in doorway - arms crossed. Surgeon shrinks slightly.","Faceless heavy-build stickman in dark suit with gold rings standing in basement clinic doorway, surgeon stickman in background. Slow, gentle zoom in toward subject, 10% zoom over full duration. Faceless heavy suit stickman stands imposingly in doorway - arms crossed. Surgeon shrinks slightly. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C047,PV_0016_047,163,165,5.5,STATIC,"Text fades in: 'Instructions.' - otherwise static.","Bold white text on dark charcoal background: 'Instructions.' Fixed camera, no movement. Text fades in - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C048,PV_0016_048,166,169,5.1,SLOW_ZOOM_IN,"Surgeon stickman stands still - memory bubble fades in showing crowd, then dissolves to blue.","Surgeon stickman standing alone with memory bubble showing oath ceremony crowd, background fading to cool blue wash. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman stands still - memory bubble fades in showing crowd, then dissolves to blue. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C049,PV_0016_049,170,175,6.2,SLOW_PAN_RIGHT,"Surgeon stickman walks past gurneys - faceless donors lie still. Camera follows steady walk.","Surgeon stickman walking past row of gurneys with multiple faceless sedated donor stickmen in busy underground clinic. Slow horizontal pan right, steady pace. Surgeon stickman walks past gurneys - faceless donors lie still. Camera follows steady walk. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C050,PV_0016_050,176,178,5.8,SLOW_ZOOM_IN,"Surgeon stickman frozen between gloves and scalpel - breathing micro-movement only. Suspended.","Surgeon stickman standing frozen between surgical gloves on table and scalpel, background fading to cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman frozen between gloves and scalpel - breathing micro-movement only. Suspended. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C051,PV_0016_051,179,181,5.1,SLOW_ZOOM_IN,"Surgeon stickman picks up envelope from table - slight hesitation then pockets it.","Surgeon stickman at basement clinic entrance with envelope on small table beside heavy door, rain visible outside. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman picks up envelope from table - slight hesitation then pockets it. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C052,PV_0016_052,182,183,6.5,STATIC,"Text fades in: 'Your hands just cut.' - tiny hand silhouette appears bottom-right. Otherwise static.","Bold white text on dark charcoal background: 'Your hands just cut.' with tiny stickman hand silhouette. Fixed camera, no movement. Text fades in - tiny hand silhouette appears. Otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C053,PV_0016_053,184,186,4.0,SLOW_ZOOM_IN,"Faceless victim lies motionless on table - visible rope marks on wrists. No character movement.","Faceless kidnap victim stickman lying on steel operating table with bruised wrists and rope marks under harsh overhead lamp in basement operating room. Slow, gentle zoom in toward subject, 10% zoom over full duration. Faceless victim lies motionless on table - visible rope marks on wrists. No character movement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C054,PV_0016_054,187,188,4.8,SLOW_ZOOM_IN,"Surgeon stickman checks IV line - hand trembles slightly noticing rope marks. Jaw tightens.","Surgeon stickman checking IV line on victim with rope-marked wrists under harsh overhead lamp in basement operating room. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman checks IV line - hand trembles slightly noticing rope marks. Jaw tightens. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C055,PV_0016_055,189,191,5.1,SLOW_ZOOM_IN,"Faceless victim stickman's body shakes on table - micro-tremors visible. Dread atmosphere.","Faceless victim stickman on operating table with body shaking, restraint marks on wrists, background fading to cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Faceless victim stickman's body shakes on table - micro-tremors visible. Dread atmosphere. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
