Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_03_05,PHASE_CONFLICT,CONFLICT,TENSION,"Drive home. Wife asks how was your day. Fine.","You drive home at six. Past the elementary school on Desert Inn Road. Past the grocery store. Past the park where kids are playing. Your wife asks how your day was. Fine. Your son asks what you do for work. You say dad works with computers. It's not a lie. Not exactly.",47
BEAT_03_06,PHASE_CONFLICT,REFLECT,LONGING,"Fighter pilots call you chair force. Your war doesn't count.","The fighter pilots call you chair force. Your war doesn't count. You've never pulled Gs. Never dodged a missile. Never felt your heart slam against your ribs at Mach one. What you've done is sit in a chair for twelve hours and watch a man live his life so you can end it. But that doesn't count.",52
BEAT_03_07,PHASE_CONFLICT,REFLECT,TENSION,"Psychological whiplash. You talk less and less.","The military doctor will have a name for it later. Psychological whiplash. The rapid transition from lethal combat to domestic normalcy in the same day. You don't know the term yet. You just know you've been talking less. Your wife notices. Your son notices. You notice. But you don't know how to stop it.",51
BEAT_04_01,PHASE_CRISIS,CRISIS,DREAD,"Week seven. JACKPOT in his yard with family. Strike authorized.","Week seven. JACKPOT is sitting in his yard. His wife is pouring tea. The youngest is running circles around the table - the one who plays in the front yard. The one you've watched grow an inch since you started. The headset crackles. Strike authorized. Cleared hot.",44
BEAT_04_02,PHASE_CRISIS,CRISIS,DREAD,"Confirm civilians in compound. Acknowledged. Execute.","You see the child sit down next to his father. You key the mic. Confirm - civilians in compound. Three seconds. The response comes back flat. Acknowledged. Cleared hot. Execute.",29
BEAT_04_03,PHASE_CRISIS,CRISIS,DREAD,"Three seconds. You press. Hellfire drops. The yard is empty.","Your thumb moves. Hellfire drops. Eight seconds of flight time. The screen flashes white. Then it clears. The yard has no table. No chairs. No tea. No child running. No one sitting anymore. The sensor operator beside you takes off his headset. Walks outside the trailer. Five minutes. Neither of you says anything.",51
BEAT_04_04,PHASE_CRISIS,REFLECT,DREAD,"Drive home. Buy Happy Meal. Daughter same age as child on screen.","Shift ends. You drive home. You stop at McDonald's. Order a Happy Meal. Your daughter runs to your legs at the front door. She's four. Same age as the one on the screen. Your wife asks how your day was. Fine. That night you don't sleep. Every time you close your eyes you see the yard.",52
BEAT_05_01,PHASE_RESOLUTION,CONFLICT,BITTERSWEET,"Days after. Still show up. Hands shake. Stop counting strikes.","You go back the next day. And the day after. You sit in the same chair. Turn on the same screens. But your hands shake now. Strike two comes. Then three. Then seven. You stop counting after that. It's easier when you stop counting.",40
BEAT_05_02,PHASE_RESOLUTION,CONFLICT,BITTERSWEET,"Start drinking. Wife says I don't recognize you anymore.","You start drinking after shifts. Then before. Your wife finds the bottle under the bathroom sink. She says she doesn't recognize you anymore. You don't say anything. Because you don't recognize yourself either.",33
BEAT_05_03,PHASE_RESOLUTION,REFLECT,CLARITY,"Military doctor asks: have you experienced combat?","The military doctor asks if you've experienced combat. You sit there. You've never been shot at. Never ran for cover. Never heard a bullet pass your ear. But you've killed people. Many of them. From a swivel chair in an air-conditioned trailer forty-five miles from Las Vegas. You don't know what to call that.",52
BEAT_05_04,PHASE_RESOLUTION,RESOLVE,BITTERSWEET,"PTSD diagnosed. Non-combat related stress. Infantry vets look at you.","PTSD. That's the diagnosis. But the file reads non-combat related stress. The infantry veteran sitting across from you in the VA waiting room lost both legs in Kandahar. He doesn't say anything. He doesn't have to. You were never in danger. That's the problem. That's the whole problem.",46
BEAT_05_05,PHASE_RESOLUTION,TIME_MARKER,BITTERSWEET,"Leave military. IT support. Same screen. No one dies.","You are thirty-two. You leave the military. You find a job doing IT support for an insurance company. Desk. Screen. Eight hours. The setup is identical. But no one dies.",30
BEAT_05_06,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"Wife gone. Daughter calls weekly. Google Maps. You were always safe.","Your wife is gone. Your daughter calls once a week. You want to tell her what you did. What you really did. But you never do. Sometimes late at night you open Google Maps. Satellite view. You zoom into villages you don't recognize. You scroll around. You don't know why you do it. You were safe. You were always safe. That is the worst part.",59
BEAT_06_01,CALLBACK,CALLBACK,BITTERSWEET,"Another screen. Laptop. Apartment. Same posture as opening.","Another screen. Another desk. Another life lived from a chair. But this time it's a laptop. The desk is in your apartment. And the only thing watching is you.",28
BEAT_06_02,CALLBACK,CTA,CLARITY,"If you ever wondered what it feels like to kill from 10000 miles away.","You look down at the keyboard. Same layout as before. Same hands. Just missing one button. If you ever wondered what it feels like to kill someone from ten thousand miles away - now you know.",33
