VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_JA,VO_VI,Word_Count_EN,Pause_After
11,PV_0002,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"On drives into the city — not the outer borough, the real city — you look up.",「車で街に向かうとき――外れの町じゃない、本物の街――あなたは見上げる。」,"Mỗi lần xe lên thành phố — không phải vùng ngoại, mà thành phố thật — bạn ngước nhìn.",17,0
12,PV_0002,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"The towers. The glass. The names at the top.",「タワー。ガラス。頂上の名前。」,"Những tòa tháp. Kính phản chiếu. Những cái tên trên đỉnh.",9,0
13,PV_0002,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"Not your name. Not yet.",「あなたの名前じゃない。まだ。」,"Chưa phải tên bạn. Chưa.",5,1.0
14,PV_0002,BEAT_01_04,HOOK,WEIGHT,TEXT_OVERLAY,"The name is not inherited. It is built.",「名前は受け継がれるものじゃない。築くものだ。」,"Cái tên không được thừa kế. Nó được xây dựng.",8,2.0
15,PV_0002,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,"You are six.",「あなたは六歳だ。」,"Bạn 6 tuổi.",3,1.0
16,PV_0002,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,"The outer borough house is big. Bigger than most on the block.",「外れの町の家は大きい。近所のほとんどより大きい。」,"Ngôi nhà ở vùng ngoại lớn. Lớn hơn hầu hết những căn trên phố.",13,0
17,PV_0002,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,"But you've already done the calculation.",「でも、もうあなたは計算を終えている。」,"Nhưng bạn đã làm phép tính rồi.",7,0.5
18,PV_0002,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,"Bigger house on the block doesn't mean biggest house in the city.","近所で一番大きい家は街で一番大きい家を意味しない。","Nhà lớn nhất trên phố không có nghĩa là nhà lớn nhất thành phố.",12,0.5
19,PV_0002,BEAT_02_02,PHASE_EARLY,PRIVILEGE,NARRATION,"Your father leaves before you're awake. Every morning.",「父はあなたが起きる前に出かける。毎朝。」,"Cha bạn đi trước khi bạn thức. Mỗi buổi sáng.",10,0
20,PV_0002,BEAT_02_02,PHASE_EARLY,PRIVILEGE,NARRATION,"He comes back with numbers. Blueprints. Sometimes a rolled photograph of a building he's looking at.",「数字を持って帰ってくる。設計図も。ときには狙っている建物の写真を丸めて。」,"Ông về với những con số. Bản vẽ thiết kế. Đôi khi là tấm ảnh cuộn của một tòa nhà đang nhắm.",16,0
21,PV_0002,BEAT_02_02,PHASE_EARLY,PRIVILEGE,NARRATION,"You sit at the top of the stairs and listen. Not to the words. To the tone.",「あなたは階段の一番上に座って耳を傾ける。言葉じゃない。声のトーンに。」,"Bạn ngồi đầu cầu thang mà nghe. Không nghe lời. Nghe giọng điệu.",14,0
22,PV_0002,BEAT_02_02,PHASE_EARLY,PRIVILEGE,NARRATION,"Your father's tone never sounds like he's finished.",「父の声は、決して満足したように聞こえない。」,"Giọng cha chưa bao giờ nghe có vẻ đã xong.",9,0.5
23,PV_0002,BEAT_02_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You are thirteen when your father decides you need structure.",「あなたは十三歳のとき、父は規律が必要だと決める。」,"Bạn 13 tuổi khi cha quyết định bạn cần kỷ luật.",11,0
24,PV_0002,BEAT_02_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Not a lecture. Not a conversation. A military academy upstate.",「説教じゃない。話し合いでもない。北の陸軍士官学校だ。」,"Không phải bài giảng. Không phải cuộc trò chuyện. Là học viện quân sự.",12,0
25,PV_0002,BEAT_02_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You pack in one day. You don't make a scene about it.",「一日で荷物を詰める。騒ぎ立てたりしない。」,"Bạn đóng gói trong một ngày. Bạn không làm ầm ĩ.",10,0
26,PV_0002,BEAT_02_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Five a.m. formation. Gravel under your shoes. Nobody asks how you feel.","午前五時の整列。靴の下に砂利。誰も気分を聞かない。","Tập hợp lúc năm giờ sáng. Sỏi dưới đế giày. Không ai hỏi cảm thấy thế nào.",12,0
27,PV_0002,BEAT_02_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You learn to make a bed in four minutes. You learn this matters.","四分でベッドを整える。それが重要だと学ぶ。","Bạn học gấp giường trong bốn phút. Bạn học được rằng điều đó quan trọng.",13,0
28,PV_0002,BEAT_02_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You never ask if it's a punishment. You already know it isn't.",「罰なのか聞かない。すでにわかっているから。違うということを。」,"Bạn không hỏi đây có phải hình phạt không. Bạn đã biết rồi.",12,0.5
29,PV_0002,BEAT_02_04,PHASE_EARLY,PRIVILEGE,NARRATION,"The academy teaches one thing above everything else.",「士官学校が何より一つのことを教える。」,"Học viện dạy một điều trên tất cả.",8,0
30,PV_0002,BEAT_02_04,PHASE_EARLY,PRIVILEGE,NARRATION,"Every room has a hierarchy. Find it on day one. Place yourself above it by day two.",「どの部屋にも序列がある。初日に見極めろ。二日目には上に立て。」,"Mọi căn phòng đều có thứ bậc. Ngày đầu tìm ra nó. Ngày hai đặt mình lên trên.",18,0
31,PV_0002,BEAT_02_04,PHASE_EARLY,PRIVILEGE,NARRATION,"You are good at this. Embarrassingly good, maybe.",「これがうまい。恥ずかしいくらいうまい、かもしれない。」,"Bạn giỏi điều này. Có lẽ giỏi đến mức ngượng.",9,0
32,PV_0002,BEAT_02_04,PHASE_EARLY,PRIVILEGE,NARRATION,"Nobody tells you it's a skill. You figure it out anyway.",「誰もスキルだと教えてくれない。でも自分でわかる。」,"Không ai nói đó là kỹ năng. Bạn tự nhận ra.",10,0.5
33,PV_0002,BEAT_02_04,PHASE_EARLY,PRIVILEGE,NARRATION,"Some boys fight the structure. You wear it.","構造と戦う者もいる。あなたはそれを纏う。","Có đứa chống lại kỷ luật. Bạn mặc nó lên người.",8,0
34,PV_0002,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"You graduate the academy standing a little differently than when you arrived.",「卒業するとき、入学時とは少し違う立ち方をしている。」,"Bạn tốt nghiệp học viện với cách đứng khác một chút so với khi vào.",13,0
35,PV_0002,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Not confidence exactly. More like — alertness.",「自信と言えるものでもない。どちらかと言えば——緊張感だ。」,"Không hẳn là tự tin. Giống như — sự tỉnh táo.",9,0
36,PV_0002,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Your father's outside the gate. He doesn't say anything. You both just start walking.",「父が門の外にいる。何も言わない。二人でそのまま歩き始める。」,"Cha đứng ngoài cổng. Không nói gì. Cả hai lặng lẽ bước đi.",14,0.5
37,PV_0002,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Not proud exactly. Not that. Something quieter.","誇りとは少し違う。そうじゃない。もっと静かな何か。","Không hẳn là tự hào. Không phải vậy. Một cái gì đó nhẹ hơn.",7,0
38,PV_0002,BEAT_02_06,PHASE_EARLY,PRIVILEGE,NARRATION,"Business school. Two years at one campus, then a transfer to the one your father calls the best.",「ビジネススクール。一つ目に二年、それから父が最高と言うところに転入する。」,"Trường kinh doanh. Hai năm ở một cơ sở, rồi chuyển sang trường cha gọi là tốt nhất.",16,0
39,PV_0002,BEAT_02_06,PHASE_EARLY,PRIVILEGE,NARRATION,"You learn who belongs in this world faster than you learn the coursework.",「授業より早く、この世界に属する人間を見極めるようになる。」,"Bạn học xem ai thuộc về thế giới này nhanh hơn cả việc học bài.",13,0
40,PV_0002,BEAT_02_06,PHASE_EARLY,PRIVILEGE,NARRATION,"How they sit. How they order. Which names they don't need to drop.",「座り方。注文の仕方。口に出す必要のない名前。」,"Họ ngồi thế nào. Gọi đồ ra sao. Những cái tên họ không cần phải khoe.",13,0.5
41,PV_0002,BEAT_02_06,PHASE_EARLY,PRIVILEGE,NARRATION,"There's a language that has nothing to do with words. You speak it by the second semester.","言葉とは無関係な言語がある。二学期目にはそれを流暢に話している。","Có một ngôn ngữ không liên quan gì đến từ ngữ. Bạn nói trôi chảy từ kỳ hai.",17,0.5
42,PV_0002,BEAT_02_07,PHASE_EARLY,TIME_MARKER,NARRATION,"You are twenty-two.",「あなたは二十二歳だ。」,"Bạn 22 tuổi.",4,1.0
43,PV_0002,BEAT_02_07,PHASE_EARLY,TIME_MARKER,NARRATION,"Your father hands you the company — not as a gift. As an instruction.",「父は会社をあなたに渡す――贈り物としてではない。命令として。」,"Cha trao cho bạn công ty — không phải như một món quà. Như một mệnh lệnh.",14,0
44,PV_0002,BEAT_02_07,PHASE_EARLY,TIME_MARKER,NARRATION,"A set of keys. A folder of unfinished business. That's the whole ceremony.",「鍵のセット。未処理案件のフォルダ。それだけが式典の全てだ。」,"Một bó chìa khóa. Một tập hồ sơ dang dở. Đó là toàn bộ lễ bàn giao.",13,0
45,PV_0002,BEAT_02_07,PHASE_EARLY,WEIGHT,WEIGHT_LINE,"And with it — everything he never finished.",「それと一緒に——彼が終えられなかったすべてが来る。」,"Và kèm theo đó — tất cả những gì ông chưa bao giờ hoàn thành.",10,2.0
46,PV_0002,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"You are twenty-five when you leave the outer borough for good.",「あなたは二十五歳のとき、外れの町を永遠に去る。」,"Bạn 25 tuổi khi rời vùng ngoại lần cuối cùng.",11,0
47,PV_0002,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"Not for good — you still know where it is. But you don't go back to stay.",「「永遠に」ではない――どこにあるかはまだ知っている。ただ、戻って留まることはしない。」,"Không hẳn là vĩnh biệt — bạn vẫn biết chỗ đó ở đâu. Nhưng không quay về để ở lại.",17,0
48,PV_0002,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"Manhattan is not a destination. It's a statement.",「マンハッタンは目的地じゃない。主張だ。」,"Manhattan không phải đích đến. Đó là một tuyên ngôn.",8,0
49,PV_0002,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"And you have been rehearsing for this your entire life.",「そしてあなたはずっとこのために準備してきた。」,"Và bạn đã chuẩn bị cho điều này cả đời.",9,0.5
50,PV_0002,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"The apartment is small at first. Smaller than your room in the outer borough. But the address is everything.","最初のアパートは小さい。外れの町の部屋より小さい。でも住所がすべてだ。","Căn hộ đầu tiên nhỏ. Nhỏ hơn phòng bạn ở vùng ngoại. Nhưng địa chỉ là tất cả.",17,0
51,PV_0002,BEAT_03_02,PHASE_CONFLICT,PRIVILEGE,NARRATION,"There's a hotel on 42nd Street. Thirty-four stories. Been falling apart for years.",「42丁目にホテルがある。三十四階建て。何年も崩れかけている。」,"Một khách sạn trên 42nd Street. Ba mươi bốn tầng. Đã đổ nát nhiều năm.",13,0
52,PV_0002,BEAT_03_02,PHASE_CONFLICT,PRIVILEGE,NARRATION,"Everyone in the business has looked at it and walked away.",「業界の誰もが見て、立ち去った。」,"Tất cả những người trong ngành đều nhìn rồi bỏ đi.",10,0
53,PV_0002,BEAT_03_02,PHASE_CONFLICT,PRIVILEGE,NARRATION,"You buy it. You renovate it. You put your name on it.",「あなたは買う。改装する。自分の名前を入れる。」,"Bạn mua nó. Cải tạo nó. Đặt tên bạn lên đó.",11,0
54,PV_0002,BEAT_03_02,PHASE_CONFLICT,PRIVILEGE,NARRATION,"It works. That surprises some people. It doesn't surprise you.",「うまくいく。それに驚く人もいる。あなたは驚かない。」,"Nó thành công. Điều đó khiến một số người ngạc nhiên. Nhưng không phải bạn.",13,0.5
55,PV_0002,BEAT_03_02,PHASE_CONFLICT,PRIVILEGE,NARRATION,"The permits took longer than expected. The unions weren't easy. Nothing about it was easy.","許可証は予想以上にかかった。組合も簡単じゃなかった。何一つ簡単ではなかった。","Giấy phép mất lâu hơn dự kiến. Công đoàn không dễ. Không có gì là dễ.",15,0
56,PV_0002,BEAT_03_03,PHASE_CONFLICT,ESTABLISH,NARRATION,"The name on the building does something you didn't fully expect.",「建物の名前が、予想していなかったことをする。」,"Cái tên trên tòa nhà làm một điều bạn không hoàn toàn ngờ tới.",12,0
57,PV_0002,BEAT_03_03,PHASE_CONFLICT,ESTABLISH,NARRATION,"People walk in before you say a word.",「あなたが一言も言う前に、人々が入ってくる。」,"Mọi người bước vào trước khi bạn kịp nói một câu.",10,0
58,PV_0002,BEAT_03_03,PHASE_CONFLICT,ESTABLISH,NARRATION,"The name is doing work. More than you are, sometimes.",「名前が働いている。ときにはあなた以上に。」,"Cái tên đang làm việc. Đôi khi nhiều hơn cả bạn.",10,0.5
59,PV_0002,BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,NARRATION,"1983. Fifth Avenue. Sixty-eight floors.",「1983年。五番街。六十八階建て。」,"1983. Fifth Avenue. Sáu mươi tám tầng.",6,0
60,PV_0002,BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,NARRATION,"You put your name on it in gold letters — six feet tall — at the very top.",「最上部に、六フィートの金文字で名前を刻む。」,"Bạn đặt tên bạn lên đó bằng chữ vàng — sáu feet — ở trên cùng.",14,0
61,PV_0002,BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,NARRATION,"The city cannot ignore it. That's the point.",「その街は無視できない。それが狙いだ。」,"Thành phố không thể bỏ qua. Đó chính là điều dự tính.",8,0
62,PV_0002,BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,NARRATION,"You stand in front of the building the morning it opens and look up.",「開業の朝、あなたは建物の前に立ち、見上げる。」,"Buổi sáng khai trương, bạn đứng trước tòa nhà và ngước nhìn.",11,0
63,PV_0002,BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,WEIGHT_LINE,"This is what it looks like.",「これがそういうものだ。」,"Đây là hình dạng của nó.",5,1.0
64,PV_0002,BEAT_03_05,PHASE_CONFLICT,PRIVILEGE,NARRATION,"Your first wife works alongside you — she picks the marble, negotiates the contracts, gets things done before you can ask twice.",「最初の妻はあなたの隣で働く――大理石を選び、契約を交渉し、二度言う前に物事を片付ける。」,"Người vợ đầu làm việc cùng bạn — bà chọn đá cẩm thạch, đàm phán hợp đồng, xử lý mọi thứ trước khi bạn hỏi lần hai.",20,0
65,PV_0002,BEAT_03_05,PHASE_CONFLICT,PRIVILEGE,NARRATION,"She doesn't stand beside you in photographs. She stands at the same level.",「彼女は写真の中であなたの隣に並ばない。同じ高さに立つ。」,"Bà không đứng cạnh trong ảnh. Bà đứng ngang hàng.",11,0
66,PV_0002,BEAT_03_05,PHASE_CONFLICT,PRIVILEGE,NARRATION,"For a long time — longer than either of you will admit later — this is what the team looks like.",「長い間――後になってどちらも認めたがらないほど長い間――これがチームの姿だ。」,"Một thời gian dài — dài hơn mức mà sau này cả hai sẽ thừa nhận — đó là hình ảnh của cặp đôi.",20,0.5
67,PV_0002,BEAT_03_05,PHASE_CONFLICT,PRIVILEGE,NARRATION,"She handles the things you pretend don't exist. The details. The finishes.","彼女はあなたが存在しないふりをしているものを扱う。ディテール。仕上げ。","Bà xử lý những thứ bạn giả vờ không tồn tại. Chi tiết. Hoàn thiện.",12,0
68,PV_0002,BEAT_03_05,PHASE_CONFLICT,PRIVILEGE,NARRATION,"You don't say thank you often. She doesn't seem to need it.","あなたは感謝をあまり言わない。彼女はそれを必要としないようだ。","Bạn không hay nói cảm ơn. Bà không có vẻ cần điều đó.",12,0.5
69,PV_0002,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You expand into Atlantic City. Casinos. Hotels. The whole spectacle.",「アトランティック・シティに進出する。カジノ。ホテル。全部の見世物。」,"Bạn mở rộng sang Atlantic City. Casino. Khách sạn. Toàn bộ thứ phô trương đó.",12,0
70,PV_0002,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"The name goes up on more buildings than the cash flow can honestly support.",「現金の流れが支えられる以上の建物に名前がつく。」,"Cái tên xuất hiện trên nhiều tòa nhà hơn dòng tiền có thể thực sự gánh nổi.",14,0
71,PV_0002,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You know this. You move forward anyway.",「わかっている。それでも前進する。」,"Bạn biết điều này. Vẫn tiến về phía trước.",7,0
72,PV_0002,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Forward is the only direction — not because it works, but because you've never learned what standing still looks like.",「前進は唯一の方向だ――うまくいくからではない。立ち止まるとはどういうことか、学んだことがないからだ。」,"Tiến lên là hướng duy nhất — không phải vì nó hiệu quả, mà vì bạn chưa bao giờ học được đứng yên trông như thế nào.",20,0.5
73,PV_0002,BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,NARRATION,"On paper, it all works. You keep looking at the paper.","書類の上では全てうまくいっている。あなたは書類を見続ける。","Trên giấy tờ, mọi thứ đều ổn. Bạn cứ nhìn giấy tờ.",11,0.5
74,PV_0002,BEAT_03_07,PHASE_CONFLICT,ESTABLISH,NARRATION,"The tabloids start calling you something. A nickname.",「タブロイドがあなたを何かと呼び始める。あだ名だ。」,"Các tờ báo lá cải bắt đầu gọi bạn bằng một cái gì đó. Một biệt danh.",13,0
75,PV_0002,BEAT_03_07,PHASE_CONFLICT,ESTABLISH,NARRATION,"You didn't choose it. But you don't correct them either.",「選んだわけじゃない。でも訂正もしない。」,"Bạn không chọn nó. Nhưng bạn cũng không đính chính.",9,0
76,PV_0002,BEAT_03_07,PHASE_CONFLICT,ESTABLISH,NARRATION,"Somewhere around this time, the name starts becoming something that runs on its own — ahead of you, beside you, sometimes instead of you.",「この頃から、名前が独自に動き始める――あなたの前を、あなたの隣を、ときにはあなたの代わりに。」,"Khoảng thời gian này, cái tên bắt đầu tự vận hành — đi trước bạn, cạnh bạn, đôi khi thay bạn.",23,0.5
77,PV_0002,BEAT_03_07,PHASE_CONFLICT,ESTABLISH,NARRATION,"Magazine covers. Interview requests. Invitations with your name already printed in gold.","雑誌の表紙。インタビュー依頼。名前が金文字で印刷された招待状。","Trang bìa tạp chí. Lời mời phỏng vấn. Thiệp mời với tên bạn in sẵn bằng mực vàng.",11,0
78,PV_0002,BEAT_03_07,PHASE_CONFLICT,ESTABLISH,NARRATION,"You attend some. You decline others. The ones you decline talk about you more.","いくつかに出席する。いくつかを断る。断った方があなたのことをもっと話す。","Bạn đến vài nơi. Từ chối vài nơi. Những nơi bạn từ chối lại bàn về bạn nhiều hơn.",14,0.5
79,PV_0002,BEAT_03_08,PHASE_CONFLICT,REFLECT,NARRATION,"You notice it — maybe around 1987, 1988, somewhere in there.",「気づく――おそらく1987年か88年頃、そのあたりで。」,"Bạn nhận ra — có lẽ khoảng 1987, 1988, đâu đó trong giai đoạn đó.",13,0
80,PV_0002,BEAT_03_08,PHASE_CONFLICT,REFLECT,NARRATION,"The debt isn't growing slower than the buildings. The buildings aren't growing faster than the debt.",「借金の増大より建物の増大が遅い。建物の増大より借金の増大が速い。」,"Nợ không tăng chậm hơn tòa nhà. Tòa nhà cũng không tăng nhanh hơn nợ.",16,0
81,PV_0002,BEAT_03_08,PHASE_CONFLICT,REFLECT,NARRATION,"You look at the numbers in the office late one night. Something in them isn't wrong yet. That's what bothers you.",「深夜、オフィスで数字を見る。まだ何も間違っていない。それが気にかかる。」,"Một đêm muộn bạn xem những con số trong văn phòng. Chưa có gì sai. Chính điều đó mới khiến bạn lo.",21,0
82,PV_0002,BEAT_03_08,PHASE_CONFLICT,REFLECT,NARRATION,"The coffee on your desk went cold two hours ago. You didn't notice.","デスクのコーヒーは二時間前に冷めた。気づかなかった。","Cốc cà phê trên bàn đã nguội từ hai tiếng trước. Bạn không nhận ra.",13,0
83,PV_0002,BEAT_03_08,PHASE_CONFLICT,REFLECT,NARRATION,"You tap the desk once. Then again. Your jaw is tight — you're not sure when that started. You open a different file.",「机を一度叩く。もう一度。顎が強張っている――いつからなのかわからない。別のファイルを開く。」,"Bạn gõ bàn một lần. Rồi lần nữa. Quai hàm bạn cứng — không rõ từ lúc nào. Bạn mở một tập hồ sơ khác.",22,0
84,PV_0002,BEAT_03_08,PHASE_CONFLICT,WEIGHT,WEIGHT_LINE,"The name is still growing. That part is still true.",「名前はまだ成長している。それだけは本当だ。」,"Cái tên vẫn đang lớn lên. Phần đó vẫn còn đúng.",11,2.0
85,PV_0002,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"1990. The market collapses.",「1990年。市場が崩壊する。」,"1990. Thị trường sụp đổ.",4,0
86,PV_0002,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"Your personal debt reaches nine hundred million dollars.",「個人の借金が九億ドルに達する。」,"Nợ cá nhân của bạn lên đến chín trăm triệu đô-la.",9,0
87,PV_0002,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"Number with nine zeros. In the red.",「九桁の数字。赤字だ。」,"Con số chín chữ số. Màu đỏ.",5,0
88,PV_0002,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"The bankers call a meeting. Everyone in the room knows what it means.",「銀行家たちが会議を呼びかける。部屋の全員がそれが何を意味するか知っている。」,"Các ngân hàng gọi một cuộc họp. Tất cả mọi người trong phòng đều biết điều đó có nghĩa gì.",15,0
89,PV_0002,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"Except you. You don't read it the same way they do.",「あなた以外は。あなたは彼らとは違う読み方をする。」,"Ngoại trừ bạn. Bạn không đọc nó theo cách họ đọc.",11,0.5
90,PV_0002,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"Twelve bankers. Grey suits. A folder they think will finish this.","十二人の銀行家。灰色のスーツ。これで終わると思っているフォルダ。","Mười hai người ngân hàng. Vest xám. Một tập hồ sơ họ nghĩ sẽ chấm dứt mọi chuyện.",11,0
91,PV_0002,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"One of them has a pen that clicks. He clicks it seven times before he stops.","一人がカチカチ鳴るペンを持っている。止まるまでに七回鳴らした。","Một người có cây bút bấm. Anh ta bấm bảy lần trước khi dừng.",14,0
92,PV_0002,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Your first marriage ends that same year.",「最初の結婚も同じ年に終わる。」,"Cuộc hôn nhân đầu cũng kết thúc năm đó.",8,0
93,PV_0002,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Two things at once.",「二つが同時に。」,"Hai thứ cùng một lúc.",4,0
94,PV_0002,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"The building you both built for the name — that's still standing. That part nobody's taking.",「二人で名前のために建てた建物――それはまだ建っている。その部分は誰にも奪われない。」,"Tòa nhà mà cả hai cùng xây cho cái tên — vẫn còn đó. Phần đó không ai lấy đi.",17,0
95,PV_0002,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"You spend a while not looking at the building.",「しばらく建物を見ないようにする。」,"Một thời gian bạn tránh không nhìn tòa nhà.",9,0.5
96,PV_0002,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Not avoiding it. Just — taking a different route.","避けているわけじゃない。ただ——違う道を通っているだけだ。","Không phải tránh né. Chỉ là — đi đường khác.",8,2.0
97,PV_0002,BEAT_04_03,PHASE_CRISIS,CONFLICT,NARRATION,"The bankers want to restructure everything. Which is a word for: we'd like to take the name off.",「銀行家たちはすべてを組み替えたいと言う。それはつまり：名前を外したいということだ。」,"Các ngân hàng muốn tái cơ cấu tất cả. Đó là từ nói thay cho: chúng tôi muốn gỡ cái tên xuống.",16,0
98,PV_0002,BEAT_04_03,PHASE_CRISIS,CONFLICT,NARRATION,"You don't let them get to the part where they suggest that.",「彼らがその提案に至る前に、あなたは止める。」,"Bạn không để họ nói đến phần đó.",9,0
99,PV_0002,BEAT_04_03,PHASE_CRISIS,CONFLICT,NARRATION,"You explain — and this is important, how you explain it — that the name is worth more to all of them intact.",「あなたは説明する――そのしかたが重要なのだが――名前は無傷のほうが全員にとって価値があると。」,"Bạn giải thích — và điều quan trọng là cách bạn giải thích — rằng cái tên còn nguyên vẹn thì có giá trị hơn với tất cả họ.",21,0
100,PV_0002,BEAT_04_03,PHASE_CRISIS,CONFLICT,WEIGHT_LINE,"You don't protect the buildings. You protect the name.","建物を守るんじゃない。名前を守る。","Bạn không bảo vệ tòa nhà. Bạn bảo vệ cái tên.",10,1.0
101,PV_0002,BEAT_04_03,PHASE_CRISIS,CONFLICT,NARRATION,"Not emotionally. Financially.",「感情的にではない。財務的に。」,"Không phải tình cảm. Tài chính.",4,0
102,PV_0002,BEAT_04_03,PHASE_CRISIS,CONFLICT,NARRATION,"They believe you. Or they decide it's easier than the alternative.",「彼らはあなたを信じる。あるいは、代替案より楽だと判断する。」,"Họ tin bạn. Hoặc họ thấy đó là lựa chọn đỡ phức tạp hơn.",13,0.5
103,PV_0002,BEAT_04_03,PHASE_CRISIS,CONFLICT,NARRATION,"You walk out of the room. Your hands are steady. You notice that.","あなたは部屋を出る。手は安定している。自分でそれに気づく。","Bạn bước ra khỏi phòng. Tay bạn không run. Bạn tự nhận thấy điều đó.",13,0
