"Strip_ID","Start_VO_ID","End_VO_ID","Life_Phase","Duration_Sec","Scene_Type"
"PV_0002_130","123","123","PHASE_RESOLUTION","2.8","NARRATIVE_SCENE"
"PV_0002_131","124","124","PHASE_RESOLUTION","6.9","NARRATIVE_SCENE"
"PV_0002_132","125","125","PHASE_RESOLUTION","6","NARRATIVE_SCENE"
"PV_0002_133","126","126","PHASE_RESOLUTION","5.5","NARRATIVE_SCENE"
"PV_0002_134","127","127","PHASE_RESOLUTION","4.2","NARRATIVE_SCENE"
"PV_0002_135","128","128","PHASE_RESOLUTION","3.2","NARRATIVE_SCENE"
"PV_0002_136","129","129","PHASE_RESOLUTION","4.2","NARRATIVE_SCENE"
"PV_0002_137","130","130","PHASE_RESOLUTION","5.1","NARRATIVE_SCENE"
"PV_0002_138","131","131","PHASE_RESOLUTION","6.9","NARRATIVE_SCENE"
"PV_0002_139","132","132","PHASE_RESOLUTION","5.1","NARRATIVE_SCENE"
"PV_0002_140","133","133","PHASE_RESOLUTION","5.5","NARRATIVE_SCENE"
"PV_0002_141","134","134","PHASE_RESOLUTION","6","NARRATIVE_SCENE"
"PV_0002_142","135","135","PHASE_RESOLUTION","4.2","EMOTIONAL_CLOSEUP"
"PV_0002_143","136","136","PHASE_RESOLUTION","3.2","EMOTIONAL_CLOSEUP"
"PV_0002_144","137","137","PHASE_RESOLUTION","5.1","EMOTIONAL_CLOSEUP"
"PV_0002_145","138","138","PHASE_RESOLUTION","7.4","EMOTIONAL_CLOSEUP"
"PV_0002_146","139","139","PHASE_RESOLUTION","7.4","EMOTIONAL_CLOSEUP"
"PV_0002_147","140","140","PHASE_RESOLUTION","7.9","EMOTIONAL_CLOSEUP"
"PV_0002_148","141","141","PHASE_RESOLUTION","7.1","NARRATIVE_SCENE"
"PV_0002_149","142","142","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0002_150","143","143","PHASE_PRESENT","6.9","NARRATIVE_SCENE"
"PV_0002_151","144","144","PHASE_PRESENT","4.2","NARRATIVE_SCENE"
"PV_0002_152","145","145","PHASE_PRESENT","1.9","NARRATIVE_SCENE"
"PV_0002_153","146","146","PHASE_PRESENT","6.5","NARRATIVE_SCENE"
"PV_0002_154","147","147","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0002_155","148","148","PHASE_PRESENT","7","NARRATIVE_SCENE"
"PV_0002_156","149","149","PHASE_PRESENT","5.5","NARRATIVE_SCENE"
"PV_0002_157","150","150","PHASE_PRESENT","4.2","NARRATIVE_SCENE"
"PV_0002_158","151","151","PHASE_PRESENT","5.1","EMOTIONAL_CLOSEUP"
"PV_0002_159","152","152","PHASE_PRESENT","6.9","EMOTIONAL_CLOSEUP"
"PV_0002_160","153","153","PHASE_PRESENT","2.8","EMOTIONAL_CLOSEUP"
"PV_0002_161","154","154","PHASE_PRESENT","3.7","EMOTIONAL_CLOSEUP"
"PV_0002_162","155","155","PHASE_PRESENT","2.3","NARRATIVE_SCENE"
"PV_0002_163","156","156","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0002_164","157","157","PHASE_PRESENT","7.8","NARRATIVE_SCENE"
"PV_0002_165","158","158","PHASE_PRESENT","0.9","NARRATIVE_SCENE"
"PV_0002_166","159","159","PHASE_PRESENT","4.4","TEXT_OVERLAY"
"PV_0002_167","160","160","PHASE_PRESENT","6.5","NARRATIVE_SCENE"
"PV_0002_168","161","161","PHASE_PRESENT","8.3","NARRATIVE_SCENE"
"PV_0002_169","162","162","PHASE_PRESENT","2.3","NARRATIVE_SCENE"
"PV_0002_170","163","163","PHASE_PRESENT","4.2","NARRATIVE_SCENE"
"PV_0002_171","164","164","PHASE_PRESENT","6.5","NARRATIVE_SCENE"
"PV_0002_172","165","165","PHASE_PRESENT","6.5","NARRATIVE_SCENE"
"PV_0002_173","166","166","PHASE_PRESENT","5.1","NARRATIVE_SCENE"
"PV_0002_174","167","167","PHASE_PRESENT","4.8","NARRATIVE_SCENE"
"PV_0002_175","167","167","PHASE_PRESENT","4.9","EMOTIONAL_CLOSEUP"
"PV_0002_176","168","168","PHASE_PRESENT","6.5","NARRATIVE_SCENE"
"PV_0002_177","169","169","PHASE_PRESENT","6.5","NARRATIVE_SCENE"
"PV_0002_178","170","170","PHASE_PRESENT","4.2","NARRATIVE_SCENE"
"PV_0002_179","171","171","PHASE_PRESENT","3.7","NARRATIVE_SCENE"
"PV_0002_180","172","172","PHASE_PRESENT","3.7","NARRATIVE_SCENE"
"PV_0002_181","173","173","PHASE_PRESENT","1.4","NARRATIVE_SCENE"
"PV_0002_182","174","174","PHASE_PRESENT","4.6","EMOTIONAL_CLOSEUP"
"PV_0002_183","175","175","PHASE_PRESENT","7.4","EMOTIONAL_CLOSEUP"
"PV_0002_184","176","176","PHASE_PRESENT","6.5","EMOTIONAL_CLOSEUP"
"PV_0002_185","177","177","PHASE_PRESENT","6.5","EMOTIONAL_CLOSEUP"
"PV_0002_186","178","178","PHASE_PRESENT","1.4","EMOTIONAL_CLOSEUP"
"PV_0002_187","179","179","PHASE_PRESENT","6.5","EMOTIONAL_CLOSEUP"
"PV_0002_188","180","180","PHASE_PRESENT","3.2","EMOTIONAL_CLOSEUP"
"PV_0002_189","181","181","PHASE_PRESENT","1.8","EMOTIONAL_CLOSEUP"
"PV_0002_190","182","182","PHASE_PRESENT","1.9","EMOTIONAL_CLOSEUP"
"PV_0002_191","183","183","PHASE_PRESENT","1.8","NARRATIVE_SCENE"
"PV_0002_192","184","184","PHASE_PRESENT","1.8","NARRATIVE_SCENE"
"PV_0002_193","185","185","PHASE_PRESENT","7.8","NARRATIVE_SCENE"
"PV_0002_194","186","186","PHASE_PRESENT","8.5","TEXT_OVERLAY"
"PV_0002_195","187","187","CALLBACK_CLOSE","3.7","NARRATIVE_SCENE"
"PV_0002_196","188","188","CALLBACK_CLOSE","5.5","NARRATIVE_SCENE"
"PV_0002_197","189","189","CALLBACK_CLOSE","4.2","NARRATIVE_SCENE"
"PV_0002_198","190","190","CALLBACK_CLOSE","5.6","NARRATIVE_SCENE"
"PV_0002_199","191","191","CALLBACK_CLOSE","4.6","NARRATIVE_SCENE"
"PV_0002_200","191","191","CALLBACK_CLOSE","4.7","EMOTIONAL_CLOSEUP"
"PV_0002_201","192","192","CALLBACK_CLOSE","6","EMOTIONAL_CLOSEUP"
"PV_0002_202","193","193","CALLBACK_CLOSE","4.6","EMOTIONAL_CLOSEUP"
"PV_0002_203","194","194","CALLBACK_CLOSE","7.4","EMOTIONAL_CLOSEUP"
"PV_0002_204","195","195","CALLBACK_CLOSE","4.2","EMOTIONAL_CLOSEUP"
"PV_0002_205","196","196","CALLBACK_CLOSE","5.6","EMOTIONAL_CLOSEUP"
"PV_0002_206","197","197","CALLBACK_CLOSE","5.2","TEXT_OVERLAY"
