VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
155,PV_0014,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"You're borrowing.",2,0
156,PV_0014,BEAT_03_05,PHASE_CONFLICT,CONFLICT,WEIGHT_LINE,"You'll put it back before anyone needs it.",8,1.0
157,PV_0014,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"That's what you tell yourself every morning.",7,0
158,PV_0014,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Every afternoon.",2,0
159,PV_0014,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"Every night when the screens are still on and everyone else has gone to sleep in the rooms down the hall.",18,0
160,PV_0014,BEAT_03_05,PHASE_CONFLICT,CONFLICT,NARRATION,"The coffee's cold by the time you notice it.",8,0.5
161,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"There's a backdoor in the code.",6,0
162,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"Your co-founder built it.",4,0
163,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"You asked him to.",4,0.5
164,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"Eight billion dollars flow from the exchange to the trading firm through a door no one outside the penthouse can see.",19,0.5
165,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"They know.",2,0
166,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"Your girlfriend knows.",3,0
167,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"Your co-founder knows.",3,0
168,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"Your best friend knows.",4,0
169,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"Nobody says anything.",3,0.5
170,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"On paper, it all works.",5,0
171,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"You keep looking at the paper.",6,0.5
172,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"You don't think you're the villain.",6,0
173,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,WEIGHT_LINE,"You think you're the only one smart enough to fix the system.",11,1.5
174,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"Your shoulders are up near your ears.",6,0
175,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"You lower them.",3,0
176,PV_0014,BEAT_03_06,PHASE_CONFLICT,REFLECT,NARRATION,"They go back up.",4,0.5
177,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,NARRATION,"The hole gets bigger every week.",6,0
178,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You know this.",3,0
179,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You've run the numbers.",4,0.5
180,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,NARRATION,"But you can't stop.",4,0
181,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,NARRATION,"Because stopping means telling people.",5,0
182,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,NARRATION,"And telling people means admitting you were wrong from the beginning.",9,0
183,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,WEIGHT_LINE,"And that is the one thing you cannot do.",9,1.0
184,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,NARRATION,"You think you understand how this ends.",7,0
185,PV_0014,BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,WEIGHT_LINE,"You don't.",2,2.0
186,PV_0014,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"One post.",2,0
187,PV_0014,BEAT_04_01,PHASE_CRISIS,CRISIS,WEIGHT_LINE,"That's all it takes.",4,0.5
188,PV_0014,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"The competitor publishes your balance sheet.",6,0
189,PV_0014,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"The number that was never supposed to be public.",8,0
190,PV_0014,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"The screen's too bright.",4,0
191,PV_0014,BEAT_04_01,PHASE_CRISIS,CRISIS,NARRATION,"You can feel your pulse in your wrists.",7,0.5
192,PV_0014,BEAT_04_01,PHASE_CRISIS,CRISIS,WEIGHT_LINE,"Seventy-two hours.",2,1.5
193,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Six billion in withdrawals.",4,0
194,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Three days.",2,0
195,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"The money isn't there.",4,0
196,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"It hasn't been there for months.",6,0.5
197,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"You sit in the penthouse.",5,0
198,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Staring at screens.",3,0
199,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Everyone else in the room is silent.",6,0
200,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Nobody's playing games anymore.",4,0.5
201,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Something happens in your chest.",5,0
202,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Not pain.",2,0
203,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Not panic.",2,0
204,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"Just a skip.",3,0
205,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"And then it's gone.",4,0.5
206,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"You still think if you had twenty-four more hours you could fix it.",12,0.5
207,PV_0014,BEAT_04_02,PHASE_CRISIS,CRISIS,WEIGHT_LINE,"You can't.",2,1.5
208,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"You call the competitor.",4,0
209,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"The one who exposed you.",5,0
210,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"There's a deal on the table.",6,0
211,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"A merger.",2,0
212,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"Salvation.",1,0.5
213,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"For eight hours it looks like it might work.",8,0
214,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"His team looks at your books.",6,0
215,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"They see the hole.",4,0.5
216,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"Then he walks away.",4,0
217,PV_0014,BEAT_04_03,PHASE_CRISIS,CRISIS,WEIGHT_LINE,"The only person who could save you chooses to watch you sink.",11,1.5
218,PV_0014,BEAT_04_04,PHASE_CRISIS,CRISIS,NARRATION,"The exchange shuts down.",4,0
219,PV_0014,BEAT_04_04,PHASE_CRISIS,CRISIS,NARRATION,"Eight billion dollars.",3,0
220,PV_0014,BEAT_04_04,PHASE_CRISIS,CRISIS,NARRATION,"Gone.",1,0
221,PV_0014,BEAT_04_44,PHASE_CRISIS,CRISIS,NARRATION,"Eight million people.",3,0.5
222,PV_0014,BEAT_04_04,PHASE_CRISIS,CRISIS,NARRATION,"Your phone still says 'assets are fine.'",6,0
223,PV_0014,BEAT_04_04,PHASE_CRISIS,CRISIS,NARRATION,"You're still tweeting it when the police knock.",8,0
224,PV_0014,BEAT_04_04,PHASE_CRISIS,CRISIS,NARRATION,"You open the door in cargo shorts.",6,0.5
225,PV_0014,BEAT_04_04,PHASE_CRISIS,CRISIS,NARRATION,"That's it.",2,2.0
226,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"They bring you to New York.",5,0
227,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"Federal court.",2,0.5
228,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"Your co-founder takes the stand.",5,0
229,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"Your engineer takes the stand.",5,0
230,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"Your best friend takes the stand.",6,0.5
231,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"One by one.",3,0
232,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"The same people who lived in the penthouse.",7,0
233,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"Who ate dinner with you.",5,0
234,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"Who said they believed in the mission.",7,0.5
235,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"And then she takes the stand.",6,0
236,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"The one who ran the trading firm.",6,0
237,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"The one you trusted most.",5,0.5
238,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"She tells them everything.",4,0
