Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_03_04,PHASE_CONFLICT,CONFLICT,TENSION,"Donate $100M to politics. Maximum impact needs political power. The philosophy justifies everything.","You donate a hundred million dollars to political campaigns. Both sides. Maximum impact requires maximum leverage. The philosophy says so. Every dollar has a calculation behind it. Every relationship has a purpose. You are not buying influence. You are optimizing outcomes.",41
BEAT_03_05,PHASE_CONFLICT,CONFLICT,DREAD,"Behind it all the trading firm is losing. You fill the hole with customer money. You are borrowing - not stealing.","But behind everything, the trading firm is losing money. Big trades. Bad bets. The hole gets deeper. And you fill it. With customer money. You don't think of it as stealing. You are borrowing. You will put it back before anyone needs it. That is what you tell yourself every morning.",48
BEAT_03_06,PHASE_CONFLICT,REFLECT,DREAD,"Backdoor in the code. Eight billion. You think you are the only one smart enough to fix the system.","There is a backdoor in the code. Your co-founder built it. Eight billion dollars flow from the exchange to the trading firm. Through a door no one can see. You don't think you are the villain. You think you are the only person smart enough to fix the system before it breaks.",49
BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,DREAD,"The hole grows. You cannot stop. Stopping means admitting you were wrong.","The hole gets bigger every week. You know this. But you can't stop. Because stopping means admitting you were wrong from the beginning. And that is the one thing you cannot do.",31
BEAT_04_01,PHASE_CRISIS,CRISIS,DREAD,"Competitor posts one message. Balance sheet exposed. Seventy-two hours begin.","One post. That is all it takes. The competitor - the man who runs the biggest exchange in the world - he publishes your balance sheet. The number that was never supposed to be public. Seventy-two hours.",33
BEAT_04_02,PHASE_CRISIS,CRISIS,DREAD,"Customers withdraw six billion. Money is not there. You still think you can fix it.","Six billion in withdrawals. Three days. The money isn't there. It hasn't been there for months. You sit in the penthouse, staring at screens. You still think if you had twenty-four more hours, you could fix it. You can't.",39
BEAT_04_03,PHASE_CRISIS,CRISIS,DREAD,"You call the competitor. Almost a deal. He walks away. The only one who could save you watches you drown.","You call the competitor. The one who exposed you. There is a deal on the table. A merger. Salvation. For eight hours it looks like it might work. Then he walks away. The only person who could have saved you chooses to watch you sink.",43
BEAT_04_04,PHASE_CRISIS,CRISIS,DREAD,"Exchange shuts down. Eight billion gone. Arrested on the island. Still tweeting while police knock.","The exchange shuts down. Eight billion dollars. Gone. Eight million people. Your phone still says 'assets are fine.' You are still tweeting it when the police knock on the door of the penthouse.",33
BEAT_04_05,PHASE_CRISIS,REFLECT,DREAD,"Three closest people cooperate. Ex-girlfriend testifies. Every number. Every lie.","They bring you to New York. Federal court. Your co-founder testifies. Your engineer testifies. Your best friend testifies. One by one. The same people who lived in the penthouse. Who ate dinner with you. Who believed in the mission. And then she takes the stand. The one who ran the trading firm. The one you trusted most. She tells them everything. Every number. Every lie.",61
BEAT_05_01,PHASE_RESOLUTION,REFLECT,CLARITY,"The trial. Every day hearing about yourself from others. Cargo shorts gone. Suit you didn't choose.","The trial lasts four weeks. Every day you sit in a suit you didn't choose. First piece of clothing in your life someone else picked. Your hair is short now. A prison barber. You listen to people describe you. They use words you don't recognize. Fraud. Conspiracy. Wire theft.",45
BEAT_05_02,PHASE_RESOLUTION,REFLECT,CLARITY,"Parents in the front row every day. Your own words used as prosecution evidence.","Your parents sit in the front row. Every day. Two professors who taught you how to think. Now they watch the prosecution read your own words back to you. Every speech about saving humanity. Every interview about giving it all away. Used as evidence that you knew exactly what you were doing.",49
BEAT_05_03,PHASE_RESOLUTION,RESOLVE,CLARITY,"Convicted on seven counts. Twenty-five years. You spent your life becoming the savior. Now you are just a defendant.","Guilty. Seven counts. The judge says twenty-five years. You spent your entire life becoming the person who could save the world. Now you are defendant number four in a federal fraud case.",32
BEAT_05_04,PHASE_RESOLUTION,RESOLVE,BITTERSWEET,"Prison cell. No screen. No game. No one to optimize. Zero was never yours.","The cell has no screen. No game controller. No arbitrage to run. No system to optimize. No one to save. Twenty-six billion became zero. But zero was never yours either. It belonged to eight million people who trusted you.",38
BEAT_06_01,CALLBACK,CALLBACK,DEEP_CONNECTION,"Screen is off. Room is dark. No price to track. Just a room and quiet.","The screen is off. The room is dark. No spread to capture. No system to fix. No philosophy to justify what comes next. Just a room. And the quiet.",27
BEAT_06_02,CALLBACK,CTA,DEEP_CONNECTION,"You wanted to become the person who saves the world. You could not save yourself.","You wanted to become the person who saves the world. You couldn't save yourself.",13
