"VO_ID","Episode_ID","Beat_ID","Life_Phase","Beat_Type","VO_Type","VO_EN","VO_JA","VO_VI","Word_Count_EN","Pause_After"
"41","PV_0003","BEAT_03_02","PHASE_CONFLICT","CONFLICT","NARRATION","One morning a round comes through the windshield two inches above the driver's head.","ある朝、弾丸がフロントガラスを貫通する。運転手の頭上二インチ。","Một sáng viên đạn xuyên kính chắn gió, cách đầu người lái hai inch.","13","0"
"42","PV_0003","BEAT_03_02","PHASE_CONFLICT","CONFLICT","NARRATION","Nobody talks about it at dinner. That's how you know it wasn't special.","夕食で誰もそのことを話さない。特別ではなかったと、そうして分かる。","Không ai nhắc lúc ăn tối. Đó là cách bạn biết chuyện đó không đặc biệt.","13","0.5"
"43","PV_0003","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","NARRATION","The first time you see yourself on a screen behind a news desk, something shifts.","初めてニュースデスクの後ろの画面に自分が映ったとき、何かが変わる。","Lần đầu thấy mình trên màn hình sau bàn tin, có gì đó thay đổi.","14","0"
"44","PV_0003","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","NARRATION","You don't look like a soldier anymore. You look like a man who tells soldiers' stories.","もう兵士には見えない。兵士の物語を語る人間に見える。","Bạn không còn trông như lính nữa. Bạn trông như người kể chuyện lính.","14","0.5"
"45","PV_0003","BEAT_03_02","PHASE_CONFLICT","CONFLICT","NARRATION","You tap the medal case sometimes. Not to feel proud. Just to feel it's real.","たまにメダルケースを触る。誇りじゃない。ただ本物だと確認する。","Thỉnh thoảng bạn chạm hộp huân chương. Không phải tự hào. Chỉ để thấy nó thật.","15","0.5"
"46","PV_0003","BEAT_03_03","PHASE_CONFLICT","REFLECT","NARRATION","Afghanistan. You teach counterinsurgency to soldiers younger than you.","アフガニスタン。自分より若い兵士に対反乱戦を教える。","Afghanistan. Bạn dạy chống nổi dậy cho lính trẻ hơn mình.","8","0"
"47","PV_0003","BEAT_03_03","PHASE_CONFLICT","REFLECT","NARRATION","You know the war now — not from briefing papers or cable news panels, but from the dirt under your fingernails and the sleep you stopped trusting somewhere around month three.","戦争を知っている——報告書やテレビの討論番組からではなく、爪の下の砂と、三ヶ月目あたりで信じなくなった眠りから。","Bạn biết chiến tranh giờ — không phải từ bản tin hay bàn tròn truyền hình, mà từ bụi dưới móng tay và giấc ngủ bạn ngừng tin tưởng vào khoảng tháng thứ ba.","28","0.5"
"48","PV_0003","BEAT_03_03","PHASE_CONFLICT","REFLECT","NARRATION","Eighteen years in the Guard. You reach the rank of major. It sounds higher than it feels.","州兵で十八年。少佐になる。聞こえは高いが、感覚はそうでもない。","Mười tám năm trong Vệ binh Quốc gia. Đến quân hàm thiếu tá. Nghe cao hơn thực tế.","15","0.5"
"49","PV_0003","BEAT_03_04","PHASE_CONFLICT","CONFLICT","NARRATION","Home. You run for the Senate in your state. You believe you've earned the seat.","帰国。地元で上院選に出る。その席を勝ち取ったと信じている。","Về nhà. Bạn tranh cử Thượng viện ở quê. Bạn tin mình xứng đáng.","14","0"
"50","PV_0003","BEAT_03_04","PHASE_CONFLICT","CONFLICT","NARRATION","You lose. Not close. Not a recount. Just — lose.","負ける。僅差ではない。再集計もない。ただ、負ける。","Bạn thua. Không sít sao. Không kiểm phiếu lại. Chỉ — thua.","10","0"
"51","PV_0003","BEAT_03_07","PHASE_CONFLICT","CONSTRAINT","NARRATION","Your kids live in different houses now. You show up on weekends when the schedule allows.","子供たちは別々の家に住んでいる。スケジュールが許す週末に顔を出す。","Con bạn sống ở những nhà khác nhau giờ. Bạn xuất hiện cuối tuần khi lịch cho phép.","14","0"
"52","PV_0003","BEAT_03_04","PHASE_CONFLICT","CONFLICT","NARRATION","The campaign trail is nothing like a convoy. You keep expecting something to happen. Nothing does.","選挙運動は車列とは全く違う。何か起きることを期待し続ける。何も起きない。","Trên đường tranh cử, không giống đoàn xe chút nào. Bạn cứ chờ chuyện gì đó xảy ra. Không có.","15","0"
"53","PV_0003","BEAT_03_04","PHASE_CONFLICT","CONFLICT","NARRATION","You don't talk about it much after that. You just move forward.","その後あまり話さない。ただ前に進む。","Bạn không nói nhiều về nó sau đó. Chỉ tiến lên.","11","0.5"
"54","PV_0003","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","NARRATION","The cable network calls. They don't want a senator. They want a soldier who can talk.","ケーブルテレビ局から連絡。上院議員じゃなく、話せる兵士が欲しい。","Đài truyền hình cáp gọi. Họ không cần nghị sĩ. Họ cần một người lính biết nói.","14","0"
"55","PV_0003","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","NARRATION","You trade the desert for a studio. The rifle for a microphone.","砂漠をスタジオに替える。ライフルをマイクに。","Bạn đổi sa mạc lấy trường quay. Khẩu súng lấy micro.","11","0"
"56","PV_0003","BEAT_03_05","PHASE_CONFLICT","TIME_MARKER","WEIGHT_LINE","Turns out, the microphone is louder.","結局、マイクの方がうるさかった。","Hoá ra, micro to hơn.","6","1.5"
"57","PV_0003","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","Seven years on the weekend morning show. Millions of people watch you while they eat breakfast.","週末の朝番組で七年。何百万人が朝食を食べながらあなたを見る。","Bảy năm dẫn chương trình sáng cuối tuần. Hàng triệu người xem bạn trong khi ăn sáng.","14","0"
"58","PV_0003","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","The camera loves confidence. You have plenty. It was never about knowing more. It was about sounding like you do.","カメラは自信を好む。あなたにはたっぷりある。多く知ることではなかった。知っているように聞こえることだった。","Camera thích sự tự tin. Bạn có thừa. Không phải vì biết nhiều hơn. Mà vì nghe như biết.","18","0"
"59","PV_0003","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","You keep the dog tags on under the suit. Nobody sees them. That's the point.","スーツの下にドッグタグを着けたまま。誰も見えない。それが狙いだ。","Bạn giữ thẻ bài dưới bộ vest. Không ai thấy. Đó là ý nghĩa.","14","0.5"
"60","PV_0003","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","They know your face. They know your voice. They feel like they know you.","彼らはあなたの顔を知っている。声を知っている。あなたを知っていると思っている。","Họ biết mặt bạn. Biết giọng bạn. Họ cảm giác như biết bạn.","13","0"
"61","PV_0003","BEAT_03_06","PHASE_CONFLICT","PRIVILEGE","NARRATION","They don't.","知らない。","Họ không.","2","0.5"
"62","PV_0003","BEAT_03_07","PHASE_CONFLICT","CONSTRAINT","NARRATION","Three marriages by now. The second one started before the first one ended.","この時点で三回結婚。二回目は一回目が終わる前に始まった。","Ba cuộc hôn nhân đến giờ. Cuộc thứ hai bắt đầu trước khi cuộc đầu kết thúc.","13","0"
"63","PV_0003","BEAT_04_02","PHASE_CRISIS","CONFLICT","NARRATION","A retired four-star goes on television and says what everyone is thinking: he's not qualified.","退役四つ星将軍がテレビに出て、みんなが思っていることを言う：資格がない。","Một tướng bốn sao về hưu lên TV nói điều ai cũng nghĩ: anh ta không đủ trình.","14","0"
"64","PV_0003","BEAT_04_02","PHASE_CRISIS","CONFLICT","NARRATION","You watch the clip in your living room. You press pause. You rewind. You watch his eyes.","リビングでそのクリップを見る。一時停止。巻き戻し。彼の目を見る。","Bạn xem clip trong phòng khách. Bấm dừng. Tua lại. Nhìn vào mắt ông ta.","15","0.5"
"65","PV_0003","BEAT_03_07","PHASE_CONFLICT","CONSTRAINT","NARRATION","The third one started before the second one ended.","三回目は二回目が終わる前に始まった。","Cuộc thứ ba bắt đầu trước khi cuộc thứ hai kết thúc.","10","0"
"66","PV_0003","BEAT_03_07","PHASE_CONFLICT","CONSTRAINT","NARRATION","Nobody asks you about it on air. That's not what the show is for.","誰も放送中にそのことを聞かない。番組はそういう場じゃない。","Không ai hỏi bạn về chuyện đó trên sóng. Chương trình không phải để làm vậy.","13","0.5"
"67","PV_0003","BEAT_03_08","PHASE_CONFLICT","REFLECT","NARRATION","You write books about warriors. About what you see as the decline of the fighting spirit.","戦士について本を書く。闘志の衰退と見なすものについて。","Bạn viết sách về chiến binh. Về thứ bạn thấy là sự suy tàn của tinh thần chiến đấu.","15","0"
"68","PV_0003","BEAT_03_08","PHASE_CONFLICT","REFLECT","NARRATION","The books sell well. Not to people who disagree — only to people who already agree.","本は売れる。反対する人にではなく——すでに賛成している人にだけ。","Sách bán chạy. Không phải cho người phản đối — chỉ cho người đã đồng ý sẵn.","14","0"
"69","PV_0003","BEAT_03_08","PHASE_CONFLICT","REFLECT","NARRATION","You believe every word. That's never been a problem for you.","すべての言葉を信じている。それは一度も問題になったことがない。","Bạn tin mọi chữ. Điều đó chưa bao giờ là vấn đề với bạn.","11","0"
"70","PV_0003","BEAT_03_08","PHASE_CONFLICT","REFLECT","WEIGHT_LINE","Believing is the easy part. It always has been.","信じるのは簡単だ。いつだってそうだった。","Tin thì dễ. Luôn luôn là vậy.","8","2.0"
"71","PV_0003","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","The president calls you directly. Not through staff. Not through channels.","大統領が直接電話してくる。スタッフ経由ではない。","Tổng thống gọi trực tiếp. Không qua nhân viên. Không qua kênh nào.","10","0"
"72","PV_0003","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","He says he wants you to run the military. All of it.","全軍を率いてほしいと言う。全部。","Ông ấy nói muốn bạn chỉ huy quân đội. Toàn bộ.","12","0"
"73","PV_0003","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","You don't hesitate. Not even for a second. Maybe — you should have.","ためらわない。一秒たりとも。たぶん——ためらうべきだった。","Bạn không do dự. Dù chỉ một giây. Có lẽ — đáng lẽ nên vậy.","12","0.5"
"74","PV_0003","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","You hang up the phone and stand in the kitchen for a moment. The fridge hums.","電話を切って、しばらく台所に立つ。冷蔵庫がうなる。","Bạn gác máy và đứng trong bếp một lúc. Tủ lạnh kêu vo vo.","15","0"
"75","PV_0003","BEAT_04_01","PHASE_CRISIS","TIME_MARKER","NARRATION","Your wife looks up from the counter. She already knows. You can tell by the way she puts the knife down.","妻がカウンターから顔を上げる。もう知っている。ナイフの置き方でわかる。","Vợ bạn ngước lên từ bàn bếp. Cô ấy đã biết. Bạn biết qua cách cô đặt con dao xuống.","19","0.5"
"76","PV_0003","BEAT_04_02","PHASE_CRISIS","CONFLICT","NARRATION","The generals go quiet. That's how you know it's serious.","将軍たちが黙る。それで深刻だとわかる。","Các tướng im lặng. Đó là cách bạn biết chuyện nghiêm trọng.","10","0"
"77","PV_0003","BEAT_04_02","PHASE_CRISIS","CONFLICT","NARRATION","The media splits in half. One side celebrates. The other side comes for you.","メディアが真っ二つに割れる。一方は祝う。他方は攻撃してくる。","Truyền thông chia đôi. Một bên ăn mừng. Bên kia xông vào bạn.","13","0"
"78","PV_0003","BEAT_04_03","PHASE_CRISIS","CONSTRAINT","NARRATION","The math is simple and everyone knows it.","計算は単純で、誰もが知っている。","Phép tính đơn giản và ai cũng biết.","8","0"
"79","PV_0003","BEAT_04_03","PHASE_CRISIS","CONSTRAINT","NARRATION","You led thirty people. They want you to lead three million.","三十人を率いた。三百万人を率いてほしいと。","Bạn từng chỉ huy ba mươi người. Họ muốn bạn chỉ huy ba triệu.","11","0"
"80","PV_0003","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","He casts the vote without hesitation. Like it was decided before he walked in.","ためらいなく投票する。入ってくる前に決まっていたかのように。","Ông bỏ phiếu không do dự. Như đã quyết trước khi bước vào.","12","0"
"81","PV_0003","BEAT_04_03","PHASE_CRISIS","CONSTRAINT","NARRATION","The credentials people expect — you don't have them. Joint command. Staff college. Theater-level ops.","人々が期待する資格——あなたにはない。統合指揮。参謀大学。戦域級作戦。","Bằng cấp người ta mong — bạn không có. Chỉ huy liên hợp. Trường tham mưu. Tác chiến cấp chiến trường.","12","0"
"82","PV_0003","BEAT_04_03","PHASE_CRISIS","CONSTRAINT","NARRATION","What you have is something else: the president knows your face from television. He trusts your gut.","あなたが持っているのは別のもの：大統領はテレビであなたの顔を知っている。直感を信じている。","Thứ bạn có là khác: tổng thống biết mặt bạn từ TV. Ông tin bản năng bạn.","15","0.5"
"83","PV_0003","BEAT_04_03","PHASE_CRISIS","CONSTRAINT","WEIGHT_LINE","That gap doesn't bother you. It bothers everyone else.","その差はあなたを困らせない。周りを困らせる。","Khoảng cách đó không làm bạn bận tâm. Nó làm mọi người khác bận tâm.","10","1.5"
"84","PV_0003","BEAT_04_04","PHASE_CRISIS","CRISIS","NARRATION","The confirmation hearings begin. And they pull everything apart.","公聴会が始まる。すべてがばらされる。","Phiên điều trần bắt đầu. Và họ lật tung mọi thứ.","9","0"
"85","PV_0003","BEAT_04_04","PHASE_CRISIS","CRISIS","NARRATION","Misconduct allegations from years ago. You deny them.","数年前のセクハラ疑惑。あなたは否定する。","Cáo buộc sai phạm từ nhiều năm trước. Bạn phủ nhận.","8","0"
"86","PV_0003","BEAT_04_04","PHASE_CRISIS","CRISIS","NARRATION","Drinking. Old colleagues testify. You say you've changed.","飲酒。元同僚が証言する。変わったと言う。","Rượu. Đồng nghiệp cũ khai. Bạn nói đã thay đổi.","8","0"
"87","PV_0003","BEAT_04_04","PHASE_CRISIS","CRISIS","NARRATION","Finances at the veterans' organization — the numbers don't add up.","退役軍人団体の財務——数字が合わない。","Tài chính ở tổ chức cựu chiến binh — con số không khớp.","9","0"
"88","PV_0003","BEAT_04_04","PHASE_CRISIS","CRISIS","NARRATION","You sit behind the microphone in a room full of senators and cameras.","上院議員とカメラだらけの部屋でマイクの前に座る。","Bạn ngồi sau micro trong phòng đầy nghị sĩ và máy quay.","12","0"
"89","PV_0003","BEAT_04_04","PHASE_CRISIS","CRISIS","NARRATION","Your jaw is tight. You're not sure when that started.","顎が固い。いつからかわからない。","Hàm bạn cứng lại. Không biết bắt đầu từ lúc nào.","9","0.5"
"90","PV_0003","BEAT_04_04","PHASE_CRISIS","CRISIS","NARRATION","Someone behind you coughs. You don't turn around. You haven't turned around in years.","後ろで誰かが咳をする。振り返らない。何年も振り返っていない。","Ai đó phía sau ho. Bạn không quay lại. Đã mấy năm rồi bạn không quay lại.","12","0"
"91","PV_0003","BEAT_04_05","PHASE_CRISIS","CRISIS","NARRATION","The marriages land on every front page. First wife. Second wife. Third wife.","結婚歴が全紙の一面に。最初の妻。二番目の妻。三番目の妻。","Các cuộc hôn nhân lên trang nhất. Vợ đầu. Vợ hai. Vợ ba.","13","0"
"92","PV_0003","BEAT_04_05","PHASE_CRISIS","CRISIS","NARRATION","The timelines overlap. Nobody needs to explain what that means.","時系列が重なる。何を意味するか説明の必要はない。","Timeline chồng chéo. Không ai cần giải thích nghĩa là gì.","9","0"
"93","PV_0003","BEAT_04_05","PHASE_CRISIS","CRISIS","NARRATION","Private messages get leaked — every offhand remark, every late-night text you fired off thinking the walls of that chat were solid — all of it, frozen in screenshots you can't unsend.","プライベートメッセージが流出——何気ない発言、あのチャットの壁は堅いと思って深夜に送ったテキスト、すべてが取り消せないスクリーンショットに凍りついている。","Tin nhắn riêng bị lộ — mọi lời bâng quơ, mọi tin nhắn đêm khuya bạn gửi đi vì nghĩ bức tường chat đó kiên cố — tất cả đóng băng trong screenshot không thể thu hồi.","28","0.5"
"94","PV_0003","BEAT_05_03","PHASE_RESOLUTION","CONFLICT","NARRATION","You redecorate the office. American flag. Framed Bronze Stars. A Bible on the desk.","オフィスを模様替え。アメリカ国旗。額装されたブロンズスター。机の上に聖書。","Bạn trang trí lại phòng. Cờ Mỹ. Ngôi Sao Đồng đóng khung. Kinh Thánh trên bàn.","12","0"
"95","PV_0003","BEAT_05_03","PHASE_RESOLUTION","CONFLICT","NARRATION","The previous occupant had none of that. You're making a statement. Or maybe a shrine.","前任者にはそういうものはなかった。声明を出している。あるいは聖壇を作っている。","Người trước không có gì trong số đó. Bạn đang tuyên bố. Hoặc có lẽ dựng đền.","13","0.5"
"96","PV_0003","BEAT_04_05","PHASE_CRISIS","CRISIS","NARRATION","Your first wife's interview is the worst one. Not because of what she says. Because of what she doesn't.","最初の妻のインタビューが最悪だ。彼女が言ったことではなく、言わなかったことのために。","Phỏng vấn vợ đầu là tệ nhất. Không phải vì những gì cô nói. Mà vì những gì cô không nói.","18","0.5"
"97","PV_0003","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","The vote. The whole Senate chamber holding its breath.","投票。上院議場全体が息を止める。","Bỏ phiếu. Cả phòng Thượng viện nín thở.","8","0"
"98","PV_0003","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","Fifty for. Fifty against.","賛成五十。反対五十。","Năm mươi thuận. Năm mươi chống.","4","0"
"99","PV_0003","BEAT_04_06","PHASE_CRISIS","CRISIS","NARRATION","The vice president walks in. He doesn't look at you.","副大統領が入ってくる。あなたを見ない。","Phó tổng thống bước vào. Ông ấy không nhìn bạn.","9","0"
